,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
"Cash Taxes Pd, Supplemental",,,76.0,7.0,146.0,,Cash Flow
"Cash Interest Pd, Suppl",,,207.0,0.0,403.0,657.0,Cash Flow
Accounts Receivable,,,-83723.0,-24652.0,30397.0,53481.0,Cash Flow
Inventories,,,-7264.0,-58.0,-4817.0,-8445.0,Cash Flow
Prepaid Expenses,,,-10237.0,3440.0,3586.0,4948.0,Cash Flow
Other Assets,,,-2137.0,-40.0,-384.0,-661.0,Cash Flow
Accounts Payable,,,21659.0,7258.0,-3943.0,-11867.0,Cash Flow
Accrued Expenses,,,34095.0,-17044.0,-22127.0,-25507.0,Cash Flow
Changes in Working Capital,,,-75575.0,-30359.0,5548.0,10902.0,Cash Flow
Total Cash from Operations,,,-132854.0,-53106.0,-36398.0,-49085.0,Cash Flow
Capital Expenditures,,,-1025.0,-523.0,-683.0,-814.0,Cash Flow
Acquisition of Business,,,,,,-5093.0,Cash Flow
Sale of Business,,,,,18.0,,Cash Flow
Sale of Fixed Assets,,,,,53.0,86.0,Cash Flow
Other Investing Cash Flow,,,22332.0,337.0,337.0,1745.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,22332.0,337.0,408.0,-3262.0,Cash Flow
Total Cash from Investing,,,21307.0,-186.0,-275.0,-4076.0,Cash Flow
Financing Cash Flow Items,,,-5948.0,0.0,0.0,0.0,Cash Flow
Sale/Issuance of Common,,,241155.0,0.0,0.0,0.0,Cash Flow
Repurch/Retirement Common,,,-54155.0,,0.0,0.0,Cash Flow
"Common Stock, Net",,,187000.0,0.0,0.0,0.0,Cash Flow
Options Exercised,,,317.0,428.0,514.0,788.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,187317.0,428.0,514.0,788.0,Cash Flow
Long Term Debt Issued,,,0.0,,,,Cash Flow
Long Term Debt Reduction,,,-1000.0,0.0,0.0,0.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,-1000.0,0.0,0.0,0.0,Cash Flow
Total Cash From Financing,,,180369.0,428.0,514.0,788.0,Cash Flow
Foreign Exchange Effects,,,-10.0,62.0,-1.0,8.0,Cash Flow
Net Change in Cash,,,68812.0,-52802.0,-36160.0,-52365.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,33373.0,102185.0,102185.0,102185.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,102185.0,49383.0,66025.0,49820.0,Cash Flow
"Depreciation, Supplemental",,,232.0,121.0,265.0,582.0,Cash Flow
Free Cash Flow,,,-133879.0,-53629.0,-37081.0,-49899.0,
FCF Growth,,,,-0.5994218660133404,-0.30856439612896003,0.3456756829643213,
