,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
"Short Term Debt, Net",,,0.0,,,,Cash Flow
Long Term Debt Issued,,,0.0,675000.0,675000.0,675000.0,Cash Flow
Long Term Debt Reduction,,,-20111.0,-777005.0,-778692.0,-780382.0,Cash Flow
"Long Term Debt, Net",,,-20111.0,-102005.0,-103692.0,-105382.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,-20111.0,-102005.0,-103692.0,-105382.0,Cash Flow
Total Cash From Financing,,,-18340.0,-114521.0,-115468.0,-117084.0,Cash Flow
Net Change in Cash,,,175424.0,-43041.0,11640.0,63011.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,10964.0,186388.0,186388.0,186388.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,186388.0,143347.0,198028.0,249399.0,Cash Flow
"Depreciation, Supplemental",,,162.0,75.0,152.0,233.0,Cash Flow
Free Cash Flow,,,198264.0,71480.0,127108.0,180095.0,
FCF Growth,,,,-0.6394706048500989,0.7782316731952994,0.41686597224407596,
