,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Selling/Gen/Admin Expense,,,,55.0,58.0,47.0,48.0,Income Statement
Labor & Related Expense,,,,59.0,69.0,70.0,70.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,114.0,127.0,118.0,118.0,Income Statement
Depreciation/Amortization,,,,1.0,1.0,1.0,1.0,Income Statement
Other Operating Expense,,,,442.0,862.0,859.0,840.0,Income Statement
"Other, Net",,,,0.0,0.0,0.0,0.0,Income Statement
"Other Operat Expse, Total",,,,504.0,834.0,831.0,812.0,Income Statement
Total Operating Expense,,,,619.0,962.0,949.0,931.0,Income Statement
Total Operating Income,,,,-187.0,-87.0,-103.0,-74.0,Income Statement
"Inter Expse,Net Non-Operat",,,,0.0,0.0,0.0,0.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,0.0,12.0,-1.0,-1.0,Income Statement
OtherNon-OperatInc (Expnse),,,,0.0,0.0,0.0,0.0,Income Statement
Income Before Tax,,,,-187.0,-75.0,-104.0,-75.0,Income Statement
Income After Tax,,,,-187.0,-75.0,-104.0,-75.0,Income Statement
Net Inc Before Extra Items,,,,-187.0,-75.0,-104.0,-75.0,Income Statement
Total Net Income,,,,-187.0,-75.0,-104.0,-75.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,-187.0,-75.0,-104.0,-75.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,-187.0,-75.0,-104.0,-75.0,Income Statement
Basic/Primary Weighted Average Shares,,,,420.0,473.0,476.0,478.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,-0.45,-0.16,-0.22,-0.16,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,-0.45,-0.16,-0.22,-0.16,Income Statement
Diluted Weighted Average Shares,,,,420.0,473.0,476.0,478.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,-0.45,-0.16,-0.22,-0.16,Income Statement
Diluted EPS Incl. Extra. Items,,,,-0.45,-0.16,-0.22,-0.16,Income Statement
Div/Share-ComStockPrimIssue,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,0.0,0.0,0.0,0.0,Income Statement
"Depreciat/Amort, Suppl",,,,1.0,1.0,1.0,1.0,Income Statement
Normalzd Income Before Tax,,,,-187.0,-75.0,-104.0,-75.0,Income Statement
Normalized Income After Tax,,,,-187.0,-75.0,-104.0,-75.0,Income Statement
Normalzd Inc Avail to Common,,,,-187.0,-75.0,-104.0,-75.0,Income Statement
Basic Normalized EPS,,,,-0.45,-0.16,-0.22,-0.16,Income Statement
Diluted Normalized EPS,,,,-0.45,-0.16,-0.22,-0.16,Income Statement
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,-588.0,-75.0,-179.0,-255.0,Cash Flow
Depreciation/Depletion,,,,1.0,1.0,1.0,2.0,Cash Flow
Unusual Items,,,,-66.0,0.0,0.0,0.0,Cash Flow
Equity in Net Earnings/Loss,,,,,-12.0,-11.0,-10.0,Cash Flow
Other Non-Cash Items,,,,178.0,41.0,83.0,125.0,Cash Flow
Non-Cash Items,,,,112.0,28.0,71.0,114.0,Cash Flow
Accounts Receivable,,,,-12.0,6.0,-30.0,-20.0,Cash Flow
Prepaid Expenses,,,,-2.0,-13.0,-11.0,-8.0,Cash Flow
Other Assets,,,,-29.0,-16.0,5.0,16.0,Cash Flow
Accounts Payable,,,,38.0,43.0,83.0,109.0,Cash Flow
Accrued Expenses,,,,44.0,-27.0,-2.0,23.0,Cash Flow
Payable/Accrued,,,,5.0,-1.0,2.0,10.0,Cash Flow
Changes in Working Capital,,,,193.0,-11.0,10.0,144.0,Cash Flow
Total Cash from Operations,,,,-282.0,-57.0,-96.0,5.0,Cash Flow
Capital Expenditures,,,,-1.0,0.0,0.0,-1.0,Cash Flow
Sale/Maturity of Investment,,,,442.0,150.0,296.0,360.0,Cash Flow
Purchase of Investments,,,,-876.0,-113.0,-170.0,-277.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,-435.0,37.0,126.0,83.0,Cash Flow
Total Cash from Investing,,,,-435.0,37.0,126.0,82.0,Cash Flow
Financing Cash Flow Items,,,,666.0,0.0,0.0,0.0,Cash Flow
Sale/Issuance of Common,,,,290.0,0.0,1.0,1.0,Cash Flow
Repurch/Retirement Common,,,,0.0,-6.0,-6.0,-6.0,Cash Flow
"Common Stock, Net",,,,290.0,-6.0,-5.0,-5.0,Cash Flow
Warrants Converted,,,,0.0,,,0.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,290.0,-6.0,-5.0,-5.0,Cash Flow
Long Term Debt Issued,,,,0.0,,,,Cash Flow
Long Term Debt Reduction,,,,-31.0,0.0,0.0,0.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,-31.0,0.0,0.0,0.0,Cash Flow
Total Cash From Financing,,,,925.0,-6.0,-5.0,-5.0,Cash Flow
Net Change in Cash,,,,208.0,-26.0,25.0,83.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,92.0,300.0,300.0,300.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,300.0,274.0,324.0,383.0,Cash Flow
"Depreciation, Supplemental",,,,1.0,1.0,1.0,2.0,Cash Flow
Free Cash Flow,,,,-283.0,-57.0,-96.0,4.0,
FCF Growth,,,,,-0.7985865724381626,0.6842105263157894,-1.0416666666666667,
