,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Diluted EPS Excl. Extra. Items,,,-0.2,-0.24,-0.27,-0.32,Income Statement
Diluted EPS Incl. Extra. Items,,,-0.2,-0.24,-0.27,-0.32,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Depreciat/Amort, Suppl",,,82.0,82.0,92.0,108.0,Income Statement
Normalzd Income Before Tax,,,-11065.0,-13265.0,-14999.0,-17704.0,Income Statement
Normalized Income After Tax,,,-11065.0,-13265.0,-14999.0,-17704.0,Income Statement
Normalzd Inc Avail to Common,,,-11065.0,-13265.0,-14999.0,-17704.0,Income Statement
Basic Normalized EPS,,,-0.2,-0.24,-0.27,-0.32,Income Statement
Diluted Normalized EPS,,,-0.2,-0.24,-0.27,-0.32,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,-35533.0,-13265.0,-28264.0,-45968.0,Cash Flow
Depreciation/Depletion,,,129.0,82.0,174.0,282.0,Cash Flow
Non-Cash Items,,,4612.0,2393.0,4977.0,7405.0,Cash Flow
"Cash Interest Pd, Suppl",,,0.0,,,,Cash Flow
Prepaid Expenses,,,-1017.0,-1237.0,-1020.0,-2922.0,Cash Flow
Payable/Accrued,,,2413.0,200.0,1806.0,4977.0,Cash Flow
Changes in Working Capital,,,1415.0,-1037.0,786.0,2055.0,Cash Flow
Total Cash from Operations,,,-29377.0,-11827.0,-22327.0,-36226.0,Cash Flow
Capital Expenditures,,,-1538.0,-76.0,-320.0,-630.0,Cash Flow
Sale of Fixed Assets,,,,,39.0,39.0,Cash Flow
Sale/Maturity of Investment,,,34155.0,490.0,1715.0,32650.0,Cash Flow
Purchase of Investments,,,-86261.0,0.0,-157976.0,-251990.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-52106.0,490.0,-156222.0,-219301.0,Cash Flow
Total Cash from Investing,,,-53644.0,414.0,-156542.0,-219931.0,Cash Flow
Financing Cash Flow Items,,,,,-427.0,-427.0,Cash Flow
"Common Stock, Net",,,254465.0,0.0,225.0,225.0,Cash Flow
"Preferred Stock, Net",,,124712.0,0.0,0.0,0.0,Cash Flow
Options Exercised,,,34.0,156.0,156.0,307.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,379211.0,156.0,381.0,532.0,Cash Flow
Short Term Debt Issued,,,0.0,,,,Cash Flow
Short Term Debt Reduction,,,0.0,,,,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,0.0,,,,Cash Flow
Total Cash From Financing,,,379211.0,156.0,-46.0,105.0,Cash Flow
Net Change in Cash,,,296190.0,-11257.0,-178915.0,-256052.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,2379.0,298569.0,298569.0,298569.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,298569.0,287312.0,119654.0,42517.0,Cash Flow
"Depreciation, Supplemental",,,129.0,82.0,174.0,282.0,Cash Flow
Free Cash Flow,,,-30915.0,-11903.0,-22647.0,-36856.0,
FCF Growth,,,,-0.6149765486010028,0.9026295891791984,0.6274120192519981,
