,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Income Tax - Total,,,,,357.0,503.0,488.0,241.0,Income Statement
Income After Tax,,,,,1761.0,1552.0,1681.0,760.0,Income Statement
Minority Interest,,,,,-25.0,17.0,-20.0,-21.0,Income Statement
Net Inc Before Extra Items,,,,,1736.0,1569.0,1661.0,739.0,Income Statement
Total Extraordinary Items,,,,,0.0,,,,Income Statement
Total Net Income,,,,,1736.0,1569.0,1661.0,739.0,Income Statement
Total Adjust to Net Income,,,,,-9.0,-8.0,-9.0,-4.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,1727.0,1561.0,1652.0,735.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,1727.0,1561.0,1652.0,735.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,738.0,735.0,726.0,714.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,2.34,2.12,2.28,1.03,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,2.34,2.12,2.28,1.03,Income Statement
Diluted Weighted Average Shares,,,,,743.0,740.0,732.0,718.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,2.32,2.11,2.26,1.02,Income Statement
Diluted EPS Incl. Extra. Items,,,,,2.32,2.11,2.26,1.02,Income Statement
Div/Share-ComStockPrimIssue,,,,,0.7,0.7,0.7,0.7,Income Statement
Gross Divid - Common Stock,,,,,512.0,513.0,505.0,493.0,Income Statement
Pro Forma Net Income,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,170.0,167.0,165.0,155.0,Income Statement
"Depreciat/Amort, Suppl",,,,,545.0,644.0,579.0,565.0,Income Statement
Total Special Items,,,,,-50.0,194.0,65.0,70.0,Income Statement
Normalzd Income Before Tax,,,,,2068.0,2249.0,2234.0,1071.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,-8.0,47.0,15.0,17.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,349.0,550.0,503.0,258.0,Income Statement
Normalized Income After Tax,,,,,1719.0,1699.0,1731.0,813.0,Income Statement
Normalzd Inc Avail to Common,,,,,1685.0,1708.0,1702.0,788.0,Income Statement
Basic Normalized EPS,,,,,2.28,2.32,2.35,1.1,Income Statement
Diluted Normalized EPS,,,,,2.27,2.31,2.33,1.1,Income Statement
Date,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,6405.0,1552.0,3233.0,3993.0,Cash Flow
Depreciation/Depletion,,,,,2842.0,752.0,1436.0,2104.0,Cash Flow
Deferred Taxes,,,,,278.0,253.0,348.0,124.0,Cash Flow
Discontinued Operations,,,,,-60.0,-9.0,-11.0,-11.0,Cash Flow
Unusual Items,,,,,-99.0,180.0,192.0,175.0,Cash Flow
Equity in Net Earnings/Loss,,,,,-651.0,374.0,289.0,517.0,Cash Flow
Other Non-Cash Items,,,,,-259.0,92.0,17.0,22.0,Cash Flow
Non-Cash Items,,,,,-1069.0,637.0,487.0,703.0,Cash Flow
Accounts Receivable,,,,,-2132.0,-741.0,-767.0,323.0,Cash Flow
Inventories,,,,,-1768.0,-443.0,-908.0,-254.0,Cash Flow
Accounts Payable,,,,,2458.0,86.0,69.0,-860.0,Cash Flow
Changes in Working Capital,,,,,-1447.0,-1591.0,-2047.0,-1527.0,Cash Flow
Total Cash from Operations,,,,,7009.0,1603.0,3457.0,5397.0,Cash Flow
Capital Expenditures,,,,,-2195.0,-317.0,-775.0,-1229.0,Cash Flow
Acquisition of Business,,,,,-129.0,,0.0,-54.0,Cash Flow
Sale of Fixed Assets,,,,,68.0,4.0,5.0,16.0,Cash Flow
Sale/Maturity of Investment,,,,,759.0,141.0,418.0,596.0,Cash Flow
Purchase of Investments,,,,,-1458.0,-191.0,-391.0,-648.0,Cash Flow
Other Investing Cash Flow,,,,,41.0,-4.0,-20.0,-20.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,-719.0,-50.0,12.0,-110.0,Cash Flow
Total Cash from Investing,,,,,-2914.0,-367.0,-763.0,-1339.0,Cash Flow
Financing Cash Flow Items,,,,,-622.0,105.0,-63.0,-84.0,Cash Flow
Total Cash Dividends Paid,,,,,-2073.0,-513.0,-1018.0,-1511.0,Cash Flow
Sale/Issuance of Common,,,,,320.0,35.0,97.0,99.0,Cash Flow
Repurch/Retirement Common,,,,,-1000.0,-600.0,-1400.0,-2200.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,-680.0,-565.0,-1303.0,-2101.0,Cash Flow
Short Term Debt Reduction,,,,,-130.0,,-14.0,-14.0,Cash Flow
"Short Term Debt, Net",,,,,-34.0,-35.0,166.0,58.0,Cash Flow
Long Term Debt Issued,,,,,109.0,16.0,49.0,82.0,Cash Flow
Long Term Debt Reduction,,,,,-2771.0,-25.0,-927.0,-957.0,Cash Flow
"Long Term Debt, Net",,,,,-2662.0,-9.0,-878.0,-875.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,-2696.0,-44.0,-712.0,-817.0,Cash Flow
Total Cash From Financing,,,,,-6071.0,-1017.0,-3096.0,-4513.0,Cash Flow
Foreign Exchange Effects,,,,,-99.0,-45.0,-162.0,-261.0,Cash Flow
Net Change in Cash,,,,,-2075.0,174.0,-564.0,-716.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,5108.0,3033.0,3033.0,3033.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,3033.0,3207.0,2469.0,2317.0,Cash Flow
"Depreciation, Supplemental",,,,,2842.0,752.0,1436.0,2104.0,Cash Flow
Free Cash Flow,,,,,4814.0,1286.0,2682.0,4168.0,
FCF Growth,,,,,,-0.7328624844204403,1.0855365474339034,0.5540641312453394,
