,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Selling/Gen/Admin Expense,,,2983.0,3089.0,3190.0,3408.0,Income Statement
Labor & Related Expense,,,1019.0,2249.0,2532.0,2544.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,4002.0,5338.0,5722.0,5952.0,Income Statement
Research & Development,,,13824.0,17409.0,14676.0,25468.0,Income Statement
Total Operating Expense,,,17826.0,22747.0,20398.0,31420.0,Income Statement
Total Operating Income,,,-17826.0,-22747.0,-20398.0,-31420.0,Income Statement
"Inter Expse,Net Non-Operat",,,0.0,0.0,0.0,0.0,Income Statement
OtherNon-OperatInc (Expnse),,,58.0,15.0,380.0,958.0,Income Statement
"Other, Net",,,58.0,15.0,380.0,958.0,Income Statement
Income Before Tax,,,-17768.0,-22732.0,-20018.0,-30462.0,Income Statement
Income After Tax,,,-17768.0,-22732.0,-20018.0,-30462.0,Income Statement
Net Inc Before Extra Items,,,-17768.0,-22732.0,-20018.0,-30462.0,Income Statement
Total Net Income,,,-17768.0,-22732.0,-20018.0,-30462.0,Income Statement
Total Adjust to Net Income,,,0.0,0.0,0.0,0.0,Income Statement
Income Available to Common Excl. Extra. Items,,,-17768.0,-22732.0,-20018.0,-30462.0,Income Statement
Income Available to Common Incl. Extra. Items,,,-17768.0,-22732.0,-20018.0,-30462.0,Income Statement
Basic/Primary Weighted Average Shares,,,50409.0,50585.0,50848.0,51668.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,-0.35,-0.45,-0.39,-0.59,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,-0.35,-0.45,-0.39,-0.59,Income Statement
Diluted Weighted Average Shares,,,50409.0,50585.0,50848.0,51668.0,Income Statement
Diluted EPS Excl. Extra. Items,,,-0.35,-0.45,-0.39,-0.59,Income Statement
Diluted EPS Incl. Extra. Items,,,-0.35,-0.45,-0.39,-0.59,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,,0.0,0.0,0.0,0.0,Income Statement
"Depreciat/Amort, Suppl",,,16.0,21.0,24.0,32.0,Income Statement
Normalzd Income Before Tax,,,-17768.0,-22732.0,-20018.0,-30462.0,Income Statement
Normalized Income After Tax,,,-17768.0,-22732.0,-20018.0,-30462.0,Income Statement
Normalzd Inc Avail to Common,,,-17768.0,-22732.0,-20018.0,-30462.0,Income Statement
Basic Normalized EPS,,,-0.35,-0.45,-0.39,-0.59,Income Statement
Diluted Normalized EPS,,,-0.35,-0.45,-0.39,-0.59,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,-83746.0,-22732.0,-42750.0,-73212.0,Cash Flow
Depreciation/Depletion,,,30.0,21.0,45.0,77.0,Cash Flow
Unusual Items,,,,0.0,,,Cash Flow
Purchased R&D,,,21694.0,0.0,0.0,0.0,Cash Flow
Other Non-Cash Items,,,19356.0,3513.0,7614.0,11490.0,Cash Flow
Non-Cash Items,,,41050.0,3513.0,7614.0,11490.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,3.0,,,,Cash Flow
Prepaid Expenses,,,-4386.0,5099.0,2677.0,-1549.0,Cash Flow
Accounts Payable,,,2443.0,-1782.0,1171.0,9877.0,Cash Flow
Accrued Expenses,,,5959.0,3155.0,3725.0,1810.0,Cash Flow
Changes in Working Capital,,,4016.0,6472.0,7573.0,10138.0,Cash Flow
Total Cash from Operations,,,-38650.0,-12726.0,-27518.0,-51507.0,Cash Flow
Capital Expenditures,,,-262.0,-38.0,-66.0,-163.0,Cash Flow
Sale of Business,,,1899.0,0.0,0.0,0.0,Cash Flow
Sale/Maturity of Investment,,,16500.0,52210.0,127210.0,208580.0,Cash Flow
Purchase of Investments,,,-232502.0,-68675.0,-125397.0,-142508.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-214103.0,-16465.0,1813.0,66072.0,Cash Flow
Total Cash from Investing,,,-214365.0,-16503.0,1747.0,65909.0,Cash Flow
Financing Cash Flow Items,,,450.0,0.0,115.0,115.0,Cash Flow
"Common Stock, Net",,,158815.0,,,176530.0,Cash Flow
"Preferred Stock, Net",,,164221.0,0.0,0.0,0.0,Cash Flow
Options Exercised,,,65.0,86.0,220.0,1482.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,323101.0,86.0,220.0,178012.0,Cash Flow
Total Cash From Financing,,,323551.0,86.0,335.0,178127.0,Cash Flow
Foreign Exchange Effects,,,11.0,42.0,-12.0,-50.0,Cash Flow
Net Change in Cash,,,70547.0,-29101.0,-25448.0,192479.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,244.0,70791.0,70791.0,70791.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,70791.0,41690.0,45343.0,263270.0,Cash Flow
"Depreciation, Supplemental",,,30.0,21.0,45.0,77.0,Cash Flow
Free Cash Flow,,,-38912.0,-12764.0,-27584.0,-51670.0,
FCF Growth,,,,-0.6719777960526316,1.1610780319649012,0.8731873549883991,
