,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Net Inc Before Extra Items,,,,-21543.0,-31389.0,-31500.0,-18233.0,Income Statement
Total Net Income,,,,-21543.0,-31389.0,-31500.0,-18233.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,-21543.0,-31389.0,-31500.0,-18233.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,-21543.0,-31389.0,-31500.0,-18233.0,Income Statement
Basic/Primary Weighted Average Shares,,,,239405.0,481144.0,481624.0,483592.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,-0.09,-0.07,-0.07,-0.04,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,-0.09,-0.07,-0.07,-0.04,Income Statement
Diluted Weighted Average Shares,,,,239405.0,481144.0,481624.0,483592.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,-0.09,-0.07,-0.07,-0.04,Income Statement
Diluted EPS Incl. Extra. Items,,,,-0.09,-0.07,-0.07,-0.04,Income Statement
Div/Share-ComStockPrimIssue,,,,,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,7139.0,2912.0,2862.0,2014.0,Income Statement
"Depreciat/Amort, Suppl",,,,2848.0,2033.0,1900.0,1900.0,Income Statement
Total Special Items,,,,7159.0,,3219.0,0.0,Income Statement
Normalzd Income Before Tax,,,,-12634.0,-30098.0,-26947.0,-16566.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,2506.0,,1127.0,0.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,4256.0,1291.0,2461.0,1667.0,Income Statement
Normalized Income After Tax,,,,-16890.0,-31389.0,-29408.0,-18233.0,Income Statement
Normalzd Inc Avail to Common,,,,-16890.0,-31389.0,-29408.0,-18233.0,Income Statement
Basic Normalized EPS,,,,-0.07,-0.07,-0.06,-0.04,Income Statement
Diluted Normalized EPS,,,,-0.07,-0.07,-0.06,-0.04,Income Statement
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,-86079.0,-31389.0,-62888.0,-81123.0,Cash Flow
Depreciation/Depletion,,,,124347.0,30187.0,61001.0,91211.0,Cash Flow
Deferred Taxes,,,,-596.0,2.0,17.0,-8.0,Cash Flow
Unusual Items,,,,7159.0,,3219.0,3219.0,Cash Flow
Other Non-Cash Items,,,,74774.0,20679.0,47665.0,77451.0,Cash Flow
Non-Cash Items,,,,81933.0,20679.0,50884.0,80670.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,5410.0,1743.0,3735.0,5177.0,Cash Flow
"Cash Interest Pd, Suppl",,,,29056.0,2584.0,5177.0,6955.0,Cash Flow
Accounts Receivable,,,,19966.0,18968.0,32590.0,34210.0,Cash Flow
Prepaid Expenses,,,,-6797.0,-7021.0,-314.0,-923.0,Cash Flow
Other Assets,,,,-33635.0,-13581.0,-20579.0,-27724.0,Cash Flow
Accrued Expenses,,,,-11933.0,-2864.0,-5571.0,-8429.0,Cash Flow
Payable/Accrued,,,,1961.0,16783.0,23925.0,45611.0,Cash Flow
Changes in Working Capital,,,,2591.0,60445.0,58634.0,50404.0,Cash Flow
Total Cash from Operations,,,,122196.0,79924.0,107648.0,141154.0,Cash Flow
Purchase of Fixed Assets,,,,-4675.0,-1375.0,-2696.0,-5705.0,Cash Flow
Software Development Costs,,,,-40978.0,-11891.0,-25002.0,-38413.0,Cash Flow
Capital Expenditures,,,,-45653.0,-13266.0,-27698.0,-44118.0,Cash Flow
Acquisition of Business,,,,-14769.0,,-4470.0,-3552.0,Cash Flow
Sale/Maturity of Investment,,,,35189.0,16824.0,27439.0,42848.0,Cash Flow
Purchase of Investments,,,,-35727.0,-21238.0,-42370.0,-45164.0,Cash Flow
Other Investing Cash Flow,,,,122.0,,,135.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,-15185.0,-4414.0,-19401.0,-5733.0,Cash Flow
Total Cash from Investing,,,,-60838.0,-17680.0,-47099.0,-49851.0,Cash Flow
Financing Cash Flow Items,,,,-30760.0,,-3172.0,-3172.0,Cash Flow
"Common Stock, Net",,,,-230.0,,,,Cash Flow
Options Exercised,,,,522.0,510.0,1174.0,7822.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,292.0,510.0,1174.0,7822.0,Cash Flow
Long Term Debt Issued,,,,552693.0,,265000.0,285000.0,Cash Flow
Long Term Debt Reduction,,,,-519351.0,0.0,-335696.0,-385696.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,33342.0,0.0,-70696.0,-100696.0,Cash Flow
Total Cash From Financing,,,,2874.0,510.0,-72694.0,-96046.0,Cash Flow
Foreign Exchange Effects,,,,-3073.0,-1209.0,-5809.0,-11391.0,Cash Flow
Net Change in Cash,,,,61159.0,61545.0,-17954.0,-16134.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,65470.0,126629.0,126629.0,126629.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,126629.0,188174.0,108675.0,110495.0,Cash Flow
"Depreciation, Supplemental",,,,124347.0,30187.0,61001.0,91211.0,Cash Flow
Free Cash Flow,,,,76543.0,66658.0,79950.0,97036.0,
FCF Growth,,,,,-0.1291430960375214,0.19940592276996005,0.21370856785490933,
