,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Total Equity,,,,,,691.0,712.0,564.0,581.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,1264.0,1231.0,1090.0,1066.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,34.0,34.0,33.0,33.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,90049.0,67928.0,75405.0,72706.0,Income Statement
"Cost of Revenue, Total",,,,,,46459.0,34271.0,40280.0,37563.0,Income Statement
Selling/Gen/Admin Expense,,,,,,32358.0,34225.0,42534.0,43587.0,Income Statement
Labor & Related Expense,,,,,,9653.0,10381.0,8595.0,3799.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,42011.0,44606.0,51129.0,47386.0,Income Statement
Research & Development,,,,,,11511.0,12291.0,13581.0,13762.0,Income Statement
Depreciation/Amortization,,,,,,9598.0,9871.0,10356.0,10468.0,Income Statement
Restructuring Charge,,,,,,2000.0,,,,Income Statement
Impair-Assets Held for Use,,,,,,,,83149.0,0.0,Income Statement
Impair-Assets Held for Sale,,,,,,1000.0,,,,Income Statement
Other Unusual Expnse (In),,,,,,246.0,-4599.0,2197.0,-1867.0,Income Statement
Unusual Expense (Income),,,,,,3246.0,-4599.0,85346.0,-1867.0,Income Statement
Other Operating Expense,,,,,,,882.0,0.0,0.0,Income Statement
"Other, Net",,,,,,-6367.0,-65050.0,-2968.0,-46126.0,Income Statement
"Other Operat Expse, Total",,,,,,-6367.0,-64168.0,-2968.0,-46126.0,Income Statement
Total Operating Expense,,,,,,106458.0,32272.0,197724.0,61186.0,Income Statement
Total Operating Income,,,,,,-16409.0,35656.0,-122319.0,11520.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,-3298.0,-996.0,-997.0,-997.0,Income Statement
"Inter Income, Non-Operating",,,,,,51.0,49.0,118.0,417.0,Income Statement
"Invest Income, Non-Operat",,,,,,-43.0,-1671.0,-4538.0,-4673.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,8.0,-1622.0,-4420.0,-4256.0,Income Statement
Income Before Tax,,,,,,-19699.0,33038.0,-127736.0,6267.0,Income Statement
Income Tax - Total,,,,,,-7864.0,0.0,-1446.0,0.0,Income Statement
Income After Tax,,,,,,-11835.0,33038.0,-126290.0,6267.0,Income Statement
Net Inc Before Extra Items,,,,,,-11835.0,33038.0,-126290.0,6267.0,Income Statement
Total Net Income,,,,,,-11835.0,33038.0,-126290.0,6267.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,-11835.0,33038.0,-126290.0,6267.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,-11835.0,33038.0,-126290.0,6267.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,33402.0,33741.0,33635.0,32950.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,-0.35,0.98,-3.75,0.19,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,-0.35,0.98,-3.75,0.19,Income Statement
Diluted Weighted Average Shares,,,,,,33402.0,37185.0,33635.0,33269.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,-0.35,0.89,-3.75,0.19,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,-0.35,0.89,-3.75,0.19,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,3298.0,996.0,997.0,997.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,2898.0,2771.0,3156.0,3268.0,Income Statement
Total Special Items,,,,,,3246.0,-4599.0,85346.0,-1867.0,Income Statement
Normalzd Income Before Tax,,,,,,-16453.0,28439.0,-42390.0,4400.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,1136.0,0.0,29871.0,0.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,-6728.0,0.0,28425.0,0.0,Income Statement
Normalized Income After Tax,,,,,,-9725.0,28439.0,-70815.0,4400.0,Income Statement
Normalzd Inc Avail to Common,,,,,,-9725.0,28439.0,-70815.0,4400.0,Income Statement
Basic Normalized EPS,,,,,,-0.29,0.84,-2.11,0.13,Income Statement
Diluted Normalized EPS,,,,,,-0.29,0.76,-2.11,0.13,Income Statement
Date,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,-129.0,33.0,-93.0,-87.0,Cash Flow
Depreciation/Depletion,,,,,,30.0,10.0,20.0,31.0,Cash Flow
Unusual Items,,,,,,1.0,-65.0,15.0,-31.0,Cash Flow
Other Non-Cash Items,,,,,,65.0,17.0,36.0,48.0,Cash Flow
Non-Cash Items,,,,,,67.0,-48.0,51.0,17.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,,0.0,,,,Cash Flow
"Cash Interest Pd, Suppl",,,,,,2.0,1.0,1.0,2.0,Cash Flow
Accounts Receivable,,,,,,-28.0,15.0,20.0,15.0,Cash Flow
Prepaid Expenses,,,,,,-1.0,-1.0,-2.0,0.0,Cash Flow
Accounts Payable,,,,,,1.0,-1.0,-2.0,0.0,Cash Flow
Accrued Expenses,,,,,,-1.0,-12.0,-6.0,-6.0,Cash Flow
Changes in Working Capital,,,,,,-7.0,-15.0,-4.0,-1.0,Cash Flow
Total Cash from Operations,,,,,,-39.0,-20.0,-26.0,-41.0,Cash Flow
Purchase of Fixed Assets,,,,,,-3.0,0.0,-1.0,-1.0,Cash Flow
Purchase/Acq of Intangibles,,,,,,-9.0,-2.0,-6.0,-9.0,Cash Flow
Capital Expenditures,,,,,,-13.0,-3.0,-7.0,-10.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,-494.0,-2.0,-2.0,-2.0,Cash Flow
Total Cash from Investing,,,,,,-507.0,-5.0,-9.0,-13.0,Cash Flow
Financing Cash Flow Items,,,,,,0.0,0.0,0.0,0.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,486.0,0.0,-40.0,-40.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,0.0,0.0,0.0,0.0,Cash Flow
Total Cash From Financing,,,,,,486.0,0.0,-40.0,-40.0,Cash Flow
Foreign Exchange Effects,,,,,,-1.0,-1.0,-1.0,-2.0,Cash Flow
Net Change in Cash,,,,,,-60.0,-25.0,-76.0,-95.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,293.0,234.0,234.0,234.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,234.0,208.0,157.0,139.0,Cash Flow
"Depreciation, Supplemental",,,,,,30.0,10.0,20.0,31.0,Cash Flow
Free Cash Flow,,,,,,-52.0,-23.0,-33.0,-51.0,
FCF Growth,,,,,,,-0.5576923076923077,0.4347826086956521,0.5454545454545454,
