,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Accounts Payable,,,,22520.0,20567.0,25258.0,25566.0,Balance Sheet
Accrued Expenses,,,,12823.0,15026.0,17665.0,23363.0,Balance Sheet
Notes Payable/ST Debt,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,327.0,210.0,88.0,5.0,Balance Sheet
Income Taxes Payable,,,,,,112.0,112.0,Balance Sheet
Other Current Liabilities,,,,2320.0,2522.0,2905.0,1767.0,Balance Sheet
"Other Curr. Lblts, Total",,,,2320.0,2522.0,3017.0,1879.0,Balance Sheet
Total Current Liabilities,,,,37990.0,38325.0,46028.0,50813.0,Balance Sheet
Total Long Term Debt,,,,0.0,15.0,19.0,17.0,Balance Sheet
Total Debt,,,,327.0,225.0,107.0,22.0,Balance Sheet
Deferred Income Tax,,,,0.0,,,,Balance Sheet
Minority Interest,,,,290.0,126.0,119.0,0.0,Balance Sheet
"Other Liabilities, Total",,,,192.0,1932.0,1568.0,1203.0,Balance Sheet
Total Liabilities,,,,38472.0,40398.0,47734.0,52033.0,Balance Sheet
Common Stock,,,,5.0,5.0,5.0,4.0,Balance Sheet
Additional Paid-In Capital,,,,149000.0,150550.0,152317.0,154066.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,2746.0,1372.0,1571.0,2294.0,Balance Sheet
Treasury Stock - Common,,,,0.0,,,,Balance Sheet
"Other Equity, Total",,,,-281.0,-1064.0,-1447.0,-1803.0,Balance Sheet
Total Equity,,,,151470.0,150863.0,152446.0,154561.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,189942.0,191261.0,200180.0,206594.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,40494.0,40596.0,40679.0,40732.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,2021-12-26 00:00:00,2022-03-27 00:00:00,2022-06-26 00:00:00,2022-09-25 00:00:00,Income Statement
Total Revenue,,,,77405.0,77058.0,82870.0,92040.0,Income Statement
"Cost of Revenue, Total",,,,57608.0,54490.0,57931.0,62549.0,Income Statement
Selling/Gen/Admin Expense,,,,22689.0,23327.0,22647.0,25953.0,Income Statement
Labor & Related Expense,,,,1350.0,1267.0,1571.0,1514.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,24039.0,24594.0,24218.0,27467.0,Income Statement
Impair-Assets Held for Use,,,,,119.0,,,Income Statement
Impair-Assets Held for Sale,,,,,749.0,,,Income Statement
Other Unusual Expnse (In),,,,,1126.0,,,Income Statement
Unusual Expense (Income),,,,,2060.0,,,Income Statement
Loss(Gain)/Sale Asts (Oper),,,,,66.0,,,Income Statement
Total Operating Expense,,,,81647.0,81144.0,82149.0,90016.0,Income Statement
Total Operating Income,,,,-4242.0,-4086.0,721.0,2024.0,Income Statement
"Inter Expse,Net Non-Operat",,,,-10.0,-8.0,-7.0,-12.0,Income Statement
OtherNon-OperatInc (Expnse),,,,54.0,179.0,158.0,164.0,Income Statement
"Other, Net",,,,54.0,179.0,158.0,164.0,Income Statement
Income Before Tax,,,,-4198.0,-3915.0,872.0,2176.0,Income Statement
Income Tax - Total,,,,-543.0,-2377.0,680.0,1465.0,Income Statement
Income After Tax,,,,-3655.0,-1538.0,192.0,711.0,Income Statement
Minority Interest,,,,6.0,2.0,7.0,12.0,Income Statement
Net Inc Before Extra Items,,,,-3649.0,-1536.0,199.0,723.0,Income Statement
Total Net Income,,,,-3649.0,-1536.0,199.0,723.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,-3649.0,-1536.0,199.0,723.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,-3649.0,-1536.0,199.0,723.0,Income Statement
Basic/Primary Weighted Average Shares,,,,40379.0,40533.0,40628.0,40695.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,-0.09,-0.04,0.0,0.02,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,-0.09,-0.04,0.0,0.02,Income Statement
Diluted Weighted Average Shares,,,,40379.0,40533.0,42695.0,42880.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,-0.09,-0.04,0.0,0.02,Income Statement
Diluted EPS Incl. Extra. Items,,,,-0.09,-0.04,0.0,0.02,Income Statement
Div/Share-ComStockPrimIssue,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,10.0,8.0,7.0,12.0,Income Statement
"Depreciat/Amort, Suppl",,,,1014.0,948.0,1418.0,1567.0,Income Statement
Total Special Items,,,,0.0,2060.0,,,Income Statement
Normalzd Income Before Tax,,,,-4198.0,-1855.0,872.0,2176.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,0.0,721.0,,,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,-543.0,-1656.0,680.0,1465.0,Income Statement
Normalized Income After Tax,,,,-3655.0,-199.0,192.0,711.0,Income Statement
Normalzd Inc Avail to Common,,,,-3649.0,-197.0,199.0,723.0,Income Statement
Basic Normalized EPS,,,,-0.09,0.0,0.0,0.02,Income Statement
Diluted Normalized EPS,,,,-0.09,0.0,0.0,0.02,Income Statement
Date,,,,2021-12-26 00:00:00,2022-03-27 00:00:00,2022-06-26 00:00:00,2022-09-25 00:00:00,Cash Flow
Net Income,,,,2382.0,-1538.0,-1346.0,-635.0,Cash Flow
Depreciation/Depletion,,,,3540.0,948.0,2287.0,3795.0,Cash Flow
Deferred Taxes,,,,-2536.0,-2572.0,-1927.0,-474.0,Cash Flow
Unusual Items,,,,217.0,,,,Cash Flow
Other Non-Cash Items,,,,4508.0,2229.0,4039.0,6646.0,Cash Flow
Non-Cash Items,,,,4725.0,2229.0,4039.0,6646.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,102.0,7.0,68.0,97.0,Cash Flow
"Cash Interest Pd, Suppl",,,,43.0,8.0,15.0,27.0,Cash Flow
Accounts Receivable,,,,-4724.0,1080.0,-4186.0,-6692.0,Cash Flow
Inventories,,,,1733.0,-2363.0,-7784.0,-14138.0,Cash Flow
Prepaid Expenses,,,,426.0,538.0,892.0,-1884.0,Cash Flow
Other Assets,,,,-46.0,-49.0,38.0,20.0,Cash Flow
Accounts Payable,,,,6796.0,-2973.0,2738.0,2970.0,Cash Flow
Accrued Expenses,,,,4029.0,-127.0,2132.0,6912.0,Cash Flow
Changes in Working Capital,,,,8214.0,-4006.0,-6058.0,-12700.0,Cash Flow
Total Cash from Operations,,,,16325.0,-4939.0,-3005.0,-3368.0,Cash Flow
Capital Expenditures,,,,-16711.0,-1686.0,-4417.0,-6898.0,Cash Flow
Sale of Fixed Assets,,,,0.0,50.0,50.0,89.0,Cash Flow
Sale/Maturity of Investment,,,,51645.0,14254.0,28334.0,31145.0,Cash Flow
Purchase of Investments,,,,-52017.0,-13973.0,-29944.0,-33173.0,Cash Flow
Other Investing Cash Flow,,,,0.0,,,-108.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,-372.0,331.0,-1560.0,-2047.0,Cash Flow
Total Cash from Investing,,,,-17083.0,-1355.0,-5977.0,-8945.0,Cash Flow
Financing Cash Flow Items,,,,-152.0,-26.0,-38.0,-38.0,Cash Flow
Sale/Issuance of Common,,,,0.0,,,,Cash Flow
Repurch/Retirement Common,,,,0.0,,,,Cash Flow
"Common Stock, Net",,,,0.0,,,,Cash Flow
Options Exercised,,,,2803.0,254.0,388.0,559.0,Cash Flow
Warrants Converted,,,,0.0,,,,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,2803.0,254.0,388.0,559.0,Cash Flow
Long Term Debt Issued,,,,0.0,,,,Cash Flow
Long Term Debt Reduction,,,,-471.0,-126.0,-252.0,-336.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,-471.0,-126.0,-252.0,-336.0,Cash Flow
Total Cash From Financing,,,,2180.0,102.0,98.0,185.0,Cash Flow
Net Change in Cash,,,,1422.0,-6192.0,-8884.0,-12128.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,29544.0,30966.0,30966.0,30966.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,30966.0,24774.0,22082.0,18838.0,Cash Flow
"Depreciation, Supplemental",,,,3540.0,948.0,2287.0,3795.0,Cash Flow
Free Cash Flow,,,,-386.0,-6625.0,-7422.0,-10266.0,
FCF Growth,,,,,16.16321243523316,0.1203018867924528,0.38318512530315285,
