,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Sale/Issuance of Common,,,0.0,,,,Cash Flow
Repurch/Retirement Common,,,-187.0,,0.0,0.0,Cash Flow
"Common Stock, Net",,,-187.0,,0.0,0.0,Cash Flow
"Preferred Stock, Net",,,-78.0,,,0.0,Cash Flow
Sale/Issue of Common/Prefrd,,,0.0,,,,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,-266.0,,0.0,0.0,Cash Flow
Long Term Debt Issued,,,0.0,394.0,394.0,394.0,Cash Flow
Long Term Debt Reduction,,,-18.0,-4.0,-8.0,-12.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,-18.0,390.0,386.0,382.0,Cash Flow
Total Cash From Financing,,,429.0,309.0,380.0,260.0,Cash Flow
Foreign Exchange Effects,,,-1.0,1.0,0.0,-1.0,Cash Flow
Net Change in Cash,,,244.0,241.0,538.0,398.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,896.0,1140.0,1140.0,1140.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,1140.0,1381.0,1678.0,1538.0,Cash Flow
"Depreciation, Supplemental",,,5.0,1.0,2.0,4.0,Cash Flow
Free Cash Flow,,,-80.0,-67.0,158.0,139.0,
FCF Growth,,,,-0.16249999999999998,-3.3582089552238807,-0.120253164556962,
