,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Basic/Primary EPS Incl. Extra. Items,,,12.7,-6.32,9.75,7.29,Income Statement
Diluted Weighted Average Shares,,,171.0,121.0,150.0,144.0,Income Statement
Diluted EPS Excl. Extra. Items,,,8.37,-6.32,8.27,6.12,Income Statement
Diluted EPS Incl. Extra. Items,,,8.37,-6.32,8.27,6.12,Income Statement
Div/Share-ComStockPrimIssue,,,0.44,0.5,0.0,0.55,Income Statement
Gross Divid - Common Stock,,,52.0,211.0,301.0,283.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,,26.0,33.0,36.0,53.0,Income Statement
"Interest Capitalized, Suppl",,,-4.0,-5.0,-8.0,-9.0,Income Statement
"Depreciat/Amort, Suppl",,,340.0,409.0,451.0,440.0,Income Statement
Total Special Items,,,-3.0,-279.0,-21.0,2.0,Income Statement
Normalzd Income Before Tax,,,1392.0,-1089.0,1293.0,959.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,-1.0,-98.0,-1.0,0.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,-40.0,-144.0,76.0,74.0,Income Statement
Normalized Income After Tax,,,1432.0,-945.0,1217.0,885.0,Income Statement
Normalzd Inc Avail to Common,,,1432.0,-945.0,1217.0,885.0,Income Statement
Basic Normalized EPS,,,12.68,-7.83,9.6,7.3,Income Statement
Diluted Normalized EPS,,,8.36,-7.83,8.14,6.13,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,6328.0,-764.0,473.0,1356.0,Cash Flow
Depreciation/Depletion,,,991.0,409.0,860.0,1300.0,Cash Flow
Deferred Taxes,,,-106.0,0.0,,19.0,Cash Flow
Unusual Items,,,-6346.0,1278.0,728.0,525.0,Cash Flow
Other Non-Cash Items,,,107.0,0.0,25.0,45.0,Cash Flow
Non-Cash Items,,,-6239.0,1278.0,753.0,570.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,-9.0,-5.0,113.0,181.0,Cash Flow
"Cash Interest Pd, Suppl",,,47.0,31.0,69.0,107.0,Cash Flow
Changes in Working Capital,,,814.0,-70.0,-324.0,-170.0,Cash Flow
Total Cash from Operations,,,1788.0,853.0,1762.0,3075.0,Cash Flow
Capital Expenditures,,,-735.0,-344.0,-759.0,-1299.0,Cash Flow
Acquisition of Business,,,-194.0,-2006.0,-2006.0,-1967.0,Cash Flow
Sale of Fixed Assets,,,13.0,403.0,403.0,409.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-181.0,-1603.0,-1603.0,-1558.0,Cash Flow
Total Cash from Investing,,,-916.0,-1947.0,-2362.0,-2857.0,Cash Flow
Financing Cash Flow Items,,,-12.0,0.0,,,Cash Flow
Cash Divids Paid - Common,,,-119.0,-210.0,-508.0,-788.0,Cash Flow
Cash Divs Paid - Preferred,,,0.0,,,,Cash Flow
Total Cash Dividends Paid,,,-119.0,-210.0,-508.0,-788.0,Cash Flow
Sale/Issuance of Common,,,600.0,0.0,,,Cash Flow
Repurch/Retirement Common,,,,-83.0,-558.0,-667.0,Cash Flow
"Common Stock, Net",,,600.0,-83.0,-558.0,-667.0,Cash Flow
Warrants Converted,,,2.0,1.0,3.0,3.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,602.0,-82.0,-555.0,-664.0,Cash Flow
Long Term Debt Issued,,,1030.0,1565.0,4550.0,7255.0,Cash Flow
Long Term Debt Reduction,,,-1738.0,-1065.0,-3775.0,-6805.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,-708.0,500.0,775.0,450.0,Cash Flow
Total Cash From Financing,,,-237.0,208.0,-288.0,-1002.0,Cash Flow
Net Change in Cash,,,635.0,-886.0,-888.0,-784.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,405.0,914.0,914.0,914.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,1040.0,28.0,26.0,130.0,Cash Flow
"Depreciation, Supplemental",,,991.0,409.0,860.0,1300.0,Cash Flow
Free Cash Flow,,,1053.0,509.0,1003.0,1776.0,
FCF Growth,,,,-0.51661918328585,0.9705304518664046,0.7706879361914256,
