,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Total Net Income,,,,,,-2391.0,-16694.0,-14490.0,-16847.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,-2391.0,-16694.0,-14490.0,-16847.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,-2391.0,-16694.0,-14490.0,-16847.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,27375.0,27517.0,27595.0,28226.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,-0.09,-0.61,-0.53,-0.6,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,-0.09,-0.61,-0.53,-0.6,Income Statement
Diluted Weighted Average Shares,,,,,,27375.0,27517.0,27595.0,28226.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,-0.09,-0.61,-0.53,-0.6,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,-0.09,-0.61,-0.53,-0.6,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,538.0,527.0,494.0,656.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,344.0,359.0,417.0,513.0,Income Statement
Normalzd Income Before Tax,,,,,,-2371.0,-16594.0,-14348.0,-16601.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,20.0,100.0,142.0,246.0,Income Statement
Normalized Income After Tax,,,,,,-2391.0,-16694.0,-14490.0,-16847.0,Income Statement
Normalzd Inc Avail to Common,,,,,,-2391.0,-16694.0,-14490.0,-16847.0,Income Statement
Basic Normalized EPS,,,,,,-0.09,-0.61,-0.53,-0.6,Income Statement
Diluted Normalized EPS,,,,,,-0.09,-0.61,-0.53,-0.6,Income Statement
Date,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,-42042.0,-16694.0,-31184.0,-48031.0,Cash Flow
Depreciation/Depletion,,,,,,1218.0,359.0,776.0,1289.0,Cash Flow
Non-Cash Items,,,,,,27560.0,10121.0,23111.0,37432.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,,1888.0,466.0,922.0,2321.0,Cash Flow
Accounts Receivable,,,,,,-9244.0,-382.0,-6207.0,-14395.0,Cash Flow
Inventories,,,,,,-8752.0,-4967.0,-4625.0,2086.0,Cash Flow
Prepaid Expenses,,,,,,-696.0,216.0,-1917.0,-1712.0,Cash Flow
Accounts Payable,,,,,,4779.0,5520.0,3755.0,8601.0,Cash Flow
Accrued Expenses,,,,,,7058.0,-6921.0,-2411.0,7030.0,Cash Flow
Changes in Working Capital,,,,,,-6855.0,-6534.0,-11405.0,1610.0,Cash Flow
Total Cash from Operations,,,,,,-20119.0,-12748.0,-18702.0,-7700.0,Cash Flow
Capital Expenditures,,,,,,-4668.0,-1215.0,-2634.0,-6146.0,Cash Flow
Sale/Maturity of Investment,,,,,,43800.0,,0.0,0.0,Cash Flow
Purchase of Investments,,,,,,-9993.0,-250.0,-10250.0,-10500.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,33807.0,-250.0,-10250.0,-10500.0,Cash Flow
Total Cash from Investing,,,,,,29139.0,-1465.0,-12884.0,-16646.0,Cash Flow
Financing Cash Flow Items,,,,,,0.0,-43.0,-43.0,-43.0,Cash Flow
"Common Stock, Net",,,,,,3472.0,,2134.0,245935.0,Cash Flow
Options Exercised,,,,,,11476.0,3087.0,4635.0,6396.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,14948.0,3087.0,6769.0,252331.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,,,-3063.0,-24500.0,Cash Flow
Total Cash From Financing,,,,,,14948.0,3044.0,3663.0,227788.0,Cash Flow
Foreign Exchange Effects,,,,,,-19.0,-7.0,26.0,-101.0,Cash Flow
Net Change in Cash,,,,,,23949.0,-11176.0,-27897.0,203341.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,190518.0,214467.0,214467.0,214467.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,214467.0,203291.0,186570.0,417808.0,Cash Flow
"Depreciation, Supplemental",,,,,,1218.0,359.0,776.0,1289.0,Cash Flow
Free Cash Flow,,,,,,-24787.0,-13963.0,-21336.0,-13846.0,
FCF Growth,,,,,,,-0.43668051801347485,0.5280383871660819,-0.3510498687664042,
