,2018,2019,2020,2021,2022,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Report
"Other Equity, Total",,,,,,1.0,7.0,8.0,18.0,Balance Sheet
Total Equity,,,,,,417.0,415.0,431.0,456.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,873.0,938.0,1020.0,1096.0,Balance Sheet
Shr Outs.-Com. Primary Iss.,,,,,,41.0,41.0,41.0,41.0,Balance Sheet
Shr Outs.-Com. Stk. Iss. 2,,,,,,11.0,11.0,11.0,11.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,52.0,53.0,53.0,53.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Trsy. Shrs-Comm. Iss. 2,,,,,,3.0,3.0,3.0,3.0,Balance Sheet
Date,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,284964.0,243385.0,380272.0,393053.0,Income Statement
"Cost of Revenue, Total",,,,,,252000.0,230888.0,336022.0,343462.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,24946.0,25000.0,26584.0,31032.0,Income Statement
Unusual Expense (Income),,,,,,-441.0,-1014.0,-333.0,-1885.0,Income Statement
Loss(Gain)/Sale Asts (Oper),,,,,,-441.0,-1014.0,-333.0,-1885.0,Income Statement
Total Operating Expense,,,,,,276505.0,254874.0,362273.0,372609.0,Income Statement
Total Operating Income,,,,,,8459.0,-11489.0,17999.0,20444.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,-1264.0,-859.0,-2054.0,-3524.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,,116.0,43.0,178.0,263.0,Income Statement
"Other, Net",,,,,,116.0,43.0,178.0,263.0,Income Statement
Income Before Tax,,,,,,7311.0,-12305.0,16123.0,17183.0,Income Statement
Income Tax - Total,,,,,,1800.0,-2887.0,3955.0,4047.0,Income Statement
Income After Tax,,,,,,5511.0,-9418.0,12168.0,13136.0,Income Statement
Equity In Affiliates,,,,,,0.0,0.0,0.0,-21.0,Income Statement
Net Inc Before Extra Items,,,,,,5511.0,-9418.0,12168.0,13115.0,Income Statement
Total Net Income,,,,,,5511.0,-9418.0,12168.0,13115.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,5511.0,-9418.0,12168.0,13115.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,5511.0,-9418.0,12168.0,13115.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,51696.0,51793.0,51793.0,51813.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,0.11,-0.18,0.23,0.25,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,0.11,-0.18,0.23,0.25,Income Statement
Diluted Weighted Average Shares,,,,,,51978.0,51793.0,51889.0,52044.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,0.11,-0.18,0.23,0.25,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,0.11,-0.18,0.23,0.25,Income Statement
Div/Share-ComStockPrimIssue,,,,,,0.0,0.0,0.0,,Income Statement
Gross Divid - Common Stock,,,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,1264.0,859.0,2054.0,3524.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,15903.0,17144.0,17600.0,19409.0,Income Statement
Total Special Items,,,,,,-441.0,-1014.0,-333.0,-1885.0,Income Statement
Normalzd Income Before Tax,,,,,,6870.0,-13319.0,15790.0,15298.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,-109.0,-355.0,-82.0,-444.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,1691.0,-3242.0,3873.0,3603.0,Income Statement
Normalized Income After Tax,,,,,,5179.0,-10077.0,11917.0,11695.0,Income Statement
Normalzd Inc Avail to Common,,,,,,5179.0,-10077.0,11917.0,11674.0,Income Statement
Basic Normalized EPS,,,,,,0.1,-0.19,0.23,0.23,Income Statement
Diluted Normalized EPS,,,,,,0.1,-0.19,0.23,0.22,Income Statement
Date,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,5511.0,-3907.0,8261.0,21376.0,Cash Flow
Depreciation/Depletion,,,,,,15903.0,33047.0,50291.0,65730.0,Cash Flow
Deferred Taxes,,,,,,-295.0,-245.0,-193.0,5966.0,Cash Flow
Unusual Items,,,,,,-577.0,-3585.0,-4377.0,-4055.0,Cash Flow
Equity in Net Earnings/Loss,,,,,,0.0,0.0,0.0,21.0,Cash Flow
Other Non-Cash Items,,,,,,1707.0,3543.0,4312.0,7309.0,Cash Flow
Non-Cash Items,,,,,,1130.0,-42.0,-65.0,3275.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,,,1076.0,1372.0,1372.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,,1608.0,3375.0,5727.0,9289.0,Cash Flow
Accounts Receivable,,,,,,1964.0,-5082.0,-81352.0,-103198.0,Cash Flow
Inventories,,,,,,-2529.0,-13665.0,-21726.0,-17513.0,Cash Flow
Prepaid Expenses,,,,,,-3514.0,-8150.0,-2327.0,-4912.0,Cash Flow
Other Assets,,,,,,-569.0,350.0,-2893.0,-955.0,Cash Flow
Accounts Payable,,,,,,-10432.0,-2426.0,30025.0,41319.0,Cash Flow
Accrued Expenses,,,,,,-13816.0,-11957.0,-6946.0,-11559.0,Cash Flow
Changes in Working Capital,,,,,,-22826.0,-25559.0,-68015.0,-79849.0,Cash Flow
Total Cash from Operations,,,,,,-577.0,3294.0,-9721.0,16498.0,Cash Flow
Capital Expenditures,,,,,,-15106.0,-34703.0,-52236.0,-68851.0,Cash Flow
Acquisition of Business,,,,,,-65901.0,-102893.0,-102893.0,-128568.0,Cash Flow
Sale of Fixed Assets,,,,,,733.0,3777.0,4184.0,7525.0,Cash Flow
Sale/Maturity of Investment,,,,,,,,,0.0,Cash Flow
Purchase of Investments,,,,,,,-6358.0,-7662.0,-7432.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,-65168.0,-105474.0,-106371.0,-128475.0,Cash Flow
Total Cash from Investing,,,,,,-80274.0,-140177.0,-158607.0,-197326.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,-39.0,-39.0,-39.0,-39.0,Cash Flow
Long Term Debt Issued,,,,,,70000.0,116000.0,142300.0,167300.0,Cash Flow
Long Term Debt Reduction,,,,,,-2500.0,-5000.0,-5000.0,-8125.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,67500.0,111000.0,137300.0,159175.0,Cash Flow
Total Cash From Financing,,,,,,67461.0,110961.0,137261.0,159136.0,Cash Flow
Net Change in Cash,,,,,,-13390.0,-25922.0,-31067.0,-21692.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,57251.0,57251.0,57251.0,57251.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,43861.0,31329.0,26184.0,35559.0,Cash Flow
"Depreciation, Supplemental",,,,,,15903.0,33047.0,50291.0,65730.0,Cash Flow
Free Cash Flow,,,,,,-15683.0,-31409.0,-61957.0,-52353.0,
FCF Growth,,,,,,,1.0027418223554165,0.9725874749275685,-0.1550107332504802,
