,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
"Investment, Net",,,,-112079.0,-143589.0,-164093.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-18326.0,-112079.0,-256620.0,-243932.0,Cash Flow
Total Cash from Investing,,,-22023.0,-113621.0,-259576.0,-247674.0,Cash Flow
Financing Cash Flow Items,,,-9489.0,0.0,-851.0,-1369.0,Cash Flow
Sale/Issuance of Common,,,192810.0,,,0.0,Cash Flow
Repurch/Retirement Common,,,-3497.0,0.0,0.0,0.0,Cash Flow
"Common Stock, Net",,,189313.0,0.0,0.0,0.0,Cash Flow
"Preferred Stock, Net",,,0.0,,,,Cash Flow
Options Exercised,,,12117.0,936.0,3123.0,3950.0,Cash Flow
Warrants Converted,,,645.0,,,0.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,202075.0,936.0,3123.0,3950.0,Cash Flow
Short Term Debt Issued,,,0.0,,,,Cash Flow
Short Term Debt Reduction,,,0.0,,,,Cash Flow
"Short Term Debt, Net",,,0.0,,,,Cash Flow
Long Term Debt Issued,,,,,85000.0,85000.0,Cash Flow
Long Term Debt Reduction,,,-313.0,-313.0,-24688.0,-24688.0,Cash Flow
"Long Term Debt, Net",,,-313.0,-313.0,60312.0,60312.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,-313.0,-313.0,60312.0,60312.0,Cash Flow
Total Cash From Financing,,,192273.0,623.0,62584.0,62893.0,Cash Flow
Net Change in Cash,,,141291.0,-121289.0,-216361.0,-208826.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,171663.0,312954.0,312954.0,312954.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,312954.0,191665.0,96593.0,104128.0,Cash Flow
"Depreciation, Supplemental",,,3443.0,1018.0,2962.0,5512.0,Cash Flow
Free Cash Flow,,,-32656.0,-9833.0,-22325.0,-27787.0,
FCF Growth,,,,-0.698891474767271,1.2704159463032645,0.24465845464725633,
