,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Income Before Tax,,,,,,33.0,48.0,24.0,23.0,Income Statement
Income Tax - Total,,,,,,10.0,6.0,9.0,6.0,Income Statement
Income After Tax,,,,,,23.0,42.0,15.0,17.0,Income Statement
Minority Interest,,,,,,-1.0,0.0,-1.0,-1.0,Income Statement
Net Inc Before Extra Items,,,,,,23.0,42.0,14.0,16.0,Income Statement
Total Net Income,,,,,,23.0,42.0,14.0,16.0,Income Statement
Total Adjust to Net Income,,,,,,-2.0,-4.0,-1.0,-1.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,21.0,38.0,13.0,15.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,21.0,38.0,13.0,15.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,133.0,134.0,134.0,134.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,0.16,0.29,0.1,0.11,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,0.16,0.29,0.1,0.11,Income Statement
Dilution Adjustment,,,,,,32.0,,,0.0,Income Statement
Diluted Weighted Average Shares,,,,,,333.0,138.0,137.0,138.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,0.16,0.28,0.09,0.11,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,0.16,0.28,0.09,0.11,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,26.0,25.0,26.0,29.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,65.0,67.0,69.0,82.0,Income Statement
Total Special Items,,,,,,-2.0,9.0,8.0,9.0,Income Statement
Normalzd Income Before Tax,,,,,,32.0,57.0,32.0,31.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,0.0,1.0,3.0,2.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,10.0,7.0,12.0,8.0,Income Statement
Normalized Income After Tax,,,,,,22.0,51.0,20.0,24.0,Income Statement
Normalzd Inc Avail to Common,,,,,,20.0,47.0,18.0,21.0,Income Statement
Basic Normalized EPS,,,,,,0.15,0.35,0.13,0.16,Income Statement
Diluted Normalized EPS,,,,,,0.16,0.34,0.13,0.15,Income Statement
Date,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,158.0,42.0,57.0,75.0,Cash Flow
Depreciation/Depletion,,,,,,258.0,77.0,157.0,249.0,Cash Flow
Deferred Taxes,,,,,,22.0,4.0,12.0,18.0,Cash Flow
Unusual Items,,,,,,-66.0,-27.0,-19.0,-17.0,Cash Flow
Other Non-Cash Items,,,,,,57.0,6.0,10.0,16.0,Cash Flow
Non-Cash Items,,,,,,-10.0,-21.0,-8.0,-1.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,,15.0,0.0,10.0,10.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,,74.0,44.0,51.0,97.0,Cash Flow
Accounts Receivable,,,,,,-30.0,-9.0,7.0,2.0,Cash Flow
Inventories,,,,,,-15.0,21.0,19.0,-4.0,Cash Flow
Prepaid Expenses,,,,,,3.0,12.0,10.0,4.0,Cash Flow
Other Assets,,,,,,,7.0,10.0,17.0,Cash Flow
Accrued Expenses,,,,,,-28.0,-7.0,-9.0,-17.0,Cash Flow
Changes in Working Capital,,,,,,-153.0,-36.0,-48.0,-64.0,Cash Flow
Total Cash from Operations,,,,,,276.0,66.0,170.0,277.0,Cash Flow
Capital Expenditures,,,,,,-203.0,-77.0,-154.0,-249.0,Cash Flow
Acquisition of Business,,,,,,-1620.0,-3.0,-15.0,-16.0,Cash Flow
Sale/Maturity of Investment,,,,,,0.0,,,,Cash Flow
Purchase of Investments,,,,,,-1.0,,0.0,-1.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,-1621.0,-3.0,-16.0,-17.0,Cash Flow
Total Cash from Investing,,,,,,-1825.0,-80.0,-170.0,-265.0,Cash Flow
Financing Cash Flow Items,,,,,,-72.0,-4.0,-6.0,-9.0,Cash Flow
Sale/Issuance of Common,,,,,,279.0,0.0,0.0,0.0,Cash Flow
Repurch/Retirement Common,,,,,,,,-3.0,-14.0,Cash Flow
"Common Stock, Net",,,,,,279.0,0.0,-3.0,-14.0,Cash Flow
Options Exercised,,,,,,12.0,1.0,1.0,1.0,Cash Flow
Warrants Converted,,,,,,0.0,,,,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,291.0,1.0,-3.0,-13.0,Cash Flow
Long Term Debt Issued,,,,,,2265.0,0.0,0.0,0.0,Cash Flow
Long Term Debt Reduction,,,,,,-886.0,-13.0,-23.0,-29.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,1379.0,-13.0,-23.0,-29.0,Cash Flow
Total Cash From Financing,,,,,,1599.0,-17.0,-31.0,-50.0,Cash Flow
Net Change in Cash,,,,,,50.0,-30.0,-31.0,-39.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,100.0,150.0,150.0,150.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,150.0,119.0,119.0,111.0,Cash Flow
"Depreciation, Supplemental",,,,,,258.0,77.0,157.0,249.0,Cash Flow
Free Cash Flow,,,,,,73.0,-11.0,16.0,28.0,
FCF Growth,,,,,,,-1.1506849315068493,-2.4545454545454546,0.75,
