,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
OtherNon-OperatInc (Expnse),,,-2432.0,4220.0,3837.0,3963.0,Income Statement
"Other, Net",,,-2432.0,4220.0,3837.0,3963.0,Income Statement
Income Before Tax,,,-57976.0,-2001.0,-23716.0,-12820.0,Income Statement
Income Tax - Total,,,8356.0,1185.0,6790.0,2782.0,Income Statement
Income After Tax,,,-66332.0,-3186.0,-30506.0,-15602.0,Income Statement
Net Inc Before Extra Items,,,-66332.0,-3186.0,-30506.0,-15602.0,Income Statement
Total Net Income,,,-66332.0,-3186.0,-30506.0,-15602.0,Income Statement
Income Available to Common Excl. Extra. Items,,,-66332.0,-3186.0,-30506.0,-15602.0,Income Statement
Income Available to Common Incl. Extra. Items,,,-66332.0,-3186.0,-30506.0,-15602.0,Income Statement
Basic/Primary Weighted Average Shares,,,180576.0,278772.0,280417.0,281859.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,-0.37,-0.01,-0.11,-0.06,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,-0.37,-0.01,-0.11,-0.06,Income Statement
Diluted Weighted Average Shares,,,180576.0,278772.0,280417.0,281859.0,Income Statement
Diluted EPS Excl. Extra. Items,,,-0.37,-0.01,-0.11,-0.06,Income Statement
Diluted EPS Incl. Extra. Items,,,-0.37,-0.01,-0.11,-0.06,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,24.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,,23833.0,12825.0,16560.0,22185.0,Income Statement
"Depreciat/Amort, Suppl",,,6200.0,5727.0,5643.0,5092.0,Income Statement
Total Special Items,,,30882.0,0.0,,,Income Statement
Normalzd Income Before Tax,,,-27094.0,-2001.0,-23716.0,-12820.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,10809.0,0.0,,,Income Statement
IncTxsExcl ImpctofSpec Itms,,,19165.0,1185.0,6790.0,2782.0,Income Statement
Normalized Income After Tax,,,-46259.0,-3186.0,-30506.0,-15602.0,Income Statement
Normalzd Inc Avail to Common,,,-46259.0,-3186.0,-30506.0,-15602.0,Income Statement
Basic Normalized EPS,,,-0.26,-0.01,-0.11,-0.06,Income Statement
Diluted Normalized EPS,,,-0.26,-0.01,-0.11,-0.06,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,-99929.0,-3186.0,-33692.0,-49294.0,Cash Flow
Depreciation/Depletion,,,24942.0,5727.0,11370.0,16461.0,Cash Flow
Amortization,,,245895.0,47798.0,95193.0,142127.0,Cash Flow
Deferred Taxes,,,-18929.0,-6145.0,-57347.0,-84786.0,Cash Flow
Unusual Items,,,1171.0,,0.0,0.0,Cash Flow
Equity in Net Earnings/Loss,,,-110.0,0.0,0.0,0.0,Cash Flow
Other Non-Cash Items,,,65836.0,34771.0,74387.0,113284.0,Cash Flow
Non-Cash Items,,,66897.0,34771.0,74387.0,113284.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,65260.0,25311.0,50459.0,72951.0,Cash Flow
"Cash Interest Pd, Suppl",,,103243.0,13678.0,30481.0,54234.0,Cash Flow
Accounts Receivable,,,-26350.0,177717.0,140154.0,174716.0,Cash Flow
Prepaid Expenses,,,-64177.0,-4485.0,3691.0,10341.0,Cash Flow
Payable/Accrued,,,36799.0,-126339.0,-110050.0,-112792.0,Cash Flow
Changes in Working Capital,,,9807.0,-8810.0,-3823.0,1555.0,Cash Flow
Total Cash from Operations,,,228683.0,70155.0,86088.0,139347.0,Cash Flow
Capital Expenditures,,,-10817.0,-644.0,-1000.0,-1573.0,Cash Flow
Acquisition of Business,,,0.0,,,,Cash Flow
Sale/Maturity of Investment,,,68761.0,24114.0,47301.0,67588.0,Cash Flow
Purchase of Investments,,,-90357.0,-17226.0,-48668.0,-181245.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-21596.0,6888.0,-1367.0,-113657.0,Cash Flow
Total Cash from Investing,,,-32413.0,6244.0,-2367.0,-115230.0,Cash Flow
Financing Cash Flow Items,,,-58053.0,-5091.0,-9219.0,-6936.0,Cash Flow
Total Cash Dividends Paid,,,,-24.0,-24.0,-24.0,Cash Flow
Sale/Issuance of Common,,,913278.0,4706.0,12474.0,17537.0,Cash Flow
Repurch/Retirement Common,,,-9318.0,0.0,0.0,0.0,Cash Flow
"Common Stock, Net",,,903960.0,4706.0,12474.0,17537.0,Cash Flow
Options Exercised,,,,13644.0,13644.0,32790.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,903960.0,18350.0,26118.0,50327.0,Cash Flow
Long Term Debt Issued,,,441318.0,,,,Cash Flow
Long Term Debt Reduction,,,-1373592.0,0.0,-4688.0,-9376.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,-932274.0,0.0,-4688.0,-9376.0,Cash Flow
Total Cash From Financing,,,-86367.0,13235.0,12187.0,33991.0,Cash Flow
Foreign Exchange Effects,,,-28.0,-2429.0,-10803.0,-16341.0,Cash Flow
Net Change in Cash,,,109875.0,87205.0,85105.0,41767.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,348221.0,458096.0,458096.0,458096.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,458096.0,545301.0,543201.0,499863.0,Cash Flow
"Depreciation, Supplemental",,,24942.0,5727.0,11370.0,16461.0,Cash Flow
Free Cash Flow,,,217866.0,69511.0,85088.0,137774.0,
FCF Growth,,,,-0.6809460861263346,0.22409402828329328,0.6191942459571267,
