,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Total Long Term Debt,,,24.0,21.0,20.0,18.0,Balance Sheet
Total Debt,,,53.0,48.0,39.0,35.0,Balance Sheet
Deferred Income Tax,,,2.0,2.0,2.0,1.0,Balance Sheet
Minority Interest,,,0.0,0.0,0.0,0.0,Balance Sheet
Reserves,,,4.0,4.0,4.0,5.0,Balance Sheet
Pension Benefits - Underfunded,,,2.0,2.0,2.0,2.0,Balance Sheet
Other LT Liabilities,,,,,,4.0,Balance Sheet
"Other Liabilities, Total",,,6.0,6.0,6.0,11.0,Balance Sheet
Total Liabilities,,,118.0,116.0,116.0,122.0,Balance Sheet
Common Stock,,,0.0,0.0,0.0,0.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,464.0,491.0,516.0,547.0,Balance Sheet
Total Equity,,,464.0,491.0,516.0,547.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,582.0,607.0,632.0,670.0,Balance Sheet
Shr Outs.-Com. Stk. Iss. 2,,,22.0,22.0,22.0,22.0,Balance Sheet
Shr Outs.-Com. Stk. Iss. 3,,,124.0,124.0,124.0,124.0,Balance Sheet
Ttl Comm. Shares Outs.,,,146.0,146.0,146.0,146.0,Balance Sheet
Trsy. Shrs-Comm. Iss. 2,,,0.0,0.0,0.0,0.0,Balance Sheet
Trsy. Shrs-Comm. Iss. 3,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,154763.0,152423.0,162256.0,172770.0,Income Statement
Selling/Gen/Admin Expense,,,5061.0,5085.0,5613.0,6114.0,Income Statement
Labor & Related Expense,,,101014.0,106659.0,108901.0,116777.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,106075.0,111744.0,114514.0,122891.0,Income Statement
Depreciation/Amortization,,,9605.0,9556.0,9296.0,10207.0,Income Statement
"Interest Income, Operating",,,-251.0,-267.0,-422.0,-1233.0,Income Statement
"Invest Income, Operating",,,1941.0,469.0,415.0,368.0,Income Statement
"Inter/Invest Inc, Operating",,,1690.0,202.0,-7.0,-865.0,Income Statement
Other Operating Expense,,,2548.0,2554.0,2018.0,8390.0,Income Statement
"Other, Net",,,-2551.0,-1592.0,-909.0,-9575.0,Income Statement
"Other Operat Expse, Total",,,-3.0,962.0,1109.0,-1185.0,Income Statement
Total Operating Expense,,,117367.0,122464.0,124912.0,131048.0,Income Statement
Total Operating Income,,,37396.0,29959.0,37344.0,41722.0,Income Statement
Income Before Tax,,,37396.0,29959.0,37344.0,41722.0,Income Statement
Income Tax - Total,,,8550.0,7754.0,10544.0,10799.0,Income Statement
Income After Tax,,,28846.0,22205.0,26800.0,30923.0,Income Statement
Minority Interest,,,0.0,,-1.0,-1.0,Income Statement
Net Inc Before Extra Items,,,28846.0,22205.0,26799.0,30922.0,Income Statement
Total Net Income,,,28846.0,22205.0,26799.0,30922.0,Income Statement
Income Available to Common Excl. Extra. Items,,,28846.0,22205.0,26799.0,30922.0,Income Statement
Income Available to Common Incl. Extra. Items,,,28846.0,22205.0,26799.0,30922.0,Income Statement
Basic/Primary Weighted Average Shares,,,145763.0,145745.0,145596.0,144936.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,0.2,0.15,0.18,0.21,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,0.2,0.15,0.18,0.21,Income Statement
Diluted Weighted Average Shares,,,145763.0,145880.0,145596.0,144936.0,Income Statement
Diluted EPS Excl. Extra. Items,,,0.2,0.15,0.18,0.21,Income Statement
Diluted EPS Incl. Extra. Items,,,0.2,0.15,0.18,0.21,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Depreciat/Amort, Suppl",,,9605.0,9556.0,9296.0,10207.0,Income Statement
Total Special Items,,,0.0,,,,Income Statement
Normalzd Income Before Tax,,,37396.0,29959.0,37344.0,41722.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,0.0,,,,Income Statement
IncTxsExcl ImpctofSpec Itms,,,8550.0,7754.0,10544.0,10799.0,Income Statement
Normalized Income After Tax,,,28846.0,22205.0,26800.0,30923.0,Income Statement
Normalzd Inc Avail to Common,,,28846.0,22205.0,26799.0,30922.0,Income Statement
Basic Normalized EPS,,,0.2,0.15,0.18,0.21,Income Statement
Diluted Normalized EPS,,,0.2,0.15,0.18,0.21,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,132079.0,29959.0,67303.0,109025.0,Cash Flow
Depreciation/Depletion,,,39853.0,9556.0,18852.0,29059.0,Cash Flow
Unusual Items,,,182.0,-1.0,-2.0,-1.0,Cash Flow
Equity in Net Earnings/Loss,,,-101.0,-18.0,-74.0,-135.0,Cash Flow
Other Non-Cash Items,,,14100.0,8377.0,12151.0,16419.0,Cash Flow
Non-Cash Items,,,14181.0,8358.0,12075.0,16283.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,25699.0,3494.0,12778.0,27617.0,Cash Flow
"Cash Interest Pd, Suppl",,,6847.0,93.0,188.0,212.0,Cash Flow
Accounts Receivable,,,-61675.0,6103.0,10405.0,-17863.0,Cash Flow
Accounts Payable,,,4542.0,-519.0,9391.0,19427.0,Cash Flow
Changes in Working Capital,,,-82288.0,2357.0,7707.0,-24131.0,Cash Flow
Total Cash from Operations,,,103825.0,50230.0,105937.0,130236.0,Cash Flow
Capital Expenditures,,,-20648.0,-1949.0,-6965.0,-19501.0,Cash Flow
Sale of Business,,,0.0,,,,Cash Flow
Sale of Fixed Assets,,,126.0,1.0,2.0,50.0,Cash Flow
Other Investing Cash Flow,,,-23617.0,1.0,1732.0,1735.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-23491.0,2.0,1734.0,1785.0,Cash Flow
Total Cash from Investing,,,-44139.0,-1947.0,-5231.0,-17716.0,Cash Flow
Financing Cash Flow Items,,,-259224.0,-93.0,-188.0,-253.0,Cash Flow
Sale/Issuance of Common,,,502406.0,,0.0,,Cash Flow
Repurch/Retirement Common,,,,-1806.0,-9366.0,-13590.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,502406.0,-1806.0,-9366.0,-13590.0,Cash Flow
Long Term Debt Issued,,,252658.0,0.0,0.0,,Cash Flow
Long Term Debt Reduction,,,-296196.0,-7158.0,-22089.0,-30660.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,-43538.0,-7158.0,-22089.0,-30660.0,Cash Flow
Total Cash From Financing,,,199644.0,-9057.0,-31643.0,-44503.0,Cash Flow
Foreign Exchange Effects,,,-5990.0,-734.0,2385.0,5277.0,Cash Flow
Net Change in Cash,,,253340.0,38492.0,71448.0,73294.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,59807.0,313147.0,313147.0,313147.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,313147.0,351639.0,384595.0,386441.0,Cash Flow
"Depreciation, Supplemental",,,39853.0,9556.0,18852.0,29059.0,Cash Flow
Free Cash Flow,,,83177.0,48281.0,98972.0,110735.0,
FCF Growth,,,,-0.4195390552676822,1.049916116070504,0.11885179646768784,
