,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Depreciation/Depletion,,,,,,73600.0,18800.0,36600.0,52800.0,Cash Flow
Deferred Taxes,,,,,,-12800.0,-1400.0,-4400.0,-8200.0,Cash Flow
Unusual Items,,,,,,1000.0,-200.0,-200.0,-3600.0,Cash Flow
Other Non-Cash Items,,,,,,18900.0,9000.0,12200.0,18100.0,Cash Flow
Non-Cash Items,,,,,,19900.0,8800.0,12000.0,14500.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,,,700.0,1800.0,2100.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,,,5100.0,10300.0,15200.0,Cash Flow
Accounts Receivable,,,,,,-6900.0,-4800.0,-2400.0,-200.0,Cash Flow
Inventories,,,,,,-17200.0,-7600.0,-10300.0,-1500.0,Cash Flow
Prepaid Expenses,,,,,,-500.0,-1200.0,-4400.0,-3300.0,Cash Flow
Accounts Payable,,,,,,5700.0,2900.0,-1100.0,-4200.0,Cash Flow
Changes in Working Capital,,,,,,-23600.0,-21500.0,-35100.0,-34500.0,Cash Flow
Total Cash from Operations,,,,,,54300.0,-9400.0,-16300.0,-9500.0,Cash Flow
Purchase of Fixed Assets,,,,,,-54500.0,-9800.0,-22800.0,-34000.0,Cash Flow
Purchase/Acq of Intangibles,,,,,,-1200.0,-900.0,-1000.0,-1000.0,Cash Flow
Capital Expenditures,,,,,,-55700.0,-10700.0,-23800.0,-35000.0,Cash Flow
Acquisition of Business,,,,,,-14100.0,,,,Cash Flow
Sale of Business,,,,,,0.0,,,,Cash Flow
"Investment, Net",,,,,,,,,10000.0,Cash Flow
Other Investing Cash Flow,,,,,,,,,-2100.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,-14100.0,,,7900.0,Cash Flow
Total Cash from Investing,,,,,,-69800.0,-10700.0,-23800.0,-27100.0,Cash Flow
Financing Cash Flow Items,,,,,,-8800.0,-2500.0,-2500.0,-2500.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,104000.0,,0.0,0.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,-23200.0,-600.0,-1200.0,-1800.0,Cash Flow
Total Cash From Financing,,,,,,72000.0,-3100.0,-3700.0,-4300.0,Cash Flow
Foreign Exchange Effects,,,,,,-1100.0,-200.0,-900.0,-1700.0,Cash Flow
Net Change in Cash,,,,,,55400.0,-23400.0,-44700.0,-42600.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,48500.0,103900.0,103900.0,103900.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,103900.0,80500.0,59200.0,61300.0,Cash Flow
"Depreciation, Supplemental",,,,,,73600.0,18800.0,36600.0,52800.0,Cash Flow
Free Cash Flow,,,,,,-1400.0,-20100.0,-40100.0,-44500.0,
FCF Growth,,,,,,,13.357142857142858,0.9950248756218905,0.10972568578553621,
