,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Div/Share-ComStockPrimIssue,,,,,,0.05,0.05,0.05,0.05,Income Statement
Gross Divid - Common Stock,,,,,,4189.0,4189.0,4415.0,4364.0,Income Statement
Pro Forma Net Income,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,8225.0,9103.0,10727.0,11648.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,11730.0,12721.0,13043.0,12381.0,Income Statement
Total Special Items,,,,,,18901.0,32833.0,9425.0,11023.0,Income Statement
Normalzd Income Before Tax,,,,,,8554.0,3707.0,9105.0,10913.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,6615.0,11492.0,3299.0,3858.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,12450.0,14264.0,434.0,2263.0,Income Statement
Normalized Income After Tax,,,,,,-3896.0,-10557.0,8671.0,8650.0,Income Statement
Normalzd Inc Avail to Common,,,,,,4539.0,3771.0,9305.0,6277.0,Income Statement
Basic Normalized EPS,,,,,,0.06,0.05,0.12,0.08,Income Statement
Diluted Normalized EPS,,,,,,0.06,0.05,0.11,0.08,Income Statement
Date,,,,,,2022-01-02 00:00:00,2022-04-03 00:00:00,2022-07-03 00:00:00,2022-10-02 00:00:00,Cash Flow
Net Income,,,,,,7998.0,-31898.0,-29353.0,-27868.0,Cash Flow
Depreciation/Depletion,,,,,,80725.0,22121.0,44564.0,66345.0,Cash Flow
Deferred Taxes,,,,,,4828.0,1912.0,-977.0,-1315.0,Cash Flow
Unusual Items,,,,,,-38539.0,1008.0,-6127.0,-273.0,Cash Flow
Other Non-Cash Items,,,,,,16880.0,1720.0,6482.0,8626.0,Cash Flow
Non-Cash Items,,,,,,-21659.0,2728.0,355.0,8353.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,,3700.0,107.0,2475.0,833.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,,31600.0,9627.0,18515.0,29682.0,Cash Flow
Accounts Receivable,,,,,,-4528.0,-17044.0,-20673.0,-12628.0,Cash Flow
Inventories,,,,,,-10595.0,-14261.0,-20029.0,-27866.0,Cash Flow
Prepaid Expenses,,,,,,-2931.0,-26.0,-5415.0,-18308.0,Cash Flow
Payable/Accrued,,,,,,-5451.0,464.0,5260.0,21358.0,Cash Flow
Changes in Working Capital,,,,,,-23505.0,-30867.0,-40857.0,-37444.0,Cash Flow
Total Cash from Operations,,,,,,48387.0,-36004.0,-26268.0,8071.0,Cash Flow
Purchase of Fixed Assets,,,,,,-31739.0,-8137.0,-60278.0,-68708.0,Cash Flow
Purchase/Acq of Intangibles,,,,,,-1757.0,0.0,,0.0,Cash Flow
Capital Expenditures,,,,,,-33496.0,-8137.0,-60278.0,-68708.0,Cash Flow
Acquisition of Business,,,,,,-117585.0,-75.0,-75.0,-75.0,Cash Flow
Sale of Fixed Assets,,,,,,17219.0,5742.0,14934.0,20919.0,Cash Flow
Other Investing Cash Flow,,,,,,-2236.0,2221.0,-1832.0,-5076.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,-102602.0,7888.0,13027.0,15768.0,Cash Flow
Total Cash from Investing,,,,,,-136098.0,-249.0,-47251.0,-52940.0,Cash Flow
Financing Cash Flow Items,,,,,,-28197.0,0.0,-6675.0,-7881.0,Cash Flow
Total Cash Dividends Paid,,,,,,-11908.0,-4189.0,-8433.0,-12793.0,Cash Flow
"Common Stock, Net",,,,,,,,28000.0,28000.0,Cash Flow
Options Exercised,,,,,,,-6217.0,-6217.0,-6217.0,Cash Flow
Warrants Converted,,,,,,57232.0,0.0,,0.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,57232.0,-6217.0,21783.0,21783.0,Cash Flow
Long Term Debt Issued,,,,,,861139.0,8726.0,28873.0,33969.0,Cash Flow
Long Term Debt Reduction,,,,,,-795488.0,-9066.0,-13618.0,-20692.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,65651.0,19660.0,45079.0,53667.0,Cash Flow
Total Cash From Financing,,,,,,82778.0,9254.0,51754.0,54776.0,Cash Flow
Net Change in Cash,,,,,,-4933.0,-26999.0,-21765.0,9907.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,46831.0,41898.0,41898.0,41898.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,41898.0,14899.0,20133.0,51805.0,Cash Flow
"Depreciation, Supplemental",,,,,,80725.0,22121.0,44564.0,66345.0,Cash Flow
Free Cash Flow,,,,,,14891.0,-44141.0,-86546.0,-60637.0,
FCF Growth,,,,,,,-3.9642737223826474,0.9606714845608391,-0.2993668107133779,
