,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Short Term Debt Issued,,,0.0,,,,Cash Flow
Short Term Debt Reduction,,,0.0,,,,Cash Flow
"Short Term Debt, Net",,,0.0,,,,Cash Flow
"Long Term Debt, Net",,,-113156.0,-1616.0,-3232.0,-4849.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,-113156.0,-1616.0,-3232.0,-4849.0,Cash Flow
Total Cash From Financing,,,-1087.0,-1771.0,-2858.0,-3009.0,Cash Flow
Foreign Exchange Effects,,,-777.0,-92.0,-1735.0,-3725.0,Cash Flow
Net Change in Cash,,,-18635.0,-3651.0,17813.0,51192.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,66633.0,47998.0,47998.0,47998.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,47998.0,44347.0,65811.0,99190.0,Cash Flow
"Depreciation, Supplemental",,,82064.0,20156.0,40028.0,56598.0,Cash Flow
Free Cash Flow,,,49511.0,-1792.0,22397.0,57901.0,
FCF Growth,,,,-1.036193977095999,-13.498325892857142,1.5852123052194491,
