,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Options Exercised,,,0.0,0.0,0.0,1.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,130.0,0.0,0.0,1.0,Cash Flow
Long Term Debt Issued,,,6.0,0.0,,0.0,Cash Flow
Long Term Debt Reduction,,,-4.0,0.0,0.0,0.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,2.0,0.0,0.0,0.0,Cash Flow
Total Cash From Financing,,,623.0,0.0,0.0,1.0,Cash Flow
Net Change in Cash,,,508.0,-63.0,-212.0,-416.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,5.0,513.0,513.0,513.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,513.0,450.0,302.0,98.0,Cash Flow
"Depreciation, Supplemental",,,2.0,1.0,2.0,3.0,Cash Flow
Free Cash Flow,,,-38.0,-25.0,-54.0,-78.0,
FCF Growth,,,,-0.3421052631578947,1.1600000000000001,0.4444444444444444,
