,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,-126247.0,-16576.0,-44130.0,-74299.0,Cash Flow
Depreciation/Depletion,,,12817.0,5404.0,10942.0,16504.0,Cash Flow
Unusual Items,,,11742.0,,,0.0,Cash Flow
Other Non-Cash Items,,,-3311.0,-18969.0,-14211.0,-10388.0,Cash Flow
Non-Cash Items,,,8431.0,-18969.0,-14211.0,-10388.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,53.0,0.0,1.0,1.0,Cash Flow
"Cash Interest Pd, Suppl",,,6591.0,2473.0,5900.0,9864.0,Cash Flow
Accounts Receivable,,,-7038.0,-3245.0,-5469.0,-7208.0,Cash Flow
Inventories,,,-11690.0,-5054.0,9117.0,6441.0,Cash Flow
Prepaid Expenses,,,-13149.0,-540.0,5293.0,8052.0,Cash Flow
Accounts Payable,,,11293.0,-7540.0,-12722.0,-6093.0,Cash Flow
Accrued Expenses,,,7539.0,-6672.0,-7552.0,2604.0,Cash Flow
Changes in Working Capital,,,-12751.0,-23051.0,-11333.0,3796.0,Cash Flow
Total Cash from Operations,,,-117750.0,-53192.0,-58732.0,-64387.0,Cash Flow
Capital Expenditures,,,-31490.0,-3360.0,-5637.0,-11835.0,Cash Flow
Acquisition of Business,,,-116287.0,-1034.0,-1034.0,-1044.0,Cash Flow
Sale of Fixed Assets,,,0.0,,,,Cash Flow
Sale/Maturity of Investment,,,642111.0,77771.0,179766.0,279731.0,Cash Flow
Purchase of Investments,,,-648923.0,-84991.0,-248637.0,-350333.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-123099.0,-8254.0,-69905.0,-71646.0,Cash Flow
Total Cash from Investing,,,-154589.0,-11614.0,-75542.0,-83481.0,Cash Flow
Financing Cash Flow Items,,,285378.0,84967.0,81234.0,80825.0,Cash Flow
Sale/Issuance of Preferred,,,0.0,,,,Cash Flow
Repurch/Retirement Preferd,,,0.0,,,,Cash Flow
"Preferred Stock, Net",,,0.0,,,,Cash Flow
Options Exercised,,,681.0,636.0,1351.0,1950.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,681.0,636.0,1351.0,1950.0,Cash Flow
Short Term Debt Issued,,,20954.0,5726.0,12491.0,18970.0,Cash Flow
Short Term Debt Reduction,,,-20907.0,-3916.0,-11783.0,-19017.0,Cash Flow
"Short Term Debt, Net",,,47.0,1810.0,708.0,-47.0,Cash Flow
Long Term Debt Issued,,,103634.0,4078.0,24040.0,24040.0,Cash Flow
Long Term Debt Reduction,,,-48185.0,-1606.0,-5205.0,-7839.0,Cash Flow
"Long Term Debt, Net",,,55449.0,2472.0,18835.0,16201.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,55496.0,4282.0,19543.0,16154.0,Cash Flow
Total Cash From Financing,,,341555.0,89885.0,102128.0,98929.0,Cash Flow
Foreign Exchange Effects,,,4.0,-65.0,-45.0,-46.0,Cash Flow
Net Change in Cash,,,69220.0,25014.0,-32191.0,-48985.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,9743.0,78963.0,78963.0,78963.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,78963.0,103977.0,46772.0,29978.0,Cash Flow
"Depreciation, Supplemental",,,12817.0,5404.0,10942.0,16504.0,Cash Flow
Free Cash Flow,,,-149240.0,-56552.0,-64369.0,-76222.0,
FCF Growth,,,,-0.6210667381399089,0.13822676474748907,0.1841414345414718,
