,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Purchase/Acq of Intangibles,,,,-4257.0,,,,Cash Flow
Capital Expenditures,,,,-4923.0,-589.0,-846.0,-1038.0,Cash Flow
Sale/Maturity of Investment,,,,,,20000.0,70500.0,Cash Flow
Purchase of Investments,,,,,-183332.0,-279207.0,-315820.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,-183332.0,-259207.0,-245320.0,Cash Flow
Total Cash from Investing,,,,-4923.0,-183921.0,-260053.0,-246358.0,Cash Flow
"Common Stock, Net",,,,202.0,,302.0,302.0,Cash Flow
Options Exercised,,,,2551.0,185.0,340.0,345.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,2753.0,185.0,642.0,647.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,-281.0,-105.0,-140.0,-281.0,Cash Flow
Total Cash From Financing,,,,2472.0,80.0,502.0,366.0,Cash Flow
Net Change in Cash,,,,-70552.0,-204515.0,-297223.0,-314547.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,434219.0,363667.0,363667.0,363667.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,363667.0,159152.0,66444.0,49120.0,Cash Flow
"Depreciation, Supplemental",,,,51.0,58.0,142.0,237.0,Cash Flow
Free Cash Flow,,,,-73024.0,-21263.0,-38518.0,-69593.0,
FCF Growth,,,,,-0.7088217572304996,0.8115035507689414,0.8067656679993769,
