,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Shr Outs.-Com. Stk. Iss. 2,,,51151.0,51795.0,46070.0,44608.0,Balance Sheet
Ttl Comm. Shares Outs.,,,109876.0,111507.0,112294.0,113105.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,0.0,0.0,0.0,0.0,Balance Sheet
Trsy. Shrs-Comm. Iss. 2,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,49424.0,53065.0,58130.0,61614.0,Income Statement
"Cost of Revenue, Total",,,15392.0,16063.0,17060.0,18076.0,Income Statement
Selling/Gen/Admin Expense,,,32232.0,34195.0,39563.0,36925.0,Income Statement
Labor & Related Expense,,,9056.0,8297.0,5784.0,9213.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,41288.0,42492.0,45347.0,46138.0,Income Statement
Research & Development,,,14229.0,16501.0,20306.0,21590.0,Income Statement
Total Operating Expense,,,70909.0,75056.0,82713.0,85804.0,Income Statement
Total Operating Income,,,-21485.0,-21991.0,-24583.0,-24190.0,Income Statement
"Other, Net",,,52.0,86.0,293.0,1442.0,Income Statement
Income Before Tax,,,-21433.0,-21905.0,-24290.0,-22748.0,Income Statement
Income Tax - Total,,,469.0,315.0,278.0,-204.0,Income Statement
Income After Tax,,,-21902.0,-22220.0,-24568.0,-22544.0,Income Statement
Net Inc Before Extra Items,,,-21902.0,-22220.0,-24568.0,-22544.0,Income Statement
Total Net Income,,,-21902.0,-22220.0,-24568.0,-22544.0,Income Statement
Income Available to Common Excl. Extra. Items,,,-21902.0,-22220.0,-24568.0,-22544.0,Income Statement
Income Available to Common Incl. Extra. Items,,,-21902.0,-22220.0,-24568.0,-22544.0,Income Statement
Basic/Primary Weighted Average Shares,,,112818.0,109553.0,111036.0,112016.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,-0.19,-0.2,-0.22,-0.2,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,-0.19,-0.2,-0.22,-0.2,Income Statement
Diluted Weighted Average Shares,,,112818.0,109553.0,111036.0,112016.0,Income Statement
Diluted EPS Excl. Extra. Items,,,-0.19,-0.2,-0.22,-0.2,Income Statement
Diluted EPS Incl. Extra. Items,,,-0.19,-0.2,-0.22,-0.2,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,0.0,,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Depreciat/Amort, Suppl",,,383.0,412.0,515.0,816.0,Income Statement
Normalzd Income Before Tax,,,-21433.0,-21905.0,-24290.0,-22748.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,469.0,315.0,278.0,-204.0,Income Statement
Normalized Income After Tax,,,-21902.0,-22220.0,-24568.0,-22544.0,Income Statement
Normalzd Inc Avail to Common,,,-21902.0,-22220.0,-24568.0,-22544.0,Income Statement
Basic Normalized EPS,,,-0.19,-0.2,-0.22,-0.2,Income Statement
Diluted Normalized EPS,,,-0.19,-0.2,-0.22,-0.2,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,-74983.0,-22220.0,-46788.0,-69332.0,Cash Flow
Depreciation/Depletion,,,3093.0,901.0,1910.0,3226.0,Cash Flow
Non-Cash Items,,,12550.0,9579.0,25666.0,41146.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,182.0,112.0,140.0,201.0,Cash Flow
Accounts Receivable,,,-3033.0,-2905.0,-7543.0,-10890.0,Cash Flow
Other Assets,,,-4491.0,-836.0,1940.0,3636.0,Cash Flow
Accounts Payable,,,-1054.0,-1328.0,-2591.0,-1173.0,Cash Flow
Accrued Expenses,,,5556.0,2677.0,686.0,6435.0,Cash Flow
Changes in Working Capital,,,27627.0,3451.0,21565.0,24174.0,Cash Flow
Total Cash from Operations,,,-31713.0,-8289.0,2353.0,-786.0,Cash Flow
Capital Expenditures,,,-1529.0,-713.0,-2525.0,-3012.0,Cash Flow
Acquisition of Business,,,,,,-394.0,Cash Flow
Sale of Business,,,1724.0,,0.0,,Cash Flow
Purchase of Investments,,,,,,-59712.0,Cash Flow
Other Investing Cash Flow,,,-1693.0,-594.0,-1263.0,-1523.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,31.0,-594.0,-1263.0,-61629.0,Cash Flow
Total Cash from Investing,,,-1498.0,-1307.0,-3788.0,-64641.0,Cash Flow
Financing Cash Flow Items,,,1061.0,-1416.0,-1137.0,-962.0,Cash Flow
"Preferred Stock, Net",,,199802.0,,0.0,0.0,Cash Flow
Options Exercised,,,21780.0,3989.0,5152.0,6194.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,221582.0,3989.0,5152.0,6194.0,Cash Flow
Total Cash From Financing,,,222643.0,2573.0,4015.0,5232.0,Cash Flow
Net Change in Cash,,,189432.0,-7023.0,2580.0,-60195.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,118863.0,308295.0,308295.0,308295.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,308295.0,301272.0,310875.0,248100.0,Cash Flow
"Depreciation, Supplemental",,,3093.0,901.0,1910.0,3226.0,Cash Flow
Free Cash Flow,,,-33242.0,-9002.0,-172.0,-3798.0,
FCF Growth,,,,-0.7291980025269238,-0.9808931348589203,21.08139534883721,
