,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
"Inter/Invest Inc, Non-Oper",,,151.0,168.0,593.0,1644.0,Income Statement
OtherNon-OperatInc (Expnse),,,-18384.0,245.0,1618.0,303.0,Income Statement
Income Before Tax,,,-66034.0,-49180.0,-40013.0,-47377.0,Income Statement
Income Tax - Total,,,147.0,20.0,20.0,20.0,Income Statement
Income After Tax,,,-66181.0,-49200.0,-40033.0,-47397.0,Income Statement
Net Inc Before Extra Items,,,-66181.0,-49200.0,-40033.0,-47397.0,Income Statement
Total Net Income,,,-66181.0,-49200.0,-40033.0,-47397.0,Income Statement
Income Available to Common Excl. Extra. Items,,,-66181.0,-49200.0,-40033.0,-47397.0,Income Statement
Income Available to Common Incl. Extra. Items,,,-66181.0,-49200.0,-40033.0,-47397.0,Income Statement
Basic/Primary Weighted Average Shares,,,27782.0,109472.0,109679.0,110375.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,-2.38,-0.45,-0.37,-0.43,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,-2.38,-0.45,-0.37,-0.43,Income Statement
Diluted Weighted Average Shares,,,27782.0,109472.0,109679.0,110375.0,Income Statement
Diluted EPS Excl. Extra. Items,,,-2.38,-0.45,-0.37,-0.43,Income Statement
Diluted EPS Incl. Extra. Items,,,-2.38,-0.45,-0.37,-0.43,Income Statement
Div/Share-ComStockPrimIssue,,,0.0,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,,22.0,23.0,22.0,23.0,Income Statement
"Depreciat/Amort, Suppl",,,8100.0,8800.0,9405.0,9900.0,Income Statement
Total Special Items,,,792.0,8.0,163.0,12795.0,Income Statement
Normalzd Income Before Tax,,,-65242.0,-49172.0,-39850.0,-34582.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,277.0,3.0,57.0,4478.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,424.0,23.0,77.0,4498.0,Income Statement
Normalized Income After Tax,,,-65666.0,-49195.0,-39927.0,-39080.0,Income Statement
Normalzd Inc Avail to Common,,,-65666.0,-49195.0,-39927.0,-39080.0,Income Statement
Basic Normalized EPS,,,-2.36,-0.45,-0.36,-0.35,Income Statement
Diluted Normalized EPS,,,-2.36,-0.45,-0.36,-0.35,Income Statement
Date,,,2021-12-26 00:00:00,2022-03-27 00:00:00,2022-06-26 00:00:00,2022-09-25 00:00:00,Cash Flow
Net Income,,,-153.0,-49.0,-89.0,-137.0,Cash Flow
Depreciation/Depletion,,,36.0,11.0,22.0,34.0,Cash Flow
Deferred Taxes,,,0.0,0.0,0.0,0.0,Cash Flow
Unusual Items,,,24.0,0.0,-2.0,10.0,Cash Flow
Other Non-Cash Items,,,29.0,22.0,46.0,63.0,Cash Flow
Non-Cash Items,,,53.0,22.0,44.0,73.0,Cash Flow
"Cash Interest Pd, Suppl",,,0.0,0.0,0.0,0.0,Cash Flow
Accounts Receivable,,,-13.0,-2.0,-1.0,0.0,Cash Flow
Inventories,,,0.0,0.0,0.0,0.0,Cash Flow
Prepaid Expenses,,,-8.0,1.0,-1.0,-2.0,Cash Flow
Accounts Payable,,,3.0,2.0,3.0,-1.0,Cash Flow
Accrued Expenses,,,1.0,-4.0,-4.0,-3.0,Cash Flow
Changes in Working Capital,,,0.0,0.0,5.0,6.0,Cash Flow
Total Cash from Operations,,,-65.0,-17.0,-18.0,-24.0,Cash Flow
Purchase of Fixed Assets,,,-85.0,-18.0,-47.0,-66.0,Cash Flow
Purchase/Acq of Intangibles,,,-8.0,-1.0,-3.0,-4.0,Cash Flow
Capital Expenditures,,,-93.0,-19.0,-49.0,-70.0,Cash Flow
Acquisition of Business,,,-3.0,,,0.0,Cash Flow
"Investment, Net",,,0.0,0.0,0.0,0.0,Cash Flow
Other Investing Cash Flow,,,-2.0,-1.0,-1.0,-2.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-5.0,0.0,-1.0,-1.0,Cash Flow
Total Cash from Investing,,,-98.0,-20.0,-50.0,-71.0,Cash Flow
Financing Cash Flow Items,,,,0.0,0.0,0.0,Cash Flow
"Common Stock, Net",,,385.0,,,,Cash Flow
"Preferred Stock, Net",,,114.0,0.0,0.0,0.0,Cash Flow
Options Exercised,,,26.0,1.0,3.0,4.0,Cash Flow
Warrants Converted,,,2.0,,,,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,526.0,1.0,3.0,4.0,Cash Flow
Long Term Debt Issued,,,5.0,,,0.0,Cash Flow
Long Term Debt Reduction,,,0.0,,,,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,5.0,,,0.0,Cash Flow
Total Cash From Financing,,,532.0,1.0,3.0,4.0,Cash Flow
Net Change in Cash,,,370.0,-36.0,-65.0,-91.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,103.0,472.0,472.0,472.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,472.0,437.0,407.0,381.0,Cash Flow
"Depreciation, Supplemental",,,36.0,11.0,22.0,34.0,Cash Flow
Free Cash Flow,,,-158.0,-36.0,-67.0,-94.0,
FCF Growth,,,,-0.7721518987341772,0.8611111111111112,0.4029850746268657,
