,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Total Equity,,,,243174.0,223494.0,211208.0,241025.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,255251.0,235142.0,226661.0,252550.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,23975.0,24003.0,24429.0,26077.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,20000.0,0.0,0.0,0.0,Income Statement
Selling/Gen/Admin Expense,,,,3964.0,3523.0,4753.0,4315.0,Income Statement
Labor & Related Expense,,,,2069.0,2525.0,2694.0,2622.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,6033.0,6048.0,7447.0,6937.0,Income Statement
Research & Development,,,,18833.0,18078.0,23281.0,21039.0,Income Statement
Total Operating Expense,,,,24866.0,24126.0,30728.0,27976.0,Income Statement
Total Operating Income,,,,-4866.0,-24126.0,-30728.0,-27976.0,Income Statement
"Inter Inc(Exp),Net Non-Oper",,,,-1.0,-1.0,0.0,0.0,Income Statement
"Other, Net",,,,-74.0,-59.0,3462.0,4467.0,Income Statement
Income Before Tax,,,,-4941.0,-24186.0,-27266.0,-23509.0,Income Statement
Income Tax - Total,,,,1999.0,0.0,0.0,0.0,Income Statement
Income After Tax,,,,-6940.0,-24186.0,-27266.0,-23509.0,Income Statement
Net Inc Before Extra Items,,,,-6940.0,-24186.0,-27266.0,-23509.0,Income Statement
Total Net Income,,,,-6940.0,-24186.0,-27266.0,-23509.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,-6940.0,-24186.0,-27266.0,-23509.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,-6940.0,-24186.0,-27266.0,-23509.0,Income Statement
Basic/Primary Weighted Average Shares,,,,23437.0,23994.0,24054.0,25550.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,-0.3,-1.01,-1.13,-0.92,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,-0.3,-1.01,-1.13,-0.92,Income Statement
Diluted Weighted Average Shares,,,,23437.0,23994.0,24054.0,25550.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,-0.3,-1.01,-1.13,-0.92,Income Statement
Diluted EPS Incl. Extra. Items,,,,-0.3,-1.01,-1.13,-0.92,Income Statement
Div/Share-ComStockPrimIssue,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Depreciat/Amort, Suppl",,,,104.0,113.0,308.0,126.0,Income Statement
Normalzd Income Before Tax,,,,-4941.0,-24186.0,-27266.0,-23509.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,1999.0,0.0,0.0,0.0,Income Statement
Normalized Income After Tax,,,,-6940.0,-24186.0,-27266.0,-23509.0,Income Statement
Normalzd Inc Avail to Common,,,,-6940.0,-24186.0,-27266.0,-23509.0,Income Statement
Basic Normalized EPS,,,,-0.3,-1.01,-1.13,-0.92,Income Statement
Diluted Normalized EPS,,,,-0.3,-1.01,-1.13,-0.92,Income Statement
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,-58744.0,-24186.0,-51452.0,-74961.0,Cash Flow
Depreciation/Depletion,,,,378.0,113.0,421.0,547.0,Cash Flow
Unusual Items,,,,46.0,,0.0,11.0,Cash Flow
Other Non-Cash Items,,,,12242.0,4591.0,9591.0,14556.0,Cash Flow
Non-Cash Items,,,,12288.0,4591.0,9591.0,14567.0,Cash Flow
Accounts Receivable,,,,-18000.0,18000.0,18000.0,18000.0,Cash Flow
Prepaid Expenses,,,,-1548.0,764.0,-3338.0,-3051.0,Cash Flow
Other Assets,,,,0.0,,,-1574.0,Cash Flow
Accounts Payable,,,,1485.0,-668.0,3991.0,-1003.0,Cash Flow
Accrued Expenses,,,,2055.0,-41.0,-1230.0,-1144.0,Cash Flow
Changes in Working Capital,,,,-16070.0,18055.0,17423.0,11228.0,Cash Flow
Total Cash from Operations,,,,-62148.0,-1427.0,-24017.0,-48619.0,Cash Flow
Total Cash from Investing,,,,-1024.0,-147.0,-714.0,-890.0,Cash Flow
Financing Cash Flow Items,,,,0.0,,,,Cash Flow
"Common Stock, Net",,,,28171.0,,9690.0,58177.0,Cash Flow
"Preferred Stock, Net",,,,0.0,,,,Cash Flow
Options Exercised,,,,379.0,118.0,620.0,716.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,28550.0,118.0,10310.0,58893.0,Cash Flow
Total Cash From Financing,,,,28550.0,118.0,10310.0,58893.0,Cash Flow
Net Change in Cash,,,,-34622.0,-1456.0,-14421.0,9384.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,265991.0,231369.0,231369.0,231369.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,231369.0,229913.0,216948.0,240753.0,Cash Flow
"Depreciation, Supplemental",,,,378.0,113.0,421.0,547.0,Cash Flow
Free Cash Flow,,,,,,,,
FCF Growth,,,,,,,,
