,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Total Net Income,,,,-41232.0,-36892.0,-43839.0,-40781.0,Income Statement
Preferred Dividends,,,,0.0,,,,Income Statement
Misc Earnings Adjustment,,,,0.0,,,,Income Statement
Total Adjust to Net Income,,,,0.0,,,,Income Statement
Income Available to Common Excl. Extra. Items,,,,-41232.0,-36892.0,-43839.0,-40781.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,-41232.0,-36892.0,-43839.0,-40781.0,Income Statement
Basic/Primary Weighted Average Shares,,,,43600.0,47487.0,47882.0,48129.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,-0.95,-0.78,-0.92,-0.85,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,-0.95,-0.78,-0.92,-0.85,Income Statement
Diluted Weighted Average Shares,,,,43600.0,47487.0,47882.0,48129.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,-0.95,-0.78,-0.92,-0.85,Income Statement
Diluted EPS Incl. Extra. Items,,,,-0.95,-0.78,-0.92,-0.85,Income Statement
Div/Share-ComStockPrimIssue,,,,,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,431.0,422.0,481.0,567.0,Income Statement
"Depreciat/Amort, Suppl",,,,1300.0,1262.0,1324.0,1314.0,Income Statement
Total Special Items,,,,0.0,,,,Income Statement
Normalzd Income Before Tax,,,,-41107.0,-36777.0,-43743.0,-40761.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,0.0,,,,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,125.0,115.0,96.0,20.0,Income Statement
Normalized Income After Tax,,,,-41232.0,-36892.0,-43839.0,-40781.0,Income Statement
Normalzd Inc Avail to Common,,,,-41232.0,-36892.0,-43839.0,-40781.0,Income Statement
Basic Normalized EPS,,,,-0.95,-0.78,-0.92,-0.85,Income Statement
Diluted Normalized EPS,,,,-0.95,-0.78,-0.92,-0.85,Income Statement
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,-131935.0,-36892.0,-80731.0,-121512.0,Cash Flow
Depreciation/Depletion,,,,5162.0,1262.0,2586.0,3900.0,Cash Flow
Unusual Items,,,,76.0,,,,Cash Flow
Other Non-Cash Items,,,,22036.0,6581.0,15118.0,23826.0,Cash Flow
Non-Cash Items,,,,22112.0,6581.0,15118.0,23826.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,83.0,205.0,283.0,334.0,Cash Flow
Accounts Receivable,,,,-19137.0,-1299.0,964.0,3079.0,Cash Flow
Inventories,,,,-22042.0,-4184.0,-15311.0,-17692.0,Cash Flow
Prepaid Expenses,,,,1860.0,137.0,70.0,728.0,Cash Flow
Accounts Payable,,,,-3066.0,3276.0,684.0,-575.0,Cash Flow
Accrued Expenses,,,,13901.0,-7591.0,-1595.0,-4291.0,Cash Flow
Changes in Working Capital,,,,-25603.0,-9286.0,-13883.0,-17436.0,Cash Flow
Total Cash from Operations,,,,-130264.0,-38335.0,-76910.0,-111222.0,Cash Flow
Capital Expenditures,,,,-3108.0,-1478.0,-3475.0,-6216.0,Cash Flow
Sale/Maturity of Investment,,,,39033.0,32800.0,101784.0,160284.0,Cash Flow
Purchase of Investments,,,,-178432.0,-64712.0,-133015.0,-168615.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,-139399.0,-31912.0,-31231.0,-8331.0,Cash Flow
Total Cash from Investing,,,,-142507.0,-33390.0,-34706.0,-14547.0,Cash Flow
Financing Cash Flow Items,,,,,,,-135.0,Cash Flow
"Common Stock, Net",,,,149085.0,,0.0,0.0,Cash Flow
"Preferred Stock, Net",,,,0.0,,,,Cash Flow
Options Exercised,,,,11062.0,3723.0,4765.0,7433.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,160147.0,3723.0,4765.0,7433.0,Cash Flow
Long Term Debt Issued,,,,0.0,,,,Cash Flow
Long Term Debt Reduction,,,,0.0,,,,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,0.0,,,,Cash Flow
Total Cash From Financing,,,,160147.0,3723.0,4765.0,7298.0,Cash Flow
Net Change in Cash,,,,-112624.0,-68002.0,-106851.0,-118471.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,328283.0,215659.0,215659.0,215659.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,215659.0,147657.0,108808.0,97188.0,Cash Flow
"Depreciation, Supplemental",,,,5162.0,1262.0,2586.0,3900.0,Cash Flow
Free Cash Flow,,,,-133372.0,-39813.0,-80385.0,-117438.0,
FCF Growth,,,,,-0.7014890681702306,1.019064124783362,0.46094420600858377,
