,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Net Inc Before Extra Items,,,-20771.0,-30609.0,-13179.0,-10108.0,Income Statement
Total Net Income,,,-20771.0,-30609.0,-13179.0,-10108.0,Income Statement
Income Available to Common Excl. Extra. Items,,,-20771.0,-30609.0,-13179.0,-10108.0,Income Statement
Income Available to Common Incl. Extra. Items,,,-20771.0,-30609.0,-13179.0,-10108.0,Income Statement
Basic/Primary Weighted Average Shares,,,198075.0,198265.0,197819.0,194906.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,-0.1,-0.15,-0.07,-0.05,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,-0.1,-0.15,-0.07,-0.05,Income Statement
Diluted Weighted Average Shares,,,198075.0,198265.0,197819.0,194906.0,Income Statement
Diluted EPS Excl. Extra. Items,,,-0.1,-0.15,-0.07,-0.05,Income Statement
Diluted EPS Incl. Extra. Items,,,-0.1,-0.15,-0.07,-0.05,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,,61.0,53.0,,,Income Statement
"Depreciat/Amort, Suppl",,,5082.0,5394.0,5539.0,5254.0,Income Statement
Total Special Items,,,1772.0,70.0,1083.0,2077.0,Income Statement
Normalzd Income Before Tax,,,-23101.0,-27579.0,-12547.0,-9500.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,620.0,25.0,379.0,727.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,-3482.0,2985.0,-72.0,-742.0,Income Statement
Normalized Income After Tax,,,-19619.0,-30564.0,-12475.0,-8758.0,Income Statement
Normalzd Inc Avail to Common,,,-19619.0,-30564.0,-12475.0,-8758.0,Income Statement
Basic Normalized EPS,,,-0.1,-0.15,-0.06,-0.04,Income Statement
Diluted Normalized EPS,,,-0.1,-0.15,-0.06,-0.04,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,-108664.0,-30609.0,-43788.0,-53896.0,Cash Flow
Depreciation/Depletion,,,16686.0,5394.0,10933.0,16187.0,Cash Flow
Deferred Taxes,,,-11595.0,2791.0,1955.0,166.0,Cash Flow
Unusual Items,,,18752.0,1379.0,3255.0,6215.0,Cash Flow
Equity in Net Earnings/Loss,,,-1812.0,170.0,170.0,0.0,Cash Flow
Other Non-Cash Items,,,117083.0,22299.0,45676.0,65950.0,Cash Flow
Non-Cash Items,,,134023.0,23848.0,49101.0,72165.0,Cash Flow
Accounts Receivable,,,-1511.0,-2150.0,-2357.0,-2902.0,Cash Flow
Prepaid Expenses,,,-4965.0,-6706.0,-417.0,-560.0,Cash Flow
Other Assets,,,-3648.0,-811.0,-345.0,-864.0,Cash Flow
Accounts Payable,,,2360.0,-117.0,-13553.0,-6417.0,Cash Flow
Accrued Expenses,,,13781.0,4905.0,6514.0,6007.0,Cash Flow
Changes in Working Capital,,,23702.0,12313.0,6556.0,17393.0,Cash Flow
Total Cash from Operations,,,54152.0,13737.0,24757.0,52015.0,Cash Flow
Capital Expenditures,,,-73263.0,-4911.0,-10379.0,-18973.0,Cash Flow
Sale of Business,,,0.0,304.0,307.0,307.0,Cash Flow
Sale/Maturity of Investment,,,0.0,,,,Cash Flow
Purchase of Investments,,,-1127.0,,,,Cash Flow
Other Investing Cash Flow,,,-3283.0,,,0.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-4410.0,304.0,307.0,307.0,Cash Flow
Total Cash from Investing,,,-77673.0,-4607.0,-10072.0,-18666.0,Cash Flow
Financing Cash Flow Items,,,-7564.0,-11.0,-630.0,-641.0,Cash Flow
Sale/Issuance of Common,,,666883.0,,,0.0,Cash Flow
Repurch/Retirement Common,,,-2342.0,-1094.0,-39155.0,-61736.0,Cash Flow
"Common Stock, Net",,,664541.0,-1094.0,-39155.0,-61736.0,Cash Flow
Options Exercised,,,1819.0,237.0,1487.0,1682.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,666360.0,-857.0,-37668.0,-60054.0,Cash Flow
Long Term Debt Issued,,,0.0,,,,Cash Flow
Long Term Debt Reduction,,,-535437.0,-4.0,0.0,0.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,-535437.0,-4.0,0.0,0.0,Cash Flow
Total Cash From Financing,,,123359.0,-872.0,-38298.0,-60695.0,Cash Flow
Foreign Exchange Effects,,,-11.0,-51.0,-147.0,-139.0,Cash Flow
Net Change in Cash,,,99827.0,8207.0,-23760.0,-27485.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,139470.0,239297.0,239297.0,239297.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,239297.0,247504.0,215537.0,211812.0,Cash Flow
"Depreciation, Supplemental",,,16686.0,5394.0,10933.0,16187.0,Cash Flow
Free Cash Flow,,,-19111.0,8826.0,14378.0,33042.0,
FCF Growth,,,,-1.4618282664434097,0.6290505325175617,1.2980943107525387,
