,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Total Liabilities & Shareholders’ Equity,,,,,,7533.0,7399.0,7198.0,7039.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,291.0,289.0,282.0,282.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,2022-01-01 00:00:00,2022-04-02 00:00:00,2022-07-02 00:00:00,2022-10-01 00:00:00,Income Statement
Total Revenue,,,,,,816.0,893.0,907.0,861.0,Income Statement
"Cost of Revenue, Total",,,,,,528.0,581.0,577.0,544.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,209.0,235.0,209.0,200.0,Income Statement
Restructuring Charge,,,,,,-1.0,1.0,3.0,5.0,Income Statement
Impair-Assets Held for Use,,,,,,1.0,,1.0,1.0,Income Statement
Impair-Assets Held for Sale,,,,,,1.0,8.0,4.0,8.0,Income Statement
Other Unusual Expnse (In),,,,,,1.0,1.0,1.0,1.0,Income Statement
Unusual Expense (Income),,,,,,2.0,9.0,8.0,13.0,Income Statement
"Other Operat Expse, Total",,,,,,1.0,,0.0,0.0,Income Statement
Total Operating Expense,,,,,,740.0,825.0,794.0,757.0,Income Statement
Total Operating Income,,,,,,76.0,68.0,113.0,104.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,-33.0,-33.0,-33.0,-33.0,Income Statement
"Inter Income, Non-Operating",,,,,,1.0,1.0,1.0,1.0,Income Statement
"Invest Income, Non-Operat",,,,,,-3.0,-3.0,-8.0,-4.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,-2.0,-2.0,-8.0,-3.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,,0.0,1.0,-1.0,0.0,Income Statement
"Other, Net",,,,,,0.0,1.0,-1.0,0.0,Income Statement
Income Before Tax,,,,,,42.0,35.0,72.0,67.0,Income Statement
Income Tax - Total,,,,,,-29.0,-2.0,12.0,11.0,Income Statement
Income After Tax,,,,,,71.0,37.0,59.0,56.0,Income Statement
Minority Interest,,,,,,-8.0,-6.0,-6.0,-4.0,Income Statement
Net Inc Before Extra Items,,,,,,63.0,31.0,53.0,52.0,Income Statement
Total Extraordinary Items,,,,,,0.0,0.0,0.0,0.0,Income Statement
Total Net Income,,,,,,63.0,31.0,53.0,52.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,63.0,31.0,53.0,52.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,63.0,31.0,53.0,52.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,292.0,290.0,282.0,282.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,0.22,0.11,0.19,0.18,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,0.21,0.11,0.19,0.18,Income Statement
Diluted Weighted Average Shares,,,,,,298.0,296.0,286.0,285.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,0.21,0.1,0.19,0.18,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,0.21,0.1,0.19,0.18,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,33.0,33.0,33.0,33.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,22.0,22.0,24.0,22.0,Income Statement
Total Special Items,,,,,,2.0,9.0,8.0,13.0,Income Statement
Normalzd Income Before Tax,,,,,,44.0,44.0,80.0,81.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,1.0,3.0,1.0,2.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,-29.0,1.0,14.0,14.0,Income Statement
Normalized Income After Tax,,,,,,73.0,43.0,66.0,67.0,Income Statement
Normalzd Inc Avail to Common,,,,,,64.0,37.0,60.0,63.0,Income Statement
Basic Normalized EPS,,,,,,0.22,0.13,0.21,0.22,Income Statement
Diluted Normalized EPS,,,,,,0.22,0.12,0.21,0.22,Income Statement
Date,,,,,,2022-01-01 00:00:00,2022-04-02 00:00:00,2022-07-02 00:00:00,2022-10-01 00:00:00,Cash Flow
Net Income,,,,,,331300.0,37300.0,96400.0,152400.0,Cash Flow
Depreciation/Depletion,,,,,,222600.0,55100.0,110900.0,164100.0,Cash Flow
Deferred Taxes,,,,,,-94300.0,-12300.0,-30800.0,-53200.0,Cash Flow
Unusual Items,,,,,,2000.0,,900.0,1400.0,Cash Flow
Other Non-Cash Items,,,,,,46800.0,31800.0,49100.0,59000.0,Cash Flow
Non-Cash Items,,,,,,48800.0,31800.0,50000.0,60400.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,,83000.0,29600.0,68700.0,97700.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,,121200.0,37600.0,57400.0,95200.0,Cash Flow
Accounts Receivable,,,,,,-22300.0,-88400.0,-153500.0,-147200.0,Cash Flow
Inventories,,,,,,-192400.0,-37800.0,-40300.0,-50800.0,Cash Flow
Prepaid Expenses,,,,,,-41300.0,-24200.0,-38000.0,-15600.0,Cash Flow
Accounts Payable,,,,,,99600.0,-8600.0,-5700.0,-17300.0,Cash Flow
Changes in Working Capital,,,,,,-126000.0,-217300.0,-308300.0,-304900.0,Cash Flow
Total Cash from Operations,,,,,,382400.0,-105400.0,-81800.0,18800.0,Cash Flow
Purchase of Fixed Assets,,,,,,-77700.0,-17400.0,-34900.0,-59000.0,Cash Flow
Purchase/Acq of Intangibles,,,,,,-9300.0,-600.0,-3200.0,-6700.0,Cash Flow
Capital Expenditures,,,,,,-87000.0,-18000.0,-38100.0,-65700.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,1000.0,-7000.0,-4500.0,-5800.0,Cash Flow
Total Cash from Investing,,,,,,-86000.0,-25000.0,-42600.0,-71500.0,Cash Flow
Financing Cash Flow Items,,,,,,-51600.0,-5500.0,-25100.0,-40800.0,Cash Flow
Sale/Issuance of Common,,,,,,4600.0,200.0,13900.0,15100.0,Cash Flow
Repurch/Retirement Common,,,,,,-10600.0,-175200.0,-175800.0,-175800.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,-6000.0,-175000.0,-161900.0,-160700.0,Cash Flow
Long Term Debt Issued,,,,,,0.0,70000.0,70000.0,70000.0,Cash Flow
Long Term Debt Reduction,,,,,,-91000.0,-5300.0,-10300.0,-45500.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,-91000.0,64700.0,59700.0,24500.0,Cash Flow
Total Cash From Financing,,,,,,-148600.0,-115800.0,-127300.0,-177000.0,Cash Flow
Foreign Exchange Effects,,,,,,-11000.0,-4700.0,-12900.0,-32800.0,Cash Flow
Net Change in Cash,,,,,,136800.0,-250900.0,-264600.0,-262500.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,524100.0,660900.0,660900.0,660900.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,660900.0,410000.0,396300.0,398400.0,Cash Flow
"Depreciation, Supplemental",,,,,,222600.0,55100.0,110900.0,164100.0,Cash Flow
Free Cash Flow,,,,,,295400.0,-123400.0,-119900.0,-46900.0,
FCF Growth,,,,,,,-1.4177386594448205,-0.028363047001620734,-0.6088407005838199,
