,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Income Before Tax,,,-31201.0,-18492.0,-12470.0,-66095.0,Income Statement
Income Tax - Total,,,-44.0,302.0,-147.0,-536.0,Income Statement
Income After Tax,,,-31157.0,-18794.0,-12323.0,-65559.0,Income Statement
Minority Interest,,,13994.0,8467.0,5168.0,28795.0,Income Statement
Net Inc Before Extra Items,,,-17163.0,-10327.0,-7155.0,-36764.0,Income Statement
Total Net Income,,,-17163.0,-10327.0,-7155.0,-36764.0,Income Statement
Income Available to Common Excl. Extra. Items,,,-17163.0,-10327.0,-7155.0,-36764.0,Income Statement
Income Available to Common Incl. Extra. Items,,,-17163.0,-10327.0,-7155.0,-36764.0,Income Statement
Basic/Primary Weighted Average Shares,,,154662.0,149881.0,149412.0,150125.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,-0.11,-0.07,-0.05,-0.24,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,-0.11,-0.07,-0.05,-0.24,Income Statement
Diluted Weighted Average Shares,,,154662.0,149881.0,149412.0,150125.0,Income Statement
Diluted EPS Excl. Extra. Items,,,-0.11,-0.07,-0.05,-0.24,Income Statement
Diluted EPS Incl. Extra. Items,,,-0.11,-0.07,-0.05,-0.24,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,0.0,,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Depreciat/Amort, Suppl",,,3125.0,3489.0,3589.0,3715.0,Income Statement
Total Special Items,,,4567.0,313.0,0.0,904.0,Income Statement
Normalzd Income Before Tax,,,-26634.0,-18179.0,-12470.0,-65191.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,1598.0,110.0,0.0,316.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,1554.0,412.0,-147.0,-220.0,Income Statement
Normalized Income After Tax,,,-28188.0,-18591.0,-12323.0,-64971.0,Income Statement
Normalzd Inc Avail to Common,,,-14194.0,-10124.0,-7155.0,-36176.0,Income Statement
Basic Normalized EPS,,,-0.09,-0.07,-0.05,-0.24,Income Statement
Diluted Normalized EPS,,,-0.09,-0.07,-0.05,-0.24,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,-115.0,-19.0,-31.0,-97.0,Cash Flow
Depreciation/Depletion,,,12.0,3.0,7.0,11.0,Cash Flow
Amortization,,,,1.0,2.0,2.0,Cash Flow
Deferred Taxes,,,,0.0,0.0,-1.0,Cash Flow
Unusual Items,,,5.0,0.0,0.0,1.0,Cash Flow
Other Non-Cash Items,,,50.0,14.0,28.0,101.0,Cash Flow
Non-Cash Items,,,55.0,15.0,28.0,102.0,Cash Flow
Accounts Receivable,,,-4.0,-2.0,2.0,3.0,Cash Flow
Prepaid Expenses,,,-16.0,5.0,6.0,-3.0,Cash Flow
Accounts Payable,,,1.0,-2.0,2.0,-1.0,Cash Flow
Accrued Expenses,,,50.0,6.0,23.0,4.0,Cash Flow
Changes in Working Capital,,,118.0,24.0,70.0,71.0,Cash Flow
Total Cash from Operations,,,70.0,25.0,76.0,89.0,Cash Flow
Purchase of Fixed Assets,,,-28.0,-6.0,-15.0,-23.0,Cash Flow
Purchase/Acq of Intangibles,,,-1.0,0.0,0.0,0.0,Cash Flow
Capital Expenditures,,,-29.0,-6.0,-15.0,-23.0,Cash Flow
Acquisition of Business,,,-76.0,,,,Cash Flow
Sale/Maturity of Investment,,,690.0,149.0,341.0,573.0,Cash Flow
Purchase of Investments,,,-988.0,-149.0,-341.0,-581.0,Cash Flow
Other Investing Cash Flow,,,0.0,,,,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-374.0,0.0,0.0,-8.0,Cash Flow
Total Cash from Investing,,,-403.0,-6.0,-15.0,-32.0,Cash Flow
Financing Cash Flow Items,,,-5.0,,0.0,-3.0,Cash Flow
Sale/Issuance of Common,,,517.0,0.0,0.0,0.0,Cash Flow
Repurch/Retirement Common,,,-12.0,0.0,0.0,-5.0,Cash Flow
"Common Stock, Net",,,505.0,0.0,0.0,-5.0,Cash Flow
Warrants Converted,,,3.0,0.0,0.0,0.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,508.0,0.0,0.0,-5.0,Cash Flow
Total Cash From Financing,,,503.0,0.0,0.0,-8.0,Cash Flow
Foreign Exchange Effects,,,0.0,0.0,0.0,0.0,Cash Flow
Net Change in Cash,,,170.0,19.0,60.0,49.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,139.0,309.0,309.0,309.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,309.0,328.0,369.0,358.0,Cash Flow
"Depreciation, Supplemental",,,12.0,3.0,7.0,11.0,Cash Flow
Free Cash Flow,,,41.0,19.0,61.0,66.0,
FCF Growth,,,,-0.5365853658536586,2.210526315789474,0.08196721311475419,
