,2021,2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Report
Total Equity,,,1883.0,1922.0,1880.0,1850.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,2468.0,2572.0,2425.0,2435.0,Balance Sheet
Shr Outs.-Com. Primary Iss.,,,442.0,459.0,462.0,467.0,Balance Sheet
Shr Outs.-Com. Stk. Iss. 2,,,82.0,82.0,82.0,82.0,Balance Sheet
Ttl Comm. Shares Outs.,,,525.0,541.0,545.0,549.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,0.0,0.0,0.0,0.0,Balance Sheet
Trsy. Shrs-Comm. Iss. 2,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,2021-10-31 00:00:00,2022-01-31 00:00:00,2022-04-30 00:00:00,2022-07-31 00:00:00,Income Statement
Total Revenue,,,220816.0,289698.0,245066.0,242222.0,Income Statement
"Cost of Revenue, Total",,,43100.0,41164.0,45016.0,44119.0,Income Statement
Selling/Gen/Admin Expense,,,168068.0,183786.0,179111.0,178615.0,Income Statement
Labor & Related Expense,,,63887.0,50754.0,67741.0,59382.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,231955.0,234540.0,246852.0,237997.0,Income Statement
Research & Development,,,61559.0,64412.0,68690.0,67806.0,Income Statement
Depreciation/Amortization,,,449.0,461.0,460.0,459.0,Income Statement
Unusual Expense (Income),,,,,,12034.0,Income Statement
Total Operating Expense,,,337063.0,340577.0,361018.0,362415.0,Income Statement
Total Operating Income,,,-116247.0,-50879.0,-115952.0,-120193.0,Income Statement
"Inter Income, Non-Operating",,,899.0,945.0,991.0,4505.0,Income Statement
"Invest Income, Non-Operat",,,-6500.0,-5500.0,-1400.0,-800.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,-5601.0,-4555.0,-409.0,3705.0,Income Statement
OtherNon-OperatInc (Expnse),,,2200.0,755.0,-1411.0,200.0,Income Statement
"Other, Net",,,2200.0,755.0,-1411.0,200.0,Income Statement
Income Before Tax,,,-119648.0,-54679.0,-117772.0,-116288.0,Income Statement
Income Tax - Total,,,3139.0,8431.0,4789.0,4090.0,Income Statement
Income After Tax,,,-122787.0,-63110.0,-122561.0,-120378.0,Income Statement
Net Inc Before Extra Items,,,-122787.0,-63110.0,-122561.0,-120378.0,Income Statement
Total Net Income,,,-122787.0,-63110.0,-122561.0,-120378.0,Income Statement
Income Available to Common Excl. Extra. Items,,,-122787.0,-63110.0,-122561.0,-120378.0,Income Statement
Income Available to Common Incl. Extra. Items,,,-122787.0,-63110.0,-122561.0,-120378.0,Income Statement
Basic/Primary Weighted Average Shares,,,524810.0,454625.0,541902.0,546058.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,-0.23,-0.14,-0.23,-0.22,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,-0.23,-0.14,-0.23,-0.22,Income Statement
Diluted Weighted Average Shares,,,524810.0,454625.0,541902.0,546058.0,Income Statement
Diluted EPS Excl. Extra. Items,,,-0.23,-0.14,-0.23,-0.22,Income Statement
Diluted EPS Incl. Extra. Items,,,-0.23,-0.14,-0.23,-0.22,Income Statement
Div/Share-ComStockPrimIssue,,,0.0,,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Depreciat/Amort, Suppl",,,2224.0,2306.0,2153.0,2075.0,Income Statement
Total Special Items,,,,,,12034.0,Income Statement
Normalzd Income Before Tax,,,-119648.0,-54679.0,-117772.0,-104254.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,4212.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,3139.0,8431.0,4789.0,8302.0,Income Statement
Normalized Income After Tax,,,-122787.0,-63110.0,-122561.0,-112556.0,Income Statement
Normalzd Inc Avail to Common,,,-122787.0,-63110.0,-122561.0,-112556.0,Income Statement
Basic Normalized EPS,,,-0.23,-0.14,-0.23,-0.21,Income Statement
Diluted Normalized EPS,,,-0.23,-0.14,-0.23,-0.21,Income Statement
Date,,,2021-10-31 00:00:00,2022-01-31 00:00:00,2022-04-30 00:00:00,2022-07-31 00:00:00,Cash Flow
Net Income,,,-462.0,-526.0,-123.0,-243.0,Cash Flow
Depreciation/Depletion,,,11.0,15.0,4.0,8.0,Cash Flow
Deferred Taxes,,,0.0,-6.0,2.0,2.0,Cash Flow
Unusual Items,,,1.0,0.0,,3.0,Cash Flow
Other Non-Cash Items,,,467.0,568.0,118.0,221.0,Cash Flow
Non-Cash Items,,,467.0,568.0,118.0,224.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,7.0,8.0,3.0,18.0,Cash Flow
"Cash Interest Pd, Suppl",,,1.0,1.0,0.0,1.0,Cash Flow
Accounts Receivable,,,-57.0,-130.0,58.0,26.0,Cash Flow
Prepaid Expenses,,,-2.0,-15.0,-5.0,-4.0,Cash Flow
Other Assets,,,-81.0,-130.0,-21.0,-40.0,Cash Flow
Accounts Payable,,,18.0,4.0,8.0,3.0,Cash Flow
Accrued Expenses,,,12.0,61.0,-80.0,-62.0,Cash Flow
Changes in Working Capital,,,-64.0,-106.0,-54.0,-68.0,Cash Flow
Total Cash from Operations,,,-49.0,-55.0,-53.0,-77.0,Cash Flow
Purchase of Fixed Assets,,,-6.0,-9.0,-10.0,-16.0,Cash Flow
Purchase/Acq of Intangibles,,,-4.0,-4.0,0.0,0.0,Cash Flow
Capital Expenditures,,,-10.0,-13.0,-10.0,-16.0,Cash Flow
Acquisition of Business,,,-5.0,-5.0,0.0,-29.0,Cash Flow
Sale/Maturity of Investment,,,147.0,197.0,15.0,47.0,Cash Flow
Purchase of Investments,,,-161.0,-214.0,-22.0,-46.0,Cash Flow
Other Investing Cash Flow,,,,,1.0,-1.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-19.0,-22.0,-6.0,-28.0,Cash Flow
Total Cash from Investing,,,-29.0,-35.0,-16.0,-44.0,Cash Flow
Financing Cash Flow Items,,,20.0,15.0,-21.0,-42.0,Cash Flow
Sale/Issuance of Common,,,692.0,692.0,0.0,0.0,Cash Flow
Repurch/Retirement Common,,,,0.0,,,Cash Flow
"Common Stock, Net",,,692.0,692.0,0.0,0.0,Cash Flow
"Preferred Stock, Net",,,750.0,750.0,0.0,0.0,Cash Flow
Options Exercised,,,10.0,12.0,3.0,5.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,1452.0,1455.0,3.0,5.0,Cash Flow
Short Term Debt Issued,,,0.0,0.0,,,Cash Flow
Short Term Debt Reduction,,,0.0,0.0,,,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,0.0,0.0,,,Cash Flow
Total Cash From Financing,,,1472.0,1470.0,-18.0,-37.0,Cash Flow
Foreign Exchange Effects,,,11.0,18.0,-3.0,-3.0,Cash Flow
Net Change in Cash,,,1405.0,1398.0,-90.0,-161.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,371.0,371.0,1769.0,1769.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,1776.0,1769.0,1679.0,1607.0,Cash Flow
"Depreciation, Supplemental",,,11.0,15.0,4.0,8.0,Cash Flow
Free Cash Flow,,,-59.0,-68.0,-63.0,-93.0,
FCF Growth,,,,0.15254237288135597,-0.07352941176470584,0.4761904761904763,
