,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Normalzd Income Before Tax,,,,,,-93165.0,-95709.0,-90628.0,-77038.0,Income Statement
Normalized Income After Tax,,,,,,-93165.0,-95709.0,-90628.0,-77038.0,Income Statement
Normalzd Inc Avail to Common,,,,,,-93165.0,-95709.0,-90628.0,-77038.0,Income Statement
Basic Normalized EPS,,,,,,-1.79,-1.83,-1.74,-1.47,Income Statement
Diluted Normalized EPS,,,,,,-1.79,-1.83,-1.74,-1.47,Income Statement
Date,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,-267.0,-96.0,-186.0,-263.0,Cash Flow
Depreciation/Depletion,,,,,,1.0,0.0,1.0,2.0,Cash Flow
Unusual Items,,,,,,0.0,,,,Cash Flow
Other Non-Cash Items,,,,,,69.0,30.0,58.0,85.0,Cash Flow
Non-Cash Items,,,,,,69.0,30.0,58.0,85.0,Cash Flow
Prepaid Expenses,,,,,,0.0,-7.0,-2.0,-3.0,Cash Flow
Other Assets,,,,,,1.0,8.0,10.0,7.0,Cash Flow
Accounts Payable,,,,,,-2.0,7.0,13.0,7.0,Cash Flow
Accrued Expenses,,,,,,15.0,15.0,9.0,13.0,Cash Flow
Changes in Working Capital,,,,,,14.0,22.0,29.0,25.0,Cash Flow
Total Cash from Operations,,,,,,-182.0,-43.0,-98.0,-151.0,Cash Flow
Capital Expenditures,,,,,,-63.0,-18.0,-34.0,-42.0,Cash Flow
Sale/Maturity of Investment,,,,,,25.0,0.0,0.0,66.0,Cash Flow
Purchase of Investments,,,,,,0.0,,-428.0,-428.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,25.0,0.0,-428.0,-362.0,Cash Flow
Total Cash from Investing,,,,,,-39.0,-18.0,-462.0,-404.0,Cash Flow
Financing Cash Flow Items,,,,,,0.0,0.0,0.0,0.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,8.0,2.0,2.0,2.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,0.0,,,,Cash Flow
Total Cash From Financing,,,,,,8.0,2.0,2.0,2.0,Cash Flow
Net Change in Cash,,,,,,-213.0,-60.0,-559.0,-553.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,951.0,738.0,738.0,738.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,738.0,678.0,179.0,185.0,Cash Flow
"Depreciation, Supplemental",,,,,,1.0,0.0,1.0,2.0,Cash Flow
Free Cash Flow,,,,,,-245.0,-61.0,-132.0,-193.0,
FCF Growth,,,,,,,-0.7510204081632653,1.1639344262295084,0.46212121212121215,
