,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Diluted EPS Incl. Extra. Items,,,,,0.2,0.47,-0.01,-2.53,Income Statement
Div/Share-ComStockPrimIssue,,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,3428.0,3427.0,3360.0,3815.0,Income Statement
"Depreciat/Amort, Suppl",,,,,2337.0,2177.0,2332.0,2314.0,Income Statement
Total Special Items,,,,,2315.0,4915.0,474.0,1197.0,Income Statement
Normalzd Income Before Tax,,,,,9817.0,24258.0,3443.0,12924.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,810.0,76.0,166.0,419.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,321.0,375.0,3611.0,111413.0,Income Statement
Normalized Income After Tax,,,,,9496.0,23883.0,-168.0,-98489.0,Income Statement
Normalzd Inc Avail to Common,,,,,9496.0,23883.0,-168.0,-98489.0,Income Statement
Basic Normalized EPS,,,,,0.25,0.61,0.0,-2.51,Income Statement
Diluted Normalized EPS,,,,,0.24,0.58,0.0,-2.51,Income Statement
Date,,,,,2021-09-30 00:00:00,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,Cash Flow
Net Income,,,,,45893.0,19044.0,18568.0,-80699.0,Cash Flow
Depreciation/Depletion,,,,,29661.0,7210.0,13574.0,18853.0,Cash Flow
Deferred Taxes,,,,,-4419.0,-1455.0,-2162.0,103394.0,Cash Flow
Unusual Items,,,,,0.0,,,,Cash Flow
Other Non-Cash Items,,,,,65153.0,6724.0,18944.0,26528.0,Cash Flow
Non-Cash Items,,,,,65153.0,6724.0,18944.0,26528.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,6177.0,2455.0,6594.0,9868.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,9550.0,3392.0,4151.0,7724.0,Cash Flow
Accounts Receivable,,,,,5751.0,7555.0,-3557.0,-21626.0,Cash Flow
Prepaid Expenses,,,,,-30661.0,-19707.0,-36354.0,-34621.0,Cash Flow
Other Assets,,,,,6984.0,1509.0,2896.0,3753.0,Cash Flow
Accounts Payable,,,,,3411.0,-3153.0,6293.0,4638.0,Cash Flow
Accrued Expenses,,,,,-1125.0,-2797.0,-2115.0,-2698.0,Cash Flow
Changes in Working Capital,,,,,-61899.0,-26378.0,-42181.0,-65261.0,Cash Flow
Total Cash from Operations,,,,,74389.0,5145.0,6743.0,2815.0,Cash Flow
Capital Expenditures,,,,,-12047.0,-4410.0,-9985.0,-14418.0,Cash Flow
Sale/Maturity of Investment,,,,,16350.0,5706.0,16453.0,31003.0,Cash Flow
Purchase of Investments,,,,,-47034.0,-3593.0,-13699.0,-21737.0,Cash Flow
Other Investing Cash Flow,,,,,1100.0,559.0,1266.0,1735.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,-29584.0,2672.0,4020.0,11001.0,Cash Flow
Total Cash from Investing,,,,,-41631.0,-1738.0,-5965.0,-3417.0,Cash Flow
Financing Cash Flow Items,,,,,0.0,,,,Cash Flow
Total Cash Dividends Paid,,,,,0.0,,,,Cash Flow
Sale/Issuance of Common,,,,,11522.0,32139.0,33459.0,34943.0,Cash Flow
Repurch/Retirement Common,,,,,-45769.0,-44573.0,-46423.0,-47960.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,-34247.0,-12434.0,-12964.0,-13017.0,Cash Flow
Long Term Debt Issued,,,,,0.0,,,,Cash Flow
Long Term Debt Reduction,,,,,-7258.0,-1718.0,-3372.0,-4978.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,-7258.0,-1718.0,-3372.0,-4978.0,Cash Flow
Total Cash From Financing,,,,,-41505.0,-14152.0,-16336.0,-17995.0,Cash Flow
Foreign Exchange Effects,,,,,1108.0,-447.0,-1051.0,-1377.0,Cash Flow
Net Change in Cash,,,,,-7639.0,-11192.0,-16609.0,-19974.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,136067.0,128428.0,128428.0,128428.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,128428.0,117236.0,111819.0,108454.0,Cash Flow
"Depreciation, Supplemental",,,,,29661.0,7210.0,13574.0,18853.0,Cash Flow
Free Cash Flow,,,,,62342.0,735.0,-3242.0,-11603.0,
FCF Growth,,,,,,-0.9882101953739052,-5.410884353741497,2.578963602714374,
