,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
"Other Liabilities, Total",,,,42.0,51.0,50.0,47.0,Balance Sheet
Total Liabilities,,,,256.0,266.0,240.0,215.0,Balance Sheet
Common Stock,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,777.0,778.0,780.0,781.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,-141.0,-164.0,-367.0,-391.0,Balance Sheet
"Other Equity, Total",,,,-1.0,1.0,-4.0,-8.0,Balance Sheet
Total Equity,,,,635.0,615.0,409.0,383.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,891.0,881.0,649.0,597.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,45.0,45.0,45.0,45.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,110409.0,111377.0,97508.0,74155.0,Income Statement
"Cost of Revenue, Total",,,,91725.0,94771.0,90169.0,68291.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,27655.0,43003.0,25974.0,26186.0,Income Statement
Impair-Assets Held for Use,,,,35.0,,189572.0,0.0,Income Statement
Other Unusual Expnse (In),,,,0.0,0.0,0.0,0.0,Income Statement
Unusual Expense (Income),,,,35.0,0.0,189572.0,0.0,Income Statement
Total Operating Expense,,,,119415.0,137774.0,305715.0,94477.0,Income Statement
Total Operating Income,,,,-9006.0,-26397.0,-208207.0,-20322.0,Income Statement
"Inter Expse,Net Non-Operat",,,,-1862.0,-2366.0,-2424.0,-3073.0,Income Statement
OtherNon-OperatInc (Expnse),,,,-290.0,-102.0,458.0,615.0,Income Statement
"Other, Net",,,,-290.0,-102.0,458.0,615.0,Income Statement
Income Before Tax,,,,-11158.0,-28865.0,-210173.0,-22780.0,Income Statement
Income Tax - Total,,,,-112.0,-5569.0,-6861.0,759.0,Income Statement
Income After Tax,,,,-11046.0,-23296.0,-203312.0,-23539.0,Income Statement
Net Inc Before Extra Items,,,,-11046.0,-23296.0,-203312.0,-23539.0,Income Statement
Total Net Income,,,,-11046.0,-23296.0,-203312.0,-23539.0,Income Statement
Total Adjust to Net Income,,,,0.0,,,,Income Statement
Income Available to Common Excl. Extra. Items,,,,-11046.0,-23296.0,-203312.0,-23539.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,-11046.0,-23296.0,-203312.0,-23539.0,Income Statement
Basic/Primary Weighted Average Shares,,,,44473.0,44719.0,44910.0,45089.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,-0.25,-0.52,-4.53,-0.52,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,-0.25,-0.52,-4.53,-0.52,Income Statement
Diluted Weighted Average Shares,,,,44473.0,44719.0,44910.0,45089.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,-0.25,-0.52,-4.53,-0.52,Income Statement
Diluted EPS Incl. Extra. Items,,,,-0.25,-0.52,-4.53,-0.52,Income Statement
Div/Share-ComStockPrimIssue,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,1862.0,2366.0,2424.0,3073.0,Income Statement
"Depreciat/Amort, Suppl",,,,2111.0,2195.0,1590.0,2221.0,Income Statement
Total Special Items,,,,3431.0,6072.0,191444.0,1157.0,Income Statement
Normalzd Income Before Tax,,,,-7727.0,-22793.0,-18729.0,-21623.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,1201.0,2125.0,67005.0,405.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,1089.0,-3444.0,60144.0,1164.0,Income Statement
Normalized Income After Tax,,,,-8816.0,-19349.0,-78873.0,-22787.0,Income Statement
Normalzd Inc Avail to Common,,,,-8816.0,-19349.0,-78873.0,-22787.0,Income Statement
Basic Normalized EPS,,,,-0.2,-0.43,-1.76,-0.51,Income Statement
Diluted Normalized EPS,,,,-0.2,-0.43,-1.76,-0.51,Income Statement
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,13416.0,-23296.0,-226608.0,-250147.0,Cash Flow
Depreciation/Depletion,,,,14934.0,16941.0,24776.0,33215.0,Cash Flow
Deferred Taxes,,,,-20996.0,-4586.0,-12430.0,-12387.0,Cash Flow
Unusual Items,,,,0.0,2756.0,192328.0,192328.0,Cash Flow
Other Non-Cash Items,,,,10511.0,7096.0,22043.0,29776.0,Cash Flow
Non-Cash Items,,,,10511.0,9852.0,214371.0,222104.0,Cash Flow
Accounts Receivable,,,,-1926.0,-6834.0,6182.0,13135.0,Cash Flow
Inventories,,,,-46849.0,-143.0,21301.0,37146.0,Cash Flow
Prepaid Expenses,,,,2761.0,-2315.0,-814.0,-42.0,Cash Flow
Other Assets,,,,-1781.0,-90.0,-118.0,-76.0,Cash Flow
Accounts Payable,,,,-7223.0,10454.0,-2893.0,-6542.0,Cash Flow
Accrued Expenses,,,,-7914.0,-10117.0,-16464.0,-20761.0,Cash Flow
Changes in Working Capital,,,,-62932.0,-9066.0,7159.0,22705.0,Cash Flow
Total Cash from Operations,,,,-45067.0,-10155.0,7268.0,15490.0,Cash Flow
Purchase of Fixed Assets,,,,-5402.0,-2470.0,-4522.0,-7113.0,Cash Flow
Purchase/Acq of Intangibles,,,,-462172.0,,,,Cash Flow
Capital Expenditures,,,,-467574.0,-2470.0,-4522.0,-7113.0,Cash Flow
Sale of Business,,,,,190.0,190.0,190.0,Cash Flow
Other Investing Cash Flow,,,,-610.0,-105.0,-411.0,-463.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,-610.0,85.0,-221.0,-273.0,Cash Flow
Total Cash from Investing,,,,-468184.0,-2385.0,-4743.0,-7386.0,Cash Flow
Financing Cash Flow Items,,,,-21357.0,-1663.0,-2589.0,-18424.0,Cash Flow
Total Cash Dividends Paid,,,,0.0,,,,Cash Flow
"Common Stock, Net",,,,309782.0,,0.0,0.0,Cash Flow
"Preferred Stock, Net",,,,0.0,,,,Cash Flow
Warrants Converted,,,,56778.0,,0.0,0.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,366560.0,,0.0,0.0,Cash Flow
Long Term Debt Issued,,,,142628.0,420.0,646.0,773.0,Cash Flow
Long Term Debt Reduction,,,,-143003.0,-710.0,-1406.0,-1829.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,119504.0,-290.0,-760.0,-1056.0,Cash Flow
Total Cash From Financing,,,,464707.0,-1953.0,-3349.0,-19480.0,Cash Flow
Foreign Exchange Effects,,,,-27.0,43.0,-115.0,-515.0,Cash Flow
Net Change in Cash,,,,-48571.0,-14450.0,-939.0,-11891.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,76955.0,28384.0,28384.0,28384.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,28384.0,13934.0,27445.0,16493.0,Cash Flow
"Depreciation, Supplemental",,,,14934.0,16941.0,24776.0,33215.0,Cash Flow
Free Cash Flow,,,,-512641.0,-12625.0,2746.0,8377.0,
FCF Growth,,,,,-0.9753726291888476,-1.2175049504950495,2.0506190823015293,
