,2021,2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Report
Non-Cash Items,,,43251.0,55821.0,65035.0,12497.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,1674.0,2620.0,3623.0,5207.0,Cash Flow
"Cash Interest Pd, Suppl",,,388.0,702.0,998.0,372.0,Cash Flow
Accounts Receivable,,,-36785.0,-902.0,-3246.0,2130.0,Cash Flow
Inventories,,,2741.0,20937.0,16910.0,-32053.0,Cash Flow
Other Assets,,,-2817.0,-44035.0,-47501.0,29619.0,Cash Flow
Accounts Payable,,,-4387.0,-761.0,1598.0,-10253.0,Cash Flow
Changes in Working Capital,,,-35293.0,-30096.0,-11385.0,-29242.0,Cash Flow
Total Cash from Operations,,,7171.0,22907.0,54840.0,-18004.0,Cash Flow
Capital Expenditures,,,-1057.0,-1702.0,-11923.0,-5092.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,0.0,0.0,0.0,,Cash Flow
Total Cash from Investing,,,-1057.0,-1702.0,-11923.0,-5092.0,Cash Flow
Financing Cash Flow Items,,,-387.0,-702.0,-998.0,-373.0,Cash Flow
"Common Stock, Net",,,,,0.0,,Cash Flow
Options Exercised,,,,369.0,369.0,1077.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,369.0,369.0,1077.0,Cash Flow
Short Term Debt Issued,,,0.0,,0.0,,Cash Flow
Short Term Debt Reduction,,,0.0,,0.0,,Cash Flow
"Short Term Debt, Net",,,0.0,,0.0,,Cash Flow
"Long Term Debt, Net",,,-2689.0,-4067.0,-5466.0,-3234.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,-2689.0,-4067.0,-5466.0,-3234.0,Cash Flow
Total Cash From Financing,,,-3076.0,-4400.0,-6095.0,-2530.0,Cash Flow
Foreign Exchange Effects,,,-53.0,-39.0,-74.0,10.0,Cash Flow
Net Change in Cash,,,2985.0,16766.0,36748.0,-25616.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,76760.0,76760.0,76760.0,113507.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,79745.0,93526.0,113507.0,87891.0,Cash Flow
"Depreciation, Supplemental",,,4443.0,6728.0,9088.0,2547.0,Cash Flow
Free Cash Flow,,,6114.0,21205.0,42917.0,-23096.0,
FCF Growth,,,,2.4682695453058554,1.0239094553171424,-1.5381550434559732,
