,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Total Assets,,,,,38774.0,32812.0,31014.0,31112.0,Balance Sheet
Accounts Payable,,,,,860.0,862.0,810.0,774.0,Balance Sheet
Accrued Expenses,,,,,1372.0,1431.0,1494.0,1957.0,Balance Sheet
Notes Payable/ST Debt,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Customer Advances,,,,,26.0,25.0,33.0,29.0,Balance Sheet
Income Taxes Payable,,,,,2563.0,2459.0,2657.0,2643.0,Balance Sheet
Discontinued Operations,,,,,0.0,,,,Balance Sheet
Other Current Liabilities,,,,,4203.0,3875.0,3951.0,3617.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,6792.0,6359.0,6641.0,6289.0,Balance Sheet
Total Current Liabilities,,,,,9024.0,8652.0,8945.0,9020.0,Balance Sheet
Total Long Term Debt,,,,,9276.0,9273.0,9271.0,9268.0,Balance Sheet
Total Debt,,,,,9276.0,9273.0,9271.0,9268.0,Balance Sheet
Deferred Income Tax,,,,,365.0,91.0,103.0,121.0,Balance Sheet
Minority Interest,,,,,891.0,902.0,902.0,1153.0,Balance Sheet
Reserves,,,,,2546.0,2709.0,2865.0,3036.0,Balance Sheet
Other LT Liabilities,,,,,2214.0,2269.0,2267.0,2267.0,Balance Sheet
"Other Liabilities, Total",,,,,4760.0,4978.0,5132.0,5303.0,Balance Sheet
Total Liabilities,,,,,24316.0,23896.0,24353.0,24865.0,Balance Sheet
Common Stock,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,,38608.0,38977.0,39523.0,40020.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,-23626.0,-29556.0,-32157.0,-33363.0,Balance Sheet
Unrealized Gain (Loss),,,,,0.0,0.0,0.0,0.0,Balance Sheet
Cum. Trans. Adjustment,,,,,-524.0,-505.0,-705.0,-410.0,Balance Sheet
Other Equity,,,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Equity, Total",,,,,-524.0,-505.0,-705.0,-410.0,Balance Sheet
Total Equity,,,,,14458.0,8916.0,6661.0,6247.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,38774.0,32812.0,31014.0,31112.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,1949.0,1960.0,1976.0,1990.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,5778.0,6854.0,8073.0,8343.0,Income Statement
"Cost of Revenue, Total",,,,,3651.0,4600.0,5770.0,5790.0,Income Statement
Selling/Gen/Admin Expense,,,,,1751.0,1765.0,1916.0,1912.0,Income Statement
Labor & Related Expense,,,,,122.0,130.0,153.0,149.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,1873.0,1895.0,2069.0,2061.0,Income Statement
Research & Development,,,,,558.0,587.0,704.0,760.0,Income Statement
Depreciation/Amortization,,,,,246.0,254.0,243.0,227.0,Income Statement
Impair-Assets Held for Sale,,,,,0.0,182.0,0.0,0.0,Income Statement
Other Unusual Expnse (In),,,,,0.0,0.0,0.0,-14.0,Income Statement
Unusual Expense (Income),,,,,0.0,182.0,0.0,-14.0,Income Statement
Total Operating Expense,,,,,6328.0,7518.0,8786.0,8824.0,Income Statement
Total Operating Income,,,,,-550.0,-664.0,-713.0,-481.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,-130.0,-129.0,-139.0,-146.0,Income Statement
"Inter Income, Non-Operating",,,,,9.0,11.0,17.0,38.0,Income Statement
"Invest Income, Non-Operat",,,,,1582.0,-5560.0,-1715.0,-598.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,1591.0,-5549.0,-1698.0,-560.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,-120.0,174.0,-6.0,11.0,Income Statement
"Other, Net",,,,,-120.0,174.0,-6.0,11.0,Income Statement
Income Before Tax,,,,,791.0,-6168.0,-2556.0,-1176.0,Income Statement
Income Tax - Total,,,,,-97.0,-232.0,77.0,58.0,Income Statement
Income After Tax,,,,,888.0,-5936.0,-2633.0,-1234.0,Income Statement
Minority Interest,,,,,13.0,-12.0,15.0,-2.0,Income Statement
Equity In Affiliates,,,,,-9.0,18.0,17.0,30.0,Income Statement
Net Inc Before Extra Items,,,,,892.0,-5930.0,-2601.0,-1206.0,Income Statement
Total Net Income,,,,,892.0,-5930.0,-2601.0,-1206.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,892.0,-5930.0,-2601.0,-1206.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,892.0,-5930.0,-2601.0,-1206.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,1937.0,1954.0,1964.0,1979.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,0.46,-3.03,-1.32,-0.61,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,0.46,-3.03,-1.32,-0.61,Income Statement
Diluted Weighted Average Shares,,,,,1937.0,1954.0,1964.0,1979.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,0.46,-3.03,-1.32,-0.61,Income Statement
Diluted EPS Incl. Extra. Items,,,,,0.46,-3.03,-1.32,-0.61,Income Statement
Div/Share-ComStockPrimIssue,,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,130.0,129.0,139.0,146.0,Income Statement
"Depreciat/Amort, Suppl",,,,,108.0,110.0,104.0,101.0,Income Statement
Total Special Items,,,,,53.0,210.0,378.0,288.0,Income Statement
Normalzd Income Before Tax,,,,,844.0,-5958.0,-2178.0,-888.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,19.0,74.0,132.0,101.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,-78.0,-159.0,209.0,159.0,Income Statement
Normalized Income After Tax,,,,,922.0,-5800.0,-2387.0,-1047.0,Income Statement
Normalzd Inc Avail to Common,,,,,926.0,-5794.0,-2355.0,-1019.0,Income Statement
Basic Normalized EPS,,,,,0.48,-2.96,-1.2,-0.51,Income Statement
Diluted Normalized EPS,,,,,0.48,-2.96,-1.2,-0.51,Income Statement
Date,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,-570.0,-5918.0,-8534.0,-9738.0,Cash Flow
Depreciation/Depletion,,,,,902.0,254.0,497.0,724.0,Cash Flow
Deferred Taxes,,,,,-692.0,-281.0,-267.0,-251.0,Cash Flow
Unusual Items,,,,,-3123.0,5765.0,7444.0,7980.0,Cash Flow
Equity in Net Earnings/Loss,,,,,37.0,-18.0,-35.0,-65.0,Cash Flow
Other Non-Cash Items,,,,,1319.0,186.0,718.0,1237.0,Cash Flow
Non-Cash Items,,,,,-1767.0,5933.0,8127.0,9152.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,87.0,41.0,105.0,149.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,449.0,135.0,253.0,390.0,Cash Flow
Accounts Receivable,,,,,-597.0,-26.0,-129.0,-219.0,Cash Flow
Prepaid Expenses,,,,,-236.0,-20.0,58.0,-57.0,Cash Flow
Other Assets,,,,,1025.0,42.0,95.0,142.0,Cash Flow
Accounts Payable,,,,,90.0,8.0,-45.0,-80.0,Cash Flow
Accrued Expenses,,,,,1400.0,23.0,652.0,1213.0,Cash Flow
Changes in Working Capital,,,,,2031.0,27.0,631.0,999.0,Cash Flow
Total Cash from Operations,,,,,-96.0,15.0,454.0,886.0,Cash Flow
Capital Expenditures,,,,,-298.0,-62.0,-119.0,-193.0,Cash Flow
Acquisition of Business,,,,,-2314.0,-59.0,-59.0,-59.0,Cash Flow
Sale of Business,,,,,0.0,,,26.0,Cash Flow
Sale/Maturity of Investment,,,,,3791.0,0.0,0.0,376.0,Cash Flow
Purchase of Investments,,,,,-2095.0,-13.0,-14.0,-14.0,Cash Flow
Other Investing Cash Flow,,,,,-285.0,-1.0,3.0,-4.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,-903.0,-73.0,-70.0,325.0,Cash Flow
Total Cash from Investing,,,,,-1201.0,-135.0,-189.0,132.0,Cash Flow
Financing Cash Flow Items,,,,,74.0,-51.0,-59.0,-63.0,Cash Flow
"Common Stock, Net",,,,,107.0,,59.0,59.0,Cash Flow
"Preferred Stock, Net",,,,,675.0,,,255.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,782.0,,59.0,314.0,Cash Flow
Long Term Debt Issued,,,,,1484.0,,,0.0,Cash Flow
Long Term Debt Reduction,,,,,-560.0,-62.0,-108.0,-147.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,924.0,-62.0,-108.0,-147.0,Cash Flow
Total Cash From Financing,,,,,1780.0,-113.0,-108.0,104.0,Cash Flow
Foreign Exchange Effects,,,,,-69.0,20.0,-98.0,-293.0,Cash Flow
Net Change in Cash,,,,,414.0,-213.0,59.0,829.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,7391.0,7805.0,7805.0,7805.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,7805.0,7592.0,7864.0,8634.0,Cash Flow
"Depreciation, Supplemental",,,,,902.0,254.0,497.0,724.0,Cash Flow
Free Cash Flow,,,,,-394.0,-47.0,335.0,693.0,
FCF Growth,,,,,,-0.8807106598984772,-8.127659574468085,1.0686567164179106,
