,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Income Before Tax,,,,-14807.0,24046.0,43586.0,30234.0,Income Statement
Income Tax - Total,,,,3174.0,7188.0,3023.0,-1345.0,Income Statement
Income After Tax,,,,-17981.0,16858.0,40563.0,31579.0,Income Statement
Net Inc Before Extra Items,,,,-17981.0,16858.0,40563.0,31579.0,Income Statement
Total Net Income,,,,-17981.0,16858.0,40563.0,31579.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,-17981.0,16858.0,40563.0,31579.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,-17981.0,16858.0,40563.0,31579.0,Income Statement
Basic/Primary Weighted Average Shares,,,,118026.0,115876.0,116932.0,116959.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,-0.15,0.15,0.35,0.27,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,-0.15,0.15,0.35,0.27,Income Statement
Diluted Weighted Average Shares,,,,118026.0,116049.0,117115.0,116959.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,-0.15,0.15,0.35,0.27,Income Statement
Diluted EPS Incl. Extra. Items,,,,-0.15,0.15,0.35,0.27,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,8032.0,7391.0,8961.0,10428.0,Income Statement
"Depreciat/Amort, Suppl",,,,4199.0,2140.0,2523.0,2837.0,Income Statement
Total Special Items,,,,14016.0,290.0,1691.0,3661.0,Income Statement
Normalzd Income Before Tax,,,,-791.0,24336.0,45277.0,33895.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,4906.0,87.0,117.0,1281.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,8080.0,7275.0,3140.0,-64.0,Income Statement
Normalized Income After Tax,,,,-8871.0,17061.0,42137.0,33959.0,Income Statement
Normalzd Inc Avail to Common,,,,-8871.0,17061.0,42137.0,33959.0,Income Statement
Basic Normalized EPS,,,,-0.08,0.15,0.36,0.29,Income Statement
Diluted Normalized EPS,,,,-0.08,0.15,0.36,0.29,Income Statement
Date,,,,2021-12-31 00:00:00,2022-04-03 00:00:00,2022-07-03 00:00:00,2022-10-02 00:00:00,Cash Flow
Net Income,,,,-27139.0,16858.0,57421.0,89000.0,Cash Flow
Depreciation/Depletion,,,,11527.0,2140.0,4663.0,7500.0,Cash Flow
Amortization,,,,13999.0,3661.0,7323.0,10985.0,Cash Flow
Deferred Taxes,,,,-66.0,-1310.0,-1090.0,-4219.0,Cash Flow
Unusual Items,,,,55023.0,4660.0,-22458.0,-57440.0,Cash Flow
Other Non-Cash Items,,,,12520.0,4849.0,12897.0,20554.0,Cash Flow
Non-Cash Items,,,,67543.0,9509.0,-9561.0,-36886.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,10648.0,0.0,4276.0,6834.0,Cash Flow
"Cash Interest Pd, Suppl",,,,38067.0,8129.0,16005.0,25070.0,Cash Flow
Accounts Receivable,,,,464.0,-12275.0,-6343.0,-8573.0,Cash Flow
Inventories,,,,-45073.0,-5384.0,-29483.0,-46299.0,Cash Flow
Prepaid Expenses,,,,-13408.0,4286.0,3838.0,1027.0,Cash Flow
Accounts Payable,,,,8727.0,-3712.0,-5778.0,-1922.0,Cash Flow
Accrued Expenses,,,,5009.0,4576.0,-159.0,1551.0,Cash Flow
Changes in Working Capital,,,,-44281.0,-12509.0,-37925.0,-54216.0,Cash Flow
Total Cash from Operations,,,,21583.0,18349.0,20831.0,12164.0,Cash Flow
Capital Expenditures,,,,-15233.0,-5740.0,-9609.0,-11745.0,Cash Flow
Acquisition of Business,,,,-119220.0,-1617.0,-14077.0,-14077.0,Cash Flow
Sale of Fixed Assets,,,,364.0,153.0,244.0,473.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,-118856.0,-1464.0,-13833.0,-13604.0,Cash Flow
Total Cash from Investing,,,,-134089.0,-7204.0,-23442.0,-25349.0,Cash Flow
Financing Cash Flow Items,,,,118886.0,,,-1050.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,383.0,383.0,Cash Flow
Long Term Debt Issued,,,,630000.0,,27000.0,27000.0,Cash Flow
Long Term Debt Reduction,,,,-696729.0,-3288.0,-5099.0,-6790.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,-41729.0,-3288.0,-3099.0,-4790.0,Cash Flow
Total Cash From Financing,,,,77157.0,-3288.0,-2716.0,-5457.0,Cash Flow
Foreign Exchange Effects,,,,,-101.0,-443.0,-1077.0,Cash Flow
Net Change in Cash,,,,-35349.0,7756.0,-5770.0,-19719.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,71674.0,36325.0,36325.0,36325.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,36325.0,44081.0,30555.0,16606.0,Cash Flow
"Depreciation, Supplemental",,,,11527.0,2140.0,4663.0,7500.0,Cash Flow
Free Cash Flow,,,,6350.0,12609.0,11222.0,419.0,
FCF Growth,,,,,0.9856692913385827,-0.11000079308430488,-0.9626626269827125,
