,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Ret. Earn.(Accum. Deficit),,,-977.0,-1092.0,-1114.0,-1090.0,Balance Sheet
"Other Equity, Total",,,-45.0,-59.0,-128.0,-140.0,Balance Sheet
Total Equity,,,2138.0,2012.0,1907.0,1882.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,6164.0,6167.0,5931.0,5805.0,Balance Sheet
Shr Outs.-Com. Primary Iss.,,,296.0,297.0,295.0,293.0,Balance Sheet
Shr Outs.-Com. Stk. Iss. 2,,,79.0,79.0,79.0,79.0,Balance Sheet
Ttl Comm. Shares Outs.,,,375.0,375.0,373.0,372.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,0.0,0.0,0.0,0.0,Balance Sheet
Trsy. Shrs-Comm. Iss. 2,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,793.0,625.0,776.0,713.0,Income Statement
"Cost of Revenue, Total",,,265.0,282.0,304.0,301.0,Income Statement
Selling/Gen/Admin Expense,,,326.0,306.0,233.0,205.0,Income Statement
Labor & Related Expense,,,17.0,23.0,29.0,19.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,344.0,329.0,261.0,224.0,Income Statement
Research & Development,,,120.0,126.0,141.0,122.0,Income Statement
Depreciation/Amortization,,,7.0,16.0,17.0,17.0,Income Statement
Unusual Expense (Income),,,0.0,,,,Income Statement
Total Operating Expense,,,735.0,753.0,723.0,664.0,Income Statement
Total Operating Income,,,59.0,-128.0,53.0,49.0,Income Statement
"Inter Expse,Net Non-Operat",,,-30.0,-32.0,-37.0,-49.0,Income Statement
OtherNon-OperatInc (Expnse),,,0.0,2.0,1.0,1.0,Income Statement
"Other, Net",,,0.0,2.0,1.0,1.0,Income Statement
Income Before Tax,,,29.0,-158.0,17.0,2.0,Income Statement
Income Tax - Total,,,-3.0,-43.0,39.0,-22.0,Income Statement
Income After Tax,,,31.0,-115.0,-22.0,24.0,Income Statement
Minority Interest,,,0.0,0.0,0.0,0.0,Income Statement
Net Inc Before Extra Items,,,31.0,-115.0,-22.0,24.0,Income Statement
Total Net Income,,,31.0,-115.0,-22.0,24.0,Income Statement
Total Adjust to Net Income,,,-3.0,,0.0,0.0,Income Statement
Income Available to Common Excl. Extra. Items,,,28.0,-115.0,-22.0,24.0,Income Statement
Income Available to Common Incl. Extra. Items,,,28.0,-115.0,-22.0,24.0,Income Statement
Basic/Primary Weighted Average Shares,,,371.0,372.0,374.0,369.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,0.08,-0.31,-0.06,0.06,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,0.08,-0.31,-0.06,0.06,Income Statement
Dilution Adjustment,,,0.0,,,0.0,Income Statement
Diluted Weighted Average Shares,,,389.0,372.0,374.0,378.0,Income Statement
Diluted EPS Excl. Extra. Items,,,0.07,-0.31,-0.06,0.06,Income Statement
Diluted EPS Incl. Extra. Items,,,0.07,-0.31,-0.06,0.06,Income Statement
Div/Share-ComStockPrimIssue,,,0.0,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,0.0,,,,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,,30.0,32.0,37.0,49.0,Income Statement
"Depreciat/Amort, Suppl",,,9.0,8.0,10.0,36.0,Income Statement
Total Special Items,,,3.0,22.0,9.0,5.0,Income Statement
Normalzd Income Before Tax,,,31.0,-136.0,27.0,7.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,1.0,8.0,3.0,2.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,-2.0,-35.0,42.0,-20.0,Income Statement
Normalized Income After Tax,,,33.0,-101.0,-16.0,27.0,Income Statement
Normalzd Inc Avail to Common,,,30.0,-101.0,-16.0,27.0,Income Statement
Basic Normalized EPS,,,0.08,-0.27,-0.04,0.07,Income Statement
Diluted Normalized EPS,,,0.08,-0.27,-0.04,0.07,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,35.0,-115.0,-137.0,-113.0,Cash Flow
Depreciation/Depletion,,,431.0,129.0,282.0,446.0,Cash Flow
Unusual Items,,,9.0,1.0,2.0,,Cash Flow
Other Non-Cash Items,,,171.0,53.0,118.0,169.0,Cash Flow
Non-Cash Items,,,180.0,54.0,120.0,169.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,91.0,4.0,20.0,108.0,Cash Flow
"Cash Interest Pd, Suppl",,,77.0,29.0,62.0,59.0,Cash Flow
Accounts Receivable,,,-202.0,-170.0,-163.0,-139.0,Cash Flow
Prepaid Expenses,,,-97.0,-54.0,-29.0,-70.0,Cash Flow
Other Assets,,,-46.0,1.0,3.0,-5.0,Cash Flow
Accounts Payable,,,99.0,112.0,14.0,-8.0,Cash Flow
Accrued Expenses,,,-24.0,15.0,-4.0,-18.0,Cash Flow
Changes in Working Capital,,,-284.0,-100.0,-189.0,-252.0,Cash Flow
Total Cash from Operations,,,362.0,-32.0,75.0,250.0,Cash Flow
Purchase of Fixed Assets,,,-1.0,0.0,0.0,-1.0,Cash Flow
Software Development Costs,,,-4.0,-2.0,-3.0,-5.0,Cash Flow
Capital Expenditures,,,-5.0,-2.0,-3.0,-5.0,Cash Flow
Acquisition of Business,,,-1206.0,-1046.0,-1294.0,-1336.0,Cash Flow
Purchase of Investments,,,-15.0,-14.0,-57.0,-57.0,Cash Flow
Other Investing Cash Flow,,,12.0,2.0,2.0,4.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-1209.0,-1058.0,-1349.0,-1389.0,Cash Flow
Total Cash from Investing,,,-1215.0,-1060.0,-1352.0,-1394.0,Cash Flow
Financing Cash Flow Items,,,2083.0,-2.0,-72.0,-105.0,Cash Flow
Sale/Issuance of Common,,,1745.0,,0.0,0.0,Cash Flow
Repurch/Retirement Common,,,0.0,-44.0,-244.0,-339.0,Cash Flow
"Common Stock, Net",,,1745.0,-44.0,-244.0,-339.0,Cash Flow
Options Exercised,,,34.0,8.0,20.0,25.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,1779.0,-36.0,-224.0,-313.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,-753.0,-28.0,-39.0,-53.0,Cash Flow
Total Cash From Financing,,,3110.0,-65.0,-335.0,-471.0,Cash Flow
Foreign Exchange Effects,,,-3.0,0.0,-7.0,-11.0,Cash Flow
Net Change in Cash,,,2253.0,-1157.0,-1619.0,-1627.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,317.0,2571.0,2571.0,2571.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,2571.0,1413.0,952.0,944.0,Cash Flow
"Depreciation, Supplemental",,,431.0,129.0,282.0,446.0,Cash Flow
Free Cash Flow,,,357.0,-34.0,72.0,245.0,
FCF Growth,,,,-1.0952380952380953,-3.1176470588235294,2.4027777777777777,
