,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,576.0,562.0,536.0,573.0,Income Statement
Selling/Gen/Admin Expense,,,,46.0,51.0,51.0,50.0,Income Statement
Labor & Related Expense,,,,,0.0,1.0,1.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,46.0,52.0,52.0,51.0,Income Statement
Research & Development,,,,104.0,101.0,1.0,26.0,Income Statement
Depreciation/Amortization,,,,6.0,6.0,0.0,0.0,Income Statement
"Other Operat Expse, Total",,,,267.0,185.0,106.0,305.0,Income Statement
Total Operating Expense,,,,422.0,342.0,158.0,381.0,Income Statement
Total Operating Income,,,,153.0,220.0,378.0,192.0,Income Statement
"Inter Expse,Net Non-Operat",,,,-47.0,-47.0,-47.0,-47.0,Income Statement
"Inter Income, Non-Operating",,,,11.0,10.0,11.0,14.0,Income Statement
"Invest Income, Non-Operat",,,,-59.0,-52.0,151.0,72.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,-48.0,-43.0,162.0,86.0,Income Statement
OtherNon-OperatInc (Expnse),,,,-5.0,-2.0,-1.0,-11.0,Income Statement
"Other, Net",,,,-5.0,-2.0,-1.0,-11.0,Income Statement
Income Before Tax,,,,54.0,128.0,492.0,220.0,Income Statement
Income Tax - Total,,,,0.0,0.0,0.0,0.0,Income Statement
Income After Tax,,,,54.0,128.0,492.0,220.0,Income Statement
Minority Interest,,,,-46.0,-76.0,-187.0,-78.0,Income Statement
Net Inc Before Extra Items,,,,8.0,52.0,305.0,143.0,Income Statement
Total Net Income,,,,8.0,52.0,305.0,143.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,8.0,52.0,305.0,143.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,8.0,52.0,305.0,143.0,Income Statement
Basic/Primary Weighted Average Shares,,,,431.0,434.0,436.0,439.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,0.02,0.12,0.7,0.32,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,0.02,0.12,0.7,0.32,Income Statement
Dilution Adjustment,,,,,21.0,119.0,54.0,Income Statement
Diluted Weighted Average Shares,,,,431.0,607.0,607.0,607.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,0.02,0.12,0.7,0.32,Income Statement
Diluted EPS Incl. Extra. Items,,,,0.02,0.12,0.7,0.32,Income Statement
Div/Share-ComStockPrimIssue,,,,0.17,0.19,0.19,0.19,Income Statement
Gross Divid - Common Stock,,,,74.0,82.0,83.0,84.0,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,47.0,47.0,47.0,47.0,Income Statement
Normalzd Income Before Tax,,,,54.0,128.0,492.0,220.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,0.0,0.0,0.0,0.0,Income Statement
Normalized Income After Tax,,,,54.0,128.0,492.0,220.0,Income Statement
Normalzd Inc Avail to Common,,,,8.0,52.0,305.0,143.0,Income Statement
Basic Normalized EPS,,,,0.02,0.12,0.7,0.32,Income Statement
Diluted Normalized EPS,,,,0.02,0.12,0.7,0.32,Income Statement
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Cash Receipts,,,,2546.0,675.0,1285.0,1968.0,Cash Flow
Cash Payments,,,,-185.0,-49.0,-93.0,-142.0,Cash Flow
"Cash Interest Pd, Suppl",,,,-130.0,-86.0,-87.0,-169.0,Cash Flow
Changes in Working Capital,,,,-213.0,-79.0,-70.0,-83.0,Cash Flow
Total Cash from Operations,,,,2018.0,460.0,1035.0,1574.0,Cash Flow
Capital Expenditures,,,,-2192.0,0.0,-175.0,-1491.0,Cash Flow
Sale/Maturity of Investment,,,,1776.0,290.0,557.0,770.0,Cash Flow
"Investment, Net",,,,,,-21.0,-21.0,Cash Flow
Purchase of Investments,,,,-1437.0,-279.0,-380.0,-701.0,Cash Flow
Other Investing Cash Flow,,,,-18.0,,0.0,0.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,321.0,11.0,156.0,47.0,Cash Flow
Total Cash from Investing,,,,-1870.0,11.0,-19.0,-1444.0,Cash Flow
Financing Cash Flow Items,,,,-602.0,-139.0,-284.0,-430.0,Cash Flow
Total Cash Dividends Paid,,,,-285.0,-82.0,-165.0,-249.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,0.0,,,,Cash Flow
Long Term Debt Issued,,,,1273.0,,,0.0,Cash Flow
Long Term Debt Reduction,,,,0.0,,,,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,1273.0,,,0.0,Cash Flow
Total Cash From Financing,,,,385.0,-221.0,-449.0,-679.0,Cash Flow
Net Change in Cash,,,,532.0,250.0,567.0,-549.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,1009.0,1541.0,1541.0,1541.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,1541.0,1792.0,2108.0,992.0,Cash Flow
Free Cash Flow,,,,-174.0,460.0,860.0,83.0,
FCF Growth,,,,,-3.6436781609195403,0.8695652173913044,-0.9034883720930232,
