,2019,2020,2021,2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Report
"Other, Net",,,,,-4454.0,16336.0,-471.0,-1254.0,Income Statement
Income Before Tax,,,,,-69756.0,-62868.0,-91128.0,-93092.0,Income Statement
Income Tax - Total,,,,,-314.0,-2719.0,-1862.0,-392.0,Income Statement
Income After Tax,,,,,-69442.0,-60149.0,-89266.0,-92700.0,Income Statement
Net Inc Before Extra Items,,,,,-69442.0,-60149.0,-89266.0,-92700.0,Income Statement
Total Net Income,,,,,-69442.0,-60149.0,-89266.0,-92700.0,Income Statement
Preferred Dividends,,,,,0.0,0.0,0.0,0.0,Income Statement
Misc Earnings Adjustment,,,,,0.0,0.0,0.0,0.0,Income Statement
Total Adjust to Net Income,,,,,0.0,0.0,0.0,0.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,-69442.0,-60149.0,-89266.0,-92700.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,-69442.0,-60149.0,-89266.0,-92700.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,325035.0,331611.0,334624.0,336814.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,-0.21,-0.18,-0.27,-0.28,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,-0.21,-0.18,-0.27,-0.28,Income Statement
Diluted Weighted Average Shares,,,,,325035.0,331611.0,334624.0,336814.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,-0.21,-0.18,-0.27,-0.28,Income Statement
Diluted EPS Incl. Extra. Items,,,,,-0.21,-0.18,-0.27,-0.28,Income Statement
Div/Share-ComStockPrimIssue,,,,,0.0,,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,3.0,0.0,933.0,2928.0,Income Statement
"Depreciat/Amort, Suppl",,,,,8658.0,3200.0,3400.0,3300.0,Income Statement
Total Special Items,,,,,4800.0,200.0,,,Income Statement
Normalzd Income Before Tax,,,,,-64956.0,-62668.0,-91128.0,-93092.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,1680.0,70.0,,,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,1366.0,-2649.0,-1862.0,-392.0,Income Statement
Normalized Income After Tax,,,,,-66322.0,-60019.0,-89266.0,-92700.0,Income Statement
Normalzd Inc Avail to Common,,,,,-66322.0,-60019.0,-89266.0,-92700.0,Income Statement
Basic Normalized EPS,,,,,-0.2,-0.18,-0.27,-0.28,Income Statement
Diluted Normalized EPS,,,,,-0.2,-0.18,-0.27,-0.28,Income Statement
Date,,,,,2021-10-31 00:00:00,2022-01-31 00:00:00,2022-04-30 00:00:00,2022-07-31 00:00:00,Cash Flow
Net Income,,,,,-72.0,-132.0,-89.0,-182.0,Cash Flow
Depreciation/Depletion,,,,,10.0,16.0,6.0,12.0,Cash Flow
Deferred Taxes,,,,,0.0,-3.0,,,Cash Flow
Unusual Items,,,,,-40.0,-57.0,0.0,0.0,Cash Flow
Other Non-Cash Items,,,,,-19.0,2.0,18.0,51.0,Cash Flow
Non-Cash Items,,,,,-59.0,-55.0,18.0,51.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,0.0,0.0,0.0,0.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,0.0,0.0,0.0,0.0,Cash Flow
Accounts Receivable,,,,,-27.0,-38.0,-6.0,-36.0,Cash Flow
Inventories,,,,,3.0,-2.0,-10.0,-18.0,Cash Flow
Prepaid Expenses,,,,,-19.0,-24.0,-10.0,-10.0,Cash Flow
Accounts Payable,,,,,11.0,8.0,3.0,15.0,Cash Flow
Accrued Expenses,,,,,14.0,18.0,7.0,14.0,Cash Flow
Changes in Working Capital,,,,,12.0,17.0,-5.0,-15.0,Cash Flow
Total Cash from Operations,,,,,-109.0,-157.0,-71.0,-134.0,Cash Flow
Capital Expenditures,,,,,-12.0,-16.0,-3.0,-9.0,Cash Flow
Acquisition of Business,,,,,-205.0,-205.0,-3.0,-3.0,Cash Flow
"Investment, Net",,,,,0.0,,,,Cash Flow
Purchase of Investments,,,,,,,,-285.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,-205.0,-205.0,-3.0,-288.0,Cash Flow
Total Cash from Investing,,,,,-217.0,-222.0,-6.0,-296.0,Cash Flow
Financing Cash Flow Items,,,,,460.0,462.0,2.0,4.0,Cash Flow
"Preferred Stock, Net",,,,,0.0,,,,Cash Flow
Options Exercised,,,,,4.0,5.0,5.0,5.0,Cash Flow
Warrants Converted,,,,,119.0,119.0,0.0,0.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,123.0,124.0,5.0,5.0,Cash Flow
Long Term Debt Issued,,,,,,,296.0,294.0,Cash Flow
Long Term Debt Reduction,,,,,-36.0,-36.0,0.0,0.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,-36.0,-36.0,296.0,294.0,Cash Flow
Total Cash From Financing,,,,,547.0,550.0,303.0,304.0,Cash Flow
Foreign Exchange Effects,,,,,-1.0,-1.0,-1.0,-1.0,Cash Flow
Net Change in Cash,,,,,220.0,170.0,225.0,-128.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,146.0,146.0,316.0,316.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,366.0,316.0,541.0,188.0,Cash Flow
"Depreciation, Supplemental",,,,,10.0,16.0,6.0,12.0,Cash Flow
Free Cash Flow,,,,,-121.0,-173.0,-74.0,-143.0,
FCF Growth,,,,,,0.4297520661157024,-0.5722543352601156,0.9324324324324325,
