,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Ret. Earn.(Accum. Deficit),,,,-163.0,-184.0,-219.0,-246.0,Balance Sheet
"Other Equity, Total",,,,-1.0,-6.0,-7.0,-8.0,Balance Sheet
Total Equity,,,,746.0,724.0,693.0,668.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,776.0,752.0,720.0,686.0,Balance Sheet
Shr Outs.-Com. Primary Iss.,,,,217.0,217.0,217.0,217.0,Balance Sheet
Shr Outs.-Com. Stk. Iss. 2,,,,1.0,1.0,1.0,1.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,218.0,218.0,218.0,218.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,0.0,0.0,0.0,0.0,Balance Sheet
Trsy. Shrs-Comm. Iss. 2,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,0.0,0.0,0.0,0.0,Income Statement
Selling/Gen/Admin Expense,,,,6078.0,5441.0,6342.0,5457.0,Income Statement
Labor & Related Expense,,,,1529.0,2022.0,2606.0,2587.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,7607.0,7463.0,8948.0,8044.0,Income Statement
Research & Development,,,,22002.0,20729.0,28922.0,21294.0,Income Statement
Total Operating Expense,,,,29609.0,28192.0,37870.0,29338.0,Income Statement
Total Operating Income,,,,-29609.0,-28192.0,-37870.0,-29338.0,Income Statement
"Inter Income, Non-Operating",,,,902.0,958.0,841.0,2127.0,Income Statement
"Invest Income, Non-Operat",,,,-136.0,-214.0,-694.0,-191.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,766.0,744.0,147.0,1936.0,Income Statement
OtherNon-OperatInc (Expnse),,,,3709.0,6155.0,2865.0,199.0,Income Statement
"Other, Net",,,,3709.0,6155.0,2865.0,199.0,Income Statement
Income Before Tax,,,,-25134.0,-21293.0,-34858.0,-27203.0,Income Statement
Income Tax - Total,,,,,,0.0,0.0,Income Statement
Income After Tax,,,,-25134.0,-21293.0,-34858.0,-27203.0,Income Statement
Net Inc Before Extra Items,,,,-25134.0,-21293.0,-34858.0,-27203.0,Income Statement
Total Net Income,,,,-25134.0,-21293.0,-34858.0,-27203.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,-25134.0,-21293.0,-34858.0,-27203.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,-25134.0,-21293.0,-34858.0,-27203.0,Income Statement
Basic/Primary Weighted Average Shares,,,,210358.0,213411.0,216603.0,218300.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,-0.12,-0.1,-0.16,-0.12,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,-0.12,-0.1,-0.16,-0.12,Income Statement
Diluted Weighted Average Shares,,,,210358.0,213411.0,216603.0,218300.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,-0.12,-0.1,-0.16,-0.12,Income Statement
Diluted EPS Incl. Extra. Items,,,,-0.12,-0.1,-0.16,-0.12,Income Statement
Div/Share-ComStockPrimIssue,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Depreciat/Amort, Suppl",,,,43.0,46.0,48.0,56.0,Income Statement
Normalzd Income Before Tax,,,,-25134.0,-21293.0,-34858.0,-27203.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,0.0,0.0,Income Statement
Normalized Income After Tax,,,,-25134.0,-21293.0,-34858.0,-27203.0,Income Statement
Normalzd Inc Avail to Common,,,,-25134.0,-21293.0,-34858.0,-27203.0,Income Statement
Basic Normalized EPS,,,,-0.12,-0.1,-0.16,-0.12,Income Statement
Diluted Normalized EPS,,,,-0.12,-0.1,-0.16,-0.12,Income Statement
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,-87.0,-21.0,-56.0,-83.0,Cash Flow
Depreciation/Depletion,,,,0.0,0.0,0.0,0.0,Cash Flow
Unusual Items,,,,-4.0,-6.0,-8.0,-9.0,Cash Flow
Other Non-Cash Items,,,,16.0,6.0,12.0,16.0,Cash Flow
Non-Cash Items,,,,12.0,0.0,4.0,8.0,Cash Flow
Prepaid Expenses,,,,-2.0,-4.0,-4.0,-1.0,Cash Flow
Other Assets,,,,,,0.0,0.0,Cash Flow
Accounts Payable,,,,2.0,6.0,9.0,-1.0,Cash Flow
Accrued Expenses,,,,7.0,-5.0,-5.0,-2.0,Cash Flow
Changes in Working Capital,,,,7.0,-3.0,0.0,-4.0,Cash Flow
Total Cash from Operations,,,,-68.0,-25.0,-52.0,-80.0,Cash Flow
Capital Expenditures,,,,0.0,0.0,0.0,0.0,Cash Flow
Sale of Fixed Assets,,,,,,,0.0,Cash Flow
Sale/Maturity of Investment,,,,155.0,126.0,284.0,468.0,Cash Flow
"Investment, Net",,,,0.0,,,,Cash Flow
Purchase of Investments,,,,-609.0,-132.0,-263.0,-383.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,-454.0,-6.0,21.0,86.0,Cash Flow
Total Cash from Investing,,,,-455.0,-6.0,21.0,85.0,Cash Flow
Financing Cash Flow Items,,,,625.0,4.0,0.0,0.0,Cash Flow
"Common Stock, Net",,,,0.0,,0.0,0.0,Cash Flow
Sale/Issue of Common/Prefrd,,,,0.0,,,,Cash Flow
Options Exercised,,,,0.0,0.0,0.0,1.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,1.0,0.0,1.0,1.0,Cash Flow
Total Cash From Financing,,,,626.0,4.0,1.0,1.0,Cash Flow
Net Change in Cash,,,,103.0,-26.0,-30.0,6.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,30.0,132.0,132.0,132.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,132.0,106.0,102.0,139.0,Cash Flow
"Depreciation, Supplemental",,,,0.0,0.0,0.0,0.0,Cash Flow
Free Cash Flow,,,,-68.0,-25.0,-52.0,-80.0,
FCF Growth,,,,,-0.6323529411764706,1.08,0.5384615384615385,
