,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Basic Normalized EPS,,,,,-0.42,-0.46,-0.19,-0.38,Income Statement
Diluted Normalized EPS,,,,,-0.42,-0.46,-0.19,-0.38,Income Statement
Date,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,-410368.0,-89633.0,-25974.0,-180404.0,Cash Flow
Amortization,,,,,11111.0,,,,Cash Flow
Unusual Items,,,,,10858.0,4420.0,-92613.0,-763.0,Cash Flow
Other Non-Cash Items,,,,,18689.0,3920.0,6546.0,10949.0,Cash Flow
Non-Cash Items,,,,,29547.0,8340.0,-86067.0,10186.0,Cash Flow
Accounts Receivable,,,,,21.0,0.0,0.0,,Cash Flow
Inventories,,,,,,,-13413.0,-36695.0,Cash Flow
Prepaid Expenses,,,,,-34124.0,9987.0,5301.0,10289.0,Cash Flow
Accounts Payable,,,,,-17008.0,-1490.0,1197.0,5120.0,Cash Flow
Accrued Expenses,,,,,32831.0,3763.0,-2471.0,20482.0,Cash Flow
Changes in Working Capital,,,,,-18280.0,12260.0,-9386.0,-804.0,Cash Flow
Total Cash from Operations,,,,,-387990.0,-69033.0,-121427.0,-171022.0,Cash Flow
Purchase of Fixed Assets,,,,,-284514.0,-21896.0,-40043.0,-50563.0,Cash Flow
Purchase/Acq of Intangibles,,,,,-1000.0,,,,Cash Flow
Capital Expenditures,,,,,-285514.0,-21896.0,-40043.0,-50563.0,Cash Flow
Sale of Fixed Assets,,,,,,,37553.0,38813.0,Cash Flow
Purchase of Investments,,,,,,,-13500.0,-62804.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,,24053.0,-23991.0,Cash Flow
Total Cash from Investing,,,,,-285514.0,-21896.0,-15990.0,-74554.0,Cash Flow
Financing Cash Flow Items,,,,,150000.0,50000.0,100000.0,100000.0,Cash Flow
"Common Stock, Net",,,,,55743.0,477.0,15587.0,42292.0,Cash Flow
Warrants Converted,,,,,82016.0,0.0,,,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,137759.0,477.0,15587.0,42292.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,,13500.0,13500.0,Cash Flow
Total Cash From Financing,,,,,287759.0,50477.0,129087.0,155792.0,Cash Flow
Net Change in Cash,,,,,-385745.0,-40452.0,-8330.0,-89784.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,629761.0,244016.0,244016.0,244016.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,244016.0,203564.0,235686.0,154232.0,Cash Flow
Free Cash Flow,,,,,-673504.0,-90929.0,-161470.0,-221585.0,
FCF Growth,,,,,,-0.8649911507578277,0.7757811039382376,0.37229825973865105,
