,2019,2020,2021,2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Report
Pro Forma Net Income,,,,,,,,,Income Statement
"Depreciat/Amort, Suppl",,,,,33.0,39.0,44.0,46.0,Income Statement
Normalzd Income Before Tax,,,,,-41385.0,-47183.0,-40021.0,-47667.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,0.0,-12.0,352.0,261.0,Income Statement
Normalized Income After Tax,,,,,-41385.0,-47171.0,-40373.0,-47928.0,Income Statement
Normalzd Inc Avail to Common,,,,,-41385.0,-47171.0,-40373.0,-47928.0,Income Statement
Basic Normalized EPS,,,,,-0.36,-0.41,-0.35,-0.41,Income Statement
Diluted Normalized EPS,,,,,-0.36,-0.41,-0.35,-0.41,Income Statement
Date,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,-109559.0,-156730.0,-40373.0,-88301.0,Cash Flow
Depreciation/Depletion,,,,,87.0,126.0,44.0,90.0,Cash Flow
Non-Cash Items,,,,,23212.0,35350.0,7966.0,16404.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,,0.0,,,Cash Flow
Accounts Receivable,,,,,,-11718.0,-947.0,8817.0,Cash Flow
Prepaid Expenses,,,,,-3809.0,2137.0,-9201.0,-10126.0,Cash Flow
Accounts Payable,,,,,1383.0,16430.0,-17485.0,-10967.0,Cash Flow
Accrued Expenses,,,,,15530.0,8293.0,-5823.0,-1922.0,Cash Flow
Changes in Working Capital,,,,,13104.0,15142.0,-33456.0,-14198.0,Cash Flow
Total Cash from Operations,,,,,-73156.0,-106112.0,-65819.0,-86005.0,Cash Flow
Total Cash from Investing,,,,,-136.0,-254.0,-42.0,-73.0,Cash Flow
Financing Cash Flow Items,,,,,200129.0,200129.0,0.0,0.0,Cash Flow
"Common Stock, Net",,,,,0.0,0.0,,,Cash Flow
Options Exercised,,,,,0.0,0.0,21.0,21.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,0.0,0.0,21.0,21.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,0.0,,,Cash Flow
Total Cash From Financing,,,,,200129.0,200129.0,21.0,21.0,Cash Flow
Foreign Exchange Effects,,,,,20.0,-92.0,-772.0,-1987.0,Cash Flow
Net Change in Cash,,,,,126857.0,93671.0,-66612.0,-88044.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,400146.0,400146.0,493817.0,493817.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,527003.0,493817.0,427205.0,405773.0,Cash Flow
"Depreciation, Supplemental",,,,,87.0,126.0,44.0,90.0,Cash Flow
Free Cash Flow,,,,,,,,,
FCF Growth,,,,,,,,,
