,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Trsy. Shrs-Comm. Primary Iss.,,,0.0,0.0,0.0,0.0,Balance Sheet
Trsy. Shrs-Comm. Iss. 2,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,106120.0,108354.0,110977.0,108133.0,Income Statement
"Cost of Revenue, Total",,,26621.0,26756.0,26878.0,25247.0,Income Statement
Selling/Gen/Admin Expense,,,61646.0,62438.0,61077.0,58826.0,Income Statement
Labor & Related Expense,,,9433.0,9330.0,11713.0,11189.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,71079.0,71768.0,72790.0,70015.0,Income Statement
Research & Development,,,30365.0,34418.0,35728.0,34378.0,Income Statement
Depreciation,,,326.0,376.0,1537.0,141.0,Income Statement
Amortiz of Intangibles,,,1320.0,1291.0,1341.0,1234.0,Income Statement
Depreciation/Amortization,,,1646.0,1667.0,2878.0,1375.0,Income Statement
Unusual Expense (Income),,,0.0,,,,Income Statement
Total Operating Expense,,,129711.0,134609.0,138274.0,131015.0,Income Statement
Total Operating Income,,,-23591.0,-26255.0,-27297.0,-22882.0,Income Statement
"Inter Expse,Net Non-Operat",,,-128.0,-121.0,-122.0,-124.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,0.0,,,,Income Statement
OtherNon-OperatInc (Expnse),,,76.0,341.0,1172.0,2199.0,Income Statement
"Other, Net",,,76.0,341.0,1172.0,2199.0,Income Statement
Income Before Tax,,,-23643.0,-26035.0,-26247.0,-20807.0,Income Statement
Income Tax - Total,,,380.0,523.0,255.0,609.0,Income Statement
Income After Tax,,,-24023.0,-26558.0,-26502.0,-21416.0,Income Statement
Net Inc Before Extra Items,,,-24023.0,-26558.0,-26502.0,-21416.0,Income Statement
Total Net Income,,,-24023.0,-26558.0,-26502.0,-21416.0,Income Statement
Income Available to Common Excl. Extra. Items,,,-24023.0,-26558.0,-26502.0,-21416.0,Income Statement
Income Available to Common Incl. Extra. Items,,,-24023.0,-26558.0,-26502.0,-21416.0,Income Statement
Basic/Primary Weighted Average Shares,,,160664.0,161312.0,161455.0,161529.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,-0.15,-0.16,-0.16,-0.13,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,-0.15,-0.16,-0.16,-0.13,Income Statement
Diluted Weighted Average Shares,,,160664.0,161312.0,161455.0,161529.0,Income Statement
Diluted EPS Excl. Extra. Items,,,-0.15,-0.16,-0.16,-0.13,Income Statement
Diluted EPS Incl. Extra. Items,,,-0.15,-0.16,-0.16,-0.13,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,0.0,,,,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,,128.0,121.0,122.0,124.0,Income Statement
"Depreciat/Amort, Suppl",,,326.0,376.0,1537.0,141.0,Income Statement
Total Special Items,,,0.0,,,,Income Statement
Normalzd Income Before Tax,,,-23643.0,-26035.0,-26247.0,-20807.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,0.0,,,,Income Statement
IncTxsExcl ImpctofSpec Itms,,,380.0,523.0,255.0,609.0,Income Statement
Normalized Income After Tax,,,-24023.0,-26558.0,-26502.0,-21416.0,Income Statement
Normalzd Inc Avail to Common,,,-24023.0,-26558.0,-26502.0,-21416.0,Income Statement
Basic Normalized EPS,,,-0.15,-0.16,-0.16,-0.13,Income Statement
Diluted Normalized EPS,,,-0.15,-0.16,-0.16,-0.13,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,-52767.0,-26558.0,-53060.0,-74476.0,Cash Flow
Depreciation/Depletion,,,923.0,376.0,1913.0,2054.0,Cash Flow
Amortization,,,5846.0,1291.0,2632.0,3866.0,Cash Flow
Unusual Items,,,-10151.0,0.0,0.0,0.0,Cash Flow
Other Non-Cash Items,,,46863.0,19103.0,42582.0,63454.0,Cash Flow
Non-Cash Items,,,36712.0,19103.0,42582.0,63454.0,Cash Flow
Accounts Receivable,,,-19204.0,-8686.0,-18225.0,-11916.0,Cash Flow
Prepaid Expenses,,,-6400.0,338.0,-2870.0,-1556.0,Cash Flow
Payable/Accrued,,,14146.0,-11507.0,-26127.0,-18697.0,Cash Flow
Changes in Working Capital,,,25240.0,-20965.0,-42777.0,-33654.0,Cash Flow
Total Cash from Operations,,,15954.0,-26753.0,-48710.0,-38756.0,Cash Flow
Capital Expenditures,,,-445.0,-515.0,-630.0,-670.0,Cash Flow
Acquisition of Business,,,-14241.0,,,,Cash Flow
Sale of Business,,,,21.0,21.0,21.0,Cash Flow
Sale of Fixed Assets,,,7862.0,1611.0,1611.0,1611.0,Cash Flow
Other Investing Cash Flow,,,0.0,,,,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-6379.0,1632.0,1632.0,1632.0,Cash Flow
Total Cash from Investing,,,-6824.0,1117.0,1002.0,962.0,Cash Flow
Financing Cash Flow Items,,,-5491.0,-5137.0,-5747.0,-10597.0,Cash Flow
"Common Stock, Net",,,299750.0,0.0,0.0,0.0,Cash Flow
Options Exercised,,,3364.0,18.0,18.0,18.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,303114.0,18.0,18.0,18.0,Cash Flow
Long Term Debt Issued,,,0.0,,,,Cash Flow
Long Term Debt Reduction,,,-94565.0,0.0,0.0,0.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,-94565.0,0.0,0.0,0.0,Cash Flow
Total Cash From Financing,,,203058.0,-5119.0,-5729.0,-10579.0,Cash Flow
Foreign Exchange Effects,,,120.0,-125.0,-488.0,-765.0,Cash Flow
Net Change in Cash,,,212308.0,-30880.0,-53925.0,-49138.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,110037.0,322345.0,322345.0,322345.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,322345.0,291465.0,268420.0,273207.0,Cash Flow
"Depreciation, Supplemental",,,923.0,376.0,1913.0,2054.0,Cash Flow
Free Cash Flow,,,15509.0,-27268.0,-49340.0,-39426.0,
FCF Growth,,,,-2.7582049132761624,0.8094469708082734,-0.20093230644507498,
