,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
"Sell/Gen/AdminExpenses,Tot",,,3996.0,5448.0,7414.0,6439.0,Income Statement
Research & Development,,,12214.0,13410.0,14330.0,14730.0,Income Statement
Unusual Expense (Income),,,,,200.0,0.0,Income Statement
Total Operating Expense,,,16210.0,18858.0,21944.0,21169.0,Income Statement
Total Operating Income,,,-16210.0,-18858.0,-21944.0,-21169.0,Income Statement
"Inter Inc(Exp),Net Non-Oper",,,75.0,327.0,487.0,702.0,Income Statement
"Other, Net",,,0.0,0.0,0.0,0.0,Income Statement
Income Before Tax,,,-16195.0,-18591.0,-21522.0,-20550.0,Income Statement
Income After Tax,,,-16195.0,-18591.0,-21522.0,-20550.0,Income Statement
Net Inc Before Extra Items,,,-16195.0,-18591.0,-21522.0,-20550.0,Income Statement
Total Net Income,,,-16195.0,-18591.0,-21522.0,-20550.0,Income Statement
Income Available to Common Excl. Extra. Items,,,-16195.0,-18591.0,-21522.0,-20550.0,Income Statement
Income Available to Common Incl. Extra. Items,,,-16195.0,-18591.0,-21522.0,-20550.0,Income Statement
Basic/Primary Weighted Average Shares,,,38203.0,37262.0,37363.0,37480.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,-0.42,-0.5,-0.58,-0.55,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,-0.42,-0.5,-0.58,-0.55,Income Statement
Diluted Weighted Average Shares,,,38203.0,37262.0,37363.0,37480.0,Income Statement
Diluted EPS Excl. Extra. Items,,,-0.42,-0.5,-0.58,-0.55,Income Statement
Diluted EPS Incl. Extra. Items,,,-0.42,-0.5,-0.58,-0.55,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,0.0,,,,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,,60.0,60.0,65.0,83.0,Income Statement
"Depreciat/Amort, Suppl",,,156.0,151.0,217.0,225.0,Income Statement
Total Special Items,,,,,200.0,0.0,Income Statement
Normalzd Income Before Tax,,,-16195.0,-18591.0,-21322.0,-20550.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,0.0,0.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,0.0,0.0,Income Statement
Normalized Income After Tax,,,-16195.0,-18591.0,-21322.0,-20550.0,Income Statement
Normalzd Inc Avail to Common,,,-16195.0,-18591.0,-21322.0,-20550.0,Income Statement
Basic Normalized EPS,,,-0.42,-0.5,-0.57,-0.55,Income Statement
Diluted Normalized EPS,,,-0.42,-0.5,-0.57,-0.55,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,-48959.0,-18591.0,-40113.0,-60663.0,Cash Flow
Depreciation/Depletion,,,661.0,151.0,368.0,593.0,Cash Flow
Unusual Items,,,1318.0,-22.0,172.0,172.0,Cash Flow
Other Non-Cash Items,,,6041.0,2557.0,7984.0,11917.0,Cash Flow
Non-Cash Items,,,7359.0,2535.0,8156.0,12089.0,Cash Flow
"Cash Interest Pd, Suppl",,,81.0,,,,Cash Flow
Accounts Receivable,,,,,,1500.0,Cash Flow
Prepaid Expenses,,,-2077.0,607.0,1083.0,1040.0,Cash Flow
Other Assets,,,5.0,,,0.0,Cash Flow
Accounts Payable,,,-772.0,3054.0,287.0,-287.0,Cash Flow
Accrued Expenses,,,5637.0,-1920.0,-887.0,-702.0,Cash Flow
Changes in Working Capital,,,1647.0,1741.0,483.0,1551.0,Cash Flow
Total Cash from Operations,,,-39292.0,-14164.0,-31106.0,-46430.0,Cash Flow
Capital Expenditures,,,-718.0,-385.0,-1276.0,-1800.0,Cash Flow
Sale/Maturity of Investment,,,14565.0,18005.0,46061.0,122561.0,Cash Flow
Purchase of Investments,,,-218471.0,-65506.0,-110112.0,-139252.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-203906.0,-47501.0,-64051.0,-16691.0,Cash Flow
Total Cash from Investing,,,-204624.0,-47886.0,-65327.0,-18491.0,Cash Flow
Financing Cash Flow Items,,,-45.0,-192.0,-216.0,-224.0,Cash Flow
"Common Stock, Net",,,214707.0,,,0.0,Cash Flow
"Preferred Stock, Net",,,83275.0,,,0.0,Cash Flow
Options Exercised,,,,84.0,84.0,84.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,297982.0,84.0,84.0,84.0,Cash Flow
Long Term Debt Issued,,,2416.0,,0.0,0.0,Cash Flow
Long Term Debt Reduction,,,-99.0,0.0,-2644.0,-2644.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,2317.0,0.0,-2644.0,-2644.0,Cash Flow
Total Cash From Financing,,,300254.0,-108.0,-2776.0,-2784.0,Cash Flow
Net Change in Cash,,,56338.0,-62158.0,-99209.0,-67705.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,59836.0,116174.0,116174.0,116174.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,116174.0,54016.0,16965.0,48469.0,Cash Flow
"Depreciation, Supplemental",,,661.0,151.0,368.0,593.0,Cash Flow
Free Cash Flow,,,-40010.0,-14549.0,-32382.0,-48230.0,
FCF Growth,,,,-0.6363659085228692,1.225719980754691,0.4894076956333766,
