,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Diluted Normalized EPS,,,,,0.66,0.79,1.13,1.28,Income Statement
Date,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,79.0,27.0,66.0,109.0,Cash Flow
Depreciation/Depletion,,,,,3.0,1.0,2.0,3.0,Cash Flow
Non-Cash Items,,,,,48.0,41.0,82.0,123.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,10.0,0.0,13.0,13.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,1.0,0.0,1.0,8.0,Cash Flow
Loan Loss Provision,,,,,0.0,-2.0,-2.0,-3.0,Cash Flow
Other Assets,,,,,-94.0,15.0,-56.0,5.0,Cash Flow
Changes in Working Capital,,,,,-50.0,-56.0,19.0,34.0,Cash Flow
Total Cash from Operations,,,,,80.0,14.0,169.0,269.0,Cash Flow
Purchase of Fixed Assets,,,,,-2.0,0.0,-1.0,-1.0,Cash Flow
Purchase/Acq of Intangibles,,,,,,-58.0,-59.0,-62.0,Cash Flow
Capital Expenditures,,,,,-2.0,-59.0,-60.0,-64.0,Cash Flow
Sale/Maturity of Investment,,,,,1847.0,590.0,871.0,1066.0,Cash Flow
"Investment, Net",,,,,-20.0,2.0,-51.0,-46.0,Cash Flow
Purchase of Investments,,,,,-9649.0,-4553.0,-4697.0,-4732.0,Cash Flow
Loans,,,,,-141.0,129.0,298.0,393.0,Cash Flow
Other Investing Cash Flow,,,,,-19.0,-28.0,-29.0,-26.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,-7982.0,-3860.0,-3608.0,-3346.0,Cash Flow
Total Cash from Investing,,,,,-7984.0,-3919.0,-3667.0,-3410.0,Cash Flow
Deposits,,,,,9043.0,-894.0,-790.0,-1052.0,Cash Flow
FHLB,,,,,0.0,800.0,800.0,700.0,Cash Flow
Other Financing Cash Flow,,,,,-3.0,0.0,0.0,0.0,Cash Flow
Financing Cash Flow Items,,,,,9039.0,-95.0,10.0,-353.0,Cash Flow
Total Cash Dividends Paid,,,,,-3.0,-3.0,-5.0,-8.0,Cash Flow
"Common Stock, Net",,,,,1098.0,0.0,0.0,0.0,Cash Flow
"Preferred Stock, Net",,,,,194.0,,,0.0,Cash Flow
Options Exercised,,,,,2.0,0.0,0.0,0.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,1293.0,0.0,0.0,0.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,0.0,,,,Cash Flow
Total Cash From Financing,,,,,10330.0,-97.0,4.0,-360.0,Cash Flow
Net Change in Cash,,,,,2426.0,-4002.0,-3494.0,-3501.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,2962.0,5388.0,5388.0,5388.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,5388.0,1386.0,1894.0,1887.0,Cash Flow
"Depreciation, Supplemental",,,,,3.0,1.0,2.0,3.0,Cash Flow
Free Cash Flow,,,,,78.0,-45.0,109.0,205.0,
FCF Growth,,,,,,-1.5769230769230769,-3.422222222222222,0.8807339449541285,
