,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
"Cost of Revenue, Total",,,,,23619.0,25020.0,26744.0,25799.0,Income Statement
Selling/Gen/Admin Expense,,,,,11176.0,10549.0,11886.0,12145.0,Income Statement
Labor & Related Expense,,,,,4914.0,8029.0,6490.0,7741.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,16090.0,18578.0,18376.0,19886.0,Income Statement
Research & Development,,,,,15852.0,20595.0,22017.0,23878.0,Income Statement
Total Operating Expense,,,,,55561.0,64193.0,67137.0,69563.0,Income Statement
Total Operating Income,,,,,20180.0,6060.0,12281.0,3532.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,0.0,,,,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,,803.0,2492.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,-310.0,148.0,-173.0,-238.0,Income Statement
"Other, Net",,,,,-310.0,148.0,-173.0,-238.0,Income Statement
Income Before Tax,,,,,19870.0,6208.0,12911.0,5786.0,Income Statement
Income Tax - Total,,,,,11.0,68.0,52.0,3.0,Income Statement
Income After Tax,,,,,19859.0,6140.0,12859.0,5783.0,Income Statement
Net Inc Before Extra Items,,,,,19859.0,6140.0,12859.0,5783.0,Income Statement
Total Net Income,,,,,19859.0,6140.0,12859.0,5783.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,19859.0,6140.0,12859.0,5783.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,19859.0,6140.0,12859.0,5783.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,20050.0,20921.0,21148.0,21353.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,0.99,0.29,0.61,0.27,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,0.99,0.29,0.61,0.27,Income Statement
Diluted Weighted Average Shares,,,,,22266.0,22703.0,22721.0,22614.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,0.89,0.27,0.57,0.26,Income Statement
Diluted EPS Incl. Extra. Items,,,,,0.89,0.27,0.57,0.26,Income Statement
Div/Share-ComStockPrimIssue,,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,0.0,,,,Income Statement
"Depreciat/Amort, Suppl",,,,,2500.0,2244.0,2400.0,2728.0,Income Statement
Normalzd Income Before Tax,,,,,19870.0,6208.0,12911.0,5786.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,11.0,68.0,52.0,3.0,Income Statement
Normalized Income After Tax,,,,,19859.0,6140.0,12859.0,5783.0,Income Statement
Normalzd Inc Avail to Common,,,,,19859.0,6140.0,12859.0,5783.0,Income Statement
Basic Normalized EPS,,,,,0.99,0.29,0.61,0.27,Income Statement
Diluted Normalized EPS,,,,,0.89,0.27,0.57,0.26,Income Statement
Date,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,32.0,6.0,19.0,25.0,Cash Flow
Depreciation/Depletion,,,,,8.0,3.0,5.0,8.0,Cash Flow
Unusual Items,,,,,2.0,,,,Cash Flow
Other Non-Cash Items,,,,,30.0,14.0,26.0,40.0,Cash Flow
Non-Cash Items,,,,,32.0,14.0,26.0,40.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,0.0,0.0,0.0,0.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,0.0,0.0,,,Cash Flow
Accounts Receivable,,,,,-14.0,8.0,0.0,-7.0,Cash Flow
Inventories,,,,,-13.0,-7.0,-11.0,-22.0,Cash Flow
Prepaid Expenses,,,,,-2.0,0.0,-2.0,-1.0,Cash Flow
Accounts Payable,,,,,6.0,-2.0,1.0,-3.0,Cash Flow
Accrued Expenses,,,,,10.0,-2.0,-3.0,-6.0,Cash Flow
Changes in Working Capital,,,,,-13.0,-3.0,-15.0,-38.0,Cash Flow
Total Cash from Operations,,,,,59.0,20.0,35.0,35.0,Cash Flow
Purchase of Fixed Assets,,,,,-31.0,-7.0,-17.0,-25.0,Cash Flow
Purchase/Acq of Intangibles,,,,,-3.0,-1.0,0.0,-3.0,Cash Flow
Capital Expenditures,,,,,-34.0,-8.0,-18.0,-28.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,,,-520.0,Cash Flow
Total Cash from Investing,,,,,-34.0,-8.0,-18.0,-548.0,Cash Flow
Financing Cash Flow Items,,,,,0.0,,-17.0,-28.0,Cash Flow
Sale/Issuance of Common,,,,,461.0,0.0,21.0,24.0,Cash Flow
Repurch/Retirement Common,,,,,,0.0,-1.0,-1.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,461.0,0.0,20.0,23.0,Cash Flow
Short Term Debt Issued,,,,,0.0,,,,Cash Flow
Short Term Debt Reduction,,,,,0.0,,,,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,0.0,,,,Cash Flow
Total Cash From Financing,,,,,461.0,0.0,3.0,-5.0,Cash Flow
Net Change in Cash,,,,,486.0,12.0,21.0,-518.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,74.0,559.0,559.0,559.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,559.0,571.0,580.0,42.0,Cash Flow
"Depreciation, Supplemental",,,,,8.0,3.0,5.0,8.0,Cash Flow
Free Cash Flow,,,,,25.0,12.0,17.0,7.0,
FCF Growth,,,,,,-0.52,0.41666666666666674,-0.5882352941176471,
