,2021,2022,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Report
Total Equity,,,283312.0,267091.0,252750.0,239188.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,351463.0,337024.0,320912.0,310927.0,Balance Sheet
Ttl Comm. Shares Outs.,,,43472.0,43676.0,44077.0,44538.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,2021-09-30 00:00:00,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,Income Statement
Total Revenue,,,8668.0,10138.0,14197.0,16691.0,Income Statement
"Cost of Revenue, Total",,,4428.0,5622.0,6505.0,8205.0,Income Statement
Selling/Gen/Admin Expense,,,11429.0,15194.0,17256.0,17784.0,Income Statement
Labor & Related Expense,,,689.0,1077.0,1129.0,1871.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,12118.0,16271.0,18385.0,19655.0,Income Statement
Research & Development,,,4919.0,5076.0,5011.0,6706.0,Income Statement
Total Operating Expense,,,21465.0,26969.0,29901.0,34566.0,Income Statement
Total Operating Income,,,-12797.0,-16831.0,-15704.0,-17875.0,Income Statement
"Inter Expse,Net Non-Operat",,,-1469.0,-1440.0,-1421.0,-1441.0,Income Statement
"Inter Income, Non-Operating",,,22.0,27.0,36.0,,Income Statement
"Invest Income, Non-Operat",,,177.0,-23.0,-37.0,,Income Statement
"Inter/Invest Inc, Non-Oper",,,199.0,4.0,-1.0,,Income Statement
"Inter Inc(Exp),Net Non-Oper",,,-52.0,-67.0,-59.0,132.0,Income Statement
"Other, Net",,,16.0,-14.0,0.0,,Income Statement
Income Before Tax,,,-14103.0,-18348.0,-17185.0,-19184.0,Income Statement
Income After Tax,,,-14103.0,-18348.0,-17185.0,-19184.0,Income Statement
Net Inc Before Extra Items,,,-14103.0,-18348.0,-17185.0,-19184.0,Income Statement
Total Net Income,,,-14103.0,-18348.0,-17185.0,-19184.0,Income Statement
Income Available to Common Excl. Extra. Items,,,-14103.0,-18348.0,-17185.0,-19184.0,Income Statement
Income Available to Common Incl. Extra. Items,,,-14103.0,-18348.0,-17185.0,-19184.0,Income Statement
Basic/Primary Weighted Average Shares,,,43472.0,44288.0,43855.0,44324.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,-0.32,-0.41,-0.39,-0.43,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,-0.32,-0.41,-0.39,-0.43,Income Statement
Diluted Weighted Average Shares,,,43472.0,44288.0,43855.0,44324.0,Income Statement
Diluted EPS Excl. Extra. Items,,,-0.32,-0.41,-0.39,-0.43,Income Statement
Diluted EPS Incl. Extra. Items,,,-0.32,-0.41,-0.39,-0.43,Income Statement
Div/Share-ComStockPrimIssue,,,0.0,,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,,1469.0,1440.0,1421.0,1441.0,Income Statement
"Depreciat/Amort, Suppl",,,696.0,163.0,658.0,617.0,Income Statement
Normalzd Income Before Tax,,,-14103.0,-18348.0,-17185.0,-19184.0,Income Statement
Normalized Income After Tax,,,-14103.0,-18348.0,-17185.0,-19184.0,Income Statement
Normalzd Inc Avail to Common,,,-14103.0,-18348.0,-17185.0,-19184.0,Income Statement
Basic Normalized EPS,,,-0.32,-0.41,-0.39,-0.43,Income Statement
Diluted Normalized EPS,,,-0.32,-0.41,-0.39,-0.43,Income Statement
Date,,,2021-09-30 00:00:00,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,Cash Flow
Net Income,,,-41505.0,-59853.0,-17185.0,-36369.0,Cash Flow
Depreciation/Depletion,,,2561.0,3324.0,758.0,1475.0,Cash Flow
Unusual Items,,,-235.0,-199.0,37.0,74.0,Cash Flow
Other Non-Cash Items,,,2588.0,4101.0,1455.0,4035.0,Cash Flow
Non-Cash Items,,,2353.0,3902.0,1492.0,4109.0,Cash Flow
"Cash Interest Pd, Suppl",,,3566.0,4750.0,1171.0,2369.0,Cash Flow
Accounts Receivable,,,-4804.0,-2914.0,-2529.0,-6430.0,Cash Flow
Inventories,,,-3580.0,-6124.0,517.0,-684.0,Cash Flow
Prepaid Expenses,,,-606.0,-2631.0,177.0,471.0,Cash Flow
Other Assets,,,,,,-302.0,Cash Flow
Accounts Payable,,,2362.0,812.0,448.0,947.0,Cash Flow
Accrued Expenses,,,1039.0,2879.0,-1639.0,934.0,Cash Flow
Changes in Working Capital,,,-4267.0,-4707.0,-3296.0,-4572.0,Cash Flow
Total Cash from Operations,,,-40858.0,-57334.0,-18231.0,-35357.0,Cash Flow
Total Cash from Investing,,,-260.0,-592.0,-55.0,-273.0,Cash Flow
"Common Stock, Net",,,172409.0,172364.0,,1289.0,Cash Flow
"Preferred Stock, Net",,,84710.0,84710.0,,,Cash Flow
Options Exercised,,,3495.0,4184.0,1291.0,2864.0,Cash Flow
Warrants Converted,,,858.0,858.0,,,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,261472.0,262116.0,1291.0,4153.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,0.0,0.0,0.0,,Cash Flow
Total Cash From Financing,,,261472.0,262116.0,1291.0,4153.0,Cash Flow
Net Change in Cash,,,220354.0,204190.0,-16995.0,-31477.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,100907.0,100907.0,305097.0,305097.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,321261.0,305097.0,288102.0,273620.0,Cash Flow
"Depreciation, Supplemental",,,2561.0,3324.0,758.0,1475.0,Cash Flow
Free Cash Flow,,,,,,,
FCF Growth,,,,,,,
