,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Basic/Primary Weighted Average Shares,,,,,145293.0,145882.0,146685.0,147938.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,-1.01,-1.35,-0.07,-0.93,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,-1.01,-1.35,-0.07,-0.93,Income Statement
Diluted Weighted Average Shares,,,,,145293.0,145882.0,146685.0,147938.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,-1.01,-1.35,-0.07,-0.93,Income Statement
Diluted EPS Incl. Extra. Items,,,,,-1.01,-1.35,-0.07,-0.93,Income Statement
Div/Share-ComStockPrimIssue,,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,0.0,,,,Income Statement
Pro Forma Net Income,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,15134.0,20344.0,20279.0,19825.0,Income Statement
"Depreciat/Amort, Suppl",,,,,226.0,984.0,982.0,1045.0,Income Statement
Total Special Items,,,,,,21490.0,8396.0,5016.0,Income Statement
Normalzd Income Before Tax,,,,,-152282.0,-179840.0,5837.0,-135177.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,0.0,0.0,0.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,0.0,0.0,0.0,Income Statement
Normalized Income After Tax,,,,,-152282.0,-179840.0,5837.0,-135177.0,Income Statement
Normalzd Inc Avail to Common,,,,,-147177.0,-174907.0,-1460.0,-132323.0,Income Statement
Basic Normalized EPS,,,,,-1.01,-1.2,-0.01,-0.89,Income Statement
Diluted Normalized EPS,,,,,-1.01,-1.2,-0.01,-0.89,Income Statement
Date,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,-586.0,-201.0,-204.0,-344.0,Cash Flow
Depreciation/Depletion,,,,,6.0,2.0,3.0,5.0,Cash Flow
Unusual Items,,,,,-6.0,0.0,-105.0,-105.0,Cash Flow
Purchased R&D,,,,,0.0,,,,Cash Flow
Equity in Net Earnings/Loss,,,,,-30.0,,,,Cash Flow
Other Non-Cash Items,,,,,119.0,43.0,85.0,96.0,Cash Flow
Non-Cash Items,,,,,84.0,43.0,-20.0,-10.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,30.0,19.0,25.0,48.0,Cash Flow
Accounts Receivable,,,,,-20.0,10.0,3.0,-1.0,Cash Flow
Prepaid Expenses,,,,,-4.0,-3.0,-3.0,4.0,Cash Flow
Other Assets,,,,,-10.0,14.0,32.0,33.0,Cash Flow
Accounts Payable,,,,,3.0,-2.0,-3.0,-2.0,Cash Flow
Accrued Expenses,,,,,27.0,-24.0,1.0,-12.0,Cash Flow
Changes in Working Capital,,,,,-1.0,-4.0,29.0,23.0,Cash Flow
Total Cash from Operations,,,,,-498.0,-161.0,-191.0,-326.0,Cash Flow
Capital Expenditures,,,,,-13.0,-1.0,-5.0,-6.0,Cash Flow
Acquisition of Business,,,,,-35.0,,,,Cash Flow
Sale of Fixed Assets,,,,,,10.0,10.0,10.0,Cash Flow
Sale/Maturity of Investment,,,,,477.0,193.0,414.0,592.0,Cash Flow
Purchase of Investments,,,,,-643.0,-64.0,-131.0,-161.0,Cash Flow
Other Investing Cash Flow,,,,,14.0,,0.0,0.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,-188.0,139.0,293.0,441.0,Cash Flow
Total Cash from Investing,,,,,-201.0,139.0,288.0,435.0,Cash Flow
Financing Cash Flow Items,,,,,-164.0,-1.0,-2.0,-2.0,Cash Flow
Sale/Issuance of Common,,,,,0.0,,,,Cash Flow
Repurch/Retirement Common,,,,,-200.0,0.0,0.0,0.0,Cash Flow
"Common Stock, Net",,,,,-200.0,0.0,0.0,0.0,Cash Flow
Options Exercised,,,,,20.0,1.0,1.0,3.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,-180.0,1.0,1.0,3.0,Cash Flow
Long Term Debt Issued,,,,,1204.0,0.0,0.0,0.0,Cash Flow
Long Term Debt Reduction,,,,,-124.0,,-20.0,-20.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,1080.0,0.0,-20.0,-20.0,Cash Flow
Total Cash From Financing,,,,,736.0,0.0,-21.0,-20.0,Cash Flow
Net Change in Cash,,,,,38.0,-22.0,76.0,89.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,359.0,396.0,396.0,396.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,396.0,374.0,473.0,486.0,Cash Flow
"Depreciation, Supplemental",,,,,6.0,2.0,3.0,5.0,Cash Flow
Free Cash Flow,,,,,-511.0,-162.0,-196.0,-332.0,
FCF Growth,,,,,,-0.6829745596868885,0.2098765432098766,0.6938775510204083,
