,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Other Non-Cash Items,,,,-48.0,-9.0,-19.0,66.0,Cash Flow
Non-Cash Items,,,,-48.0,-14.0,-30.0,56.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,-1.0,0.0,0.0,0.0,Cash Flow
"Cash Interest Pd, Suppl",,,,42.0,5.0,28.0,38.0,Cash Flow
Accounts Receivable,,,,-15.0,-58.0,-68.0,-76.0,Cash Flow
Inventories,,,,0.0,,,,Cash Flow
Prepaid Expenses,,,,-12.0,2.0,-18.0,-47.0,Cash Flow
Other Assets,,,,-16.0,-3.0,7.0,11.0,Cash Flow
Accrued Expenses,,,,1.0,0.0,0.0,0.0,Cash Flow
Payable/Accrued,,,,34.0,10.0,-9.0,31.0,Cash Flow
Changes in Working Capital,,,,-13.0,-42.0,-77.0,-78.0,Cash Flow
Total Cash from Operations,,,,-129.0,-37.0,-82.0,-84.0,Cash Flow
Capital Expenditures,,,,-34.0,-8.0,-20.0,-39.0,Cash Flow
Acquisition of Business,,,,-1070.0,-3.0,-5.0,-5.0,Cash Flow
Other Investing Cash Flow,,,,-27.0,-2.0,-4.0,-4.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,-1097.0,-6.0,-9.0,-9.0,Cash Flow
Total Cash from Investing,,,,-1131.0,-13.0,-29.0,-48.0,Cash Flow
Financing Cash Flow Items,,,,929.0,3.0,0.0,-1.0,Cash Flow
Total Cash Dividends Paid,,,,0.0,,,,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,0.0,,,,Cash Flow
Short Term Debt Issued,,,,0.0,,,25.0,Cash Flow
Short Term Debt Reduction,,,,0.0,,,-25.0,Cash Flow
"Short Term Debt, Net",,,,0.0,,,0.0,Cash Flow
Long Term Debt Issued,,,,1120.0,,0.0,0.0,Cash Flow
Long Term Debt Reduction,,,,-659.0,-2.0,-4.0,-6.0,Cash Flow
"Long Term Debt, Net",,,,461.0,-2.0,-4.0,-6.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,461.0,-2.0,-4.0,-6.0,Cash Flow
Total Cash From Financing,,,,1389.0,1.0,-4.0,-7.0,Cash Flow
Net Change in Cash,,,,129.0,-50.0,-115.0,-139.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,34.0,163.0,163.0,163.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,163.0,113.0,48.0,24.0,Cash Flow
"Depreciation, Supplemental",,,,49.0,19.0,39.0,64.0,Cash Flow
Free Cash Flow,,,,-163.0,-45.0,-102.0,-123.0,
FCF Growth,,,,,-0.7239263803680982,1.2666666666666666,0.2058823529411764,
