,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Notes Payable/ST Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,3.0,4.0,4.0,5.0,Balance Sheet
Customer Advances,,,4.0,4.0,4.0,3.0,Balance Sheet
Income Taxes Payable,,,5.0,4.0,1.0,3.0,Balance Sheet
Other Current Liabilities,,,9.0,12.0,5.0,4.0,Balance Sheet
"Other Curr. Lblts, Total",,,17.0,20.0,10.0,11.0,Balance Sheet
Total Current Liabilities,,,47.0,53.0,48.0,62.0,Balance Sheet
Total Long Term Debt,,,125.0,144.0,148.0,167.0,Balance Sheet
Total Debt,,,128.0,148.0,152.0,172.0,Balance Sheet
Deferred Income Tax,,,91.0,91.0,87.0,86.0,Balance Sheet
Minority Interest,,,213.0,209.0,204.0,201.0,Balance Sheet
"Other Liabilities, Total",,,1.0,23.0,22.0,31.0,Balance Sheet
Total Liabilities,,,477.0,520.0,509.0,547.0,Balance Sheet
Common Stock,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,350.0,353.0,354.0,356.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,11.0,9.0,-3.0,-6.0,Balance Sheet
"Other Equity, Total",,,0.0,0.0,0.0,0.0,Balance Sheet
Total Equity,,,361.0,362.0,351.0,351.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,838.0,882.0,859.0,897.0,Balance Sheet
Shr Outs.-Com. Primary Iss.,,,63.0,63.0,63.0,63.0,Balance Sheet
Shr Outs.-Com. Stk. Iss. 2,,,31.0,31.0,31.0,31.0,Balance Sheet
Ttl Comm. Shares Outs.,,,95.0,95.0,95.0,95.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,0.0,0.0,0.0,0.0,Balance Sheet
Trsy. Shrs-Comm. Iss. 2,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,176468.0,82203.0,136019.0,102162.0,Income Statement
"Cost of Revenue, Total",,,64745.0,33350.0,49343.0,37482.0,Income Statement
Selling/Gen/Admin Expense,,,38947.0,41207.0,64716.0,55163.0,Income Statement
Labor & Related Expense,,,6597.0,4437.0,4450.0,4326.0,Income Statement
Advertising Expense,,,37000.0,,,,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,82544.0,45644.0,69166.0,59489.0,Income Statement
Depreciation/Amortization,,,5260.0,5935.0,6043.0,6216.0,Income Statement
Impair-Assets Held for Use,,,,,30589.0,0.0,Income Statement
Other Unusual Expnse (In),,,300.0,,,,Income Statement
Unusual Expense (Income),,,300.0,,30589.0,0.0,Income Statement
"Other Operat Expse, Total",,,6320.0,500.0,820.0,2260.0,Income Statement
Total Operating Expense,,,159169.0,85429.0,155961.0,105447.0,Income Statement
Total Operating Income,,,17299.0,-3226.0,-19942.0,-3285.0,Income Statement
"Inter Expse,Net Non-Operat",,,-2785.0,-796.0,-1237.0,-1805.0,Income Statement
OtherNon-OperatInc (Expnse),,,-199.0,-91.0,-513.0,90.0,Income Statement
"Other, Net",,,-199.0,-91.0,-513.0,90.0,Income Statement
Income Before Tax,,,14315.0,-4113.0,-21692.0,-5000.0,Income Statement
Income Tax - Total,,,1902.0,-878.0,-1819.0,-980.0,Income Statement
Income After Tax,,,12413.0,-3235.0,-19873.0,-4020.0,Income Statement
Minority Interest,,,-6675.0,1200.0,7834.0,1816.0,Income Statement
Net Inc Before Extra Items,,,5738.0,-2035.0,-12039.0,-2204.0,Income Statement
Total Net Income,,,5738.0,-2035.0,-12039.0,-2204.0,Income Statement
Total Adjust to Net Income,,,-37963.0,,,,Income Statement
Income Available to Common Excl. Extra. Items,,,-32225.0,-2035.0,-12039.0,-2204.0,Income Statement
Income Available to Common Incl. Extra. Items,,,-32225.0,-2035.0,-12039.0,-2204.0,Income Statement
Basic/Primary Weighted Average Shares,,,94576.0,63401.0,63416.0,63470.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,-0.34,-0.03,-0.19,-0.03,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,-0.34,-0.03,-0.19,-0.03,Income Statement
Diluted Weighted Average Shares,,,94576.0,63401.0,63416.0,63470.0,Income Statement
Diluted EPS Excl. Extra. Items,,,-0.34,-0.03,-0.19,-0.03,Income Statement
Diluted EPS Incl. Extra. Items,,,-0.34,-0.03,-0.19,-0.03,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,,2785.0,796.0,1237.0,1805.0,Income Statement
"Depreciat/Amort, Suppl",,,474.0,677.0,823.0,946.0,Income Statement
Total Special Items,,,300.0,,30589.0,0.0,Income Statement
Normalzd Income Before Tax,,,14615.0,-4113.0,8897.0,-5000.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,40.0,,10706.0,0.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,1942.0,-878.0,8887.0,-980.0,Income Statement
Normalized Income After Tax,,,12673.0,-3235.0,10.0,-4020.0,Income Statement
Normalzd Inc Avail to Common,,,-31965.0,-2035.0,7844.0,-2204.0,Income Statement
Basic Normalized EPS,,,-0.34,-0.03,0.12,-0.03,Income Statement
Diluted Normalized EPS,,,-0.34,-0.03,0.12,-0.03,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,56495.0,-3235.0,-23108.0,-27128.0,Cash Flow
Depreciation/Depletion,,,775.0,677.0,1500.0,2446.0,Cash Flow
Amortization,,,17453.0,5258.0,10478.0,15748.0,Cash Flow
Deferred Taxes,,,-3139.0,,-5497.0,-6592.0,Cash Flow
Unusual Items,,,187.0,,30580.0,30581.0,Cash Flow
Other Non-Cash Items,,,9565.0,6008.0,12780.0,20011.0,Cash Flow
Non-Cash Items,,,9752.0,6008.0,43360.0,50592.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,3.0,8546.0,13026.0,Cash Flow
"Cash Interest Pd, Suppl",,,8222.0,1233.0,1374.0,2966.0,Cash Flow
Accounts Receivable,,,-15040.0,-4422.0,-1879.0,-2003.0,Cash Flow
Inventories,,,-49413.0,-24266.0,-26244.0,-64244.0,Cash Flow
Prepaid Expenses,,,-8134.0,-2350.0,-4487.0,-9342.0,Cash Flow
Accounts Payable,,,5009.0,2094.0,2059.0,11198.0,Cash Flow
Accrued Expenses,,,-6721.0,110.0,-5358.0,-2151.0,Cash Flow
Changes in Working Capital,,,-91583.0,-34219.0,-38645.0,-70396.0,Cash Flow
Total Cash from Operations,,,-10247.0,-25511.0,-11912.0,-35330.0,Cash Flow
Capital Expenditures,,,-10645.0,-1696.0,-4582.0,-7512.0,Cash Flow
Acquisition of Business,,,-133308.0,-774.0,-774.0,-774.0,Cash Flow
Sale of Fixed Assets,,,64.0,,,,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-133244.0,-774.0,-774.0,-774.0,Cash Flow
Total Cash from Investing,,,-143889.0,-2470.0,-5356.0,-8286.0,Cash Flow
Financing Cash Flow Items,,,-145247.0,-628.0,-4984.0,-7275.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,234850.0,,246.0,246.0,Cash Flow
Long Term Debt Issued,,,363600.0,20000.0,25000.0,45000.0,Cash Flow
Long Term Debt Reduction,,,-306725.0,-625.0,-1250.0,-1875.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,56875.0,19375.0,23750.0,43125.0,Cash Flow
Total Cash From Financing,,,146478.0,18747.0,19012.0,36096.0,Cash Flow
Foreign Exchange Effects,,,6.0,-4.0,-117.0,-403.0,Cash Flow
Net Change in Cash,,,-7652.0,-9238.0,1627.0,-7923.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,32753.0,25101.0,25101.0,25101.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,25101.0,15863.0,26728.0,17178.0,Cash Flow
"Depreciation, Supplemental",,,775.0,677.0,1500.0,2446.0,Cash Flow
Free Cash Flow,,,-20892.0,-27207.0,-16494.0,-42842.0,
FCF Growth,,,,0.30226881102814485,-0.39375895909141034,1.5974293682551233,
