,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Total Liabilities & Shareholders’ Equity,,,,500.0,472.0,448.0,464.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,88.0,88.0,88.0,88.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,5716.0,5758.0,5771.0,6920.0,Income Statement
Selling/Gen/Admin Expense,,,,4855.0,5244.0,5463.0,6075.0,Income Statement
Labor & Related Expense,,,,1211.0,1563.0,1769.0,2024.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,6066.0,6807.0,7232.0,8099.0,Income Statement
Research & Development,,,,21634.0,24330.0,23741.0,28744.0,Income Statement
Total Operating Expense,,,,27700.0,31137.0,30973.0,36843.0,Income Statement
Total Operating Income,,,,-21984.0,-25379.0,-25202.0,-29923.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,196.0,218.0,297.0,350.0,Income Statement
OtherNon-OperatInc (Expnse),,,,-81.0,-47.0,50.0,523.0,Income Statement
"Other, Net",,,,-81.0,-47.0,50.0,523.0,Income Statement
Income Before Tax,,,,-21869.0,-25208.0,-24855.0,-29050.0,Income Statement
Income Tax - Total,,,,177.0,0.0,3.0,0.0,Income Statement
Income After Tax,,,,-22046.0,-25208.0,-24858.0,-29050.0,Income Statement
Net Inc Before Extra Items,,,,-22046.0,-25208.0,-24858.0,-29050.0,Income Statement
Total Net Income,,,,-22046.0,-25208.0,-24858.0,-29050.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,-22046.0,-25208.0,-24858.0,-29050.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,-22046.0,-25208.0,-24858.0,-29050.0,Income Statement
Basic/Primary Weighted Average Shares,,,,88239.0,87671.0,87840.0,87892.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,-0.25,-0.29,-0.28,-0.33,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,-0.25,-0.29,-0.28,-0.33,Income Statement
Diluted Weighted Average Shares,,,,88239.0,87671.0,87840.0,87892.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,-0.25,-0.29,-0.28,-0.33,Income Statement
Diluted EPS Incl. Extra. Items,,,,-0.25,-0.29,-0.28,-0.33,Income Statement
Div/Share-ComStockPrimIssue,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Depreciat/Amort, Suppl",,,,300.0,309.0,300.0,417.0,Income Statement
Normalzd Income Before Tax,,,,-21869.0,-25208.0,-24855.0,-29050.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,177.0,0.0,3.0,0.0,Income Statement
Normalized Income After Tax,,,,-22046.0,-25208.0,-24858.0,-29050.0,Income Statement
Normalzd Inc Avail to Common,,,,-22046.0,-25208.0,-24858.0,-29050.0,Income Statement
Basic Normalized EPS,,,,-0.25,-0.29,-0.28,-0.33,Income Statement
Diluted Normalized EPS,,,,-0.25,-0.29,-0.28,-0.33,Income Statement
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,-58235.0,-25208.0,-50066.0,-79116.0,Cash Flow
Depreciation/Depletion,,,,897.0,309.0,621.0,1038.0,Cash Flow
Non-Cash Items,,,,9156.0,3620.0,7380.0,11779.0,Cash Flow
Accounts Receivable,,,,0.0,,,0.0,Cash Flow
Prepaid Expenses,,,,-3159.0,-3687.0,-12646.0,-1299.0,Cash Flow
Other Assets,,,,-139.0,4.0,8.0,-10062.0,Cash Flow
Accounts Payable,,,,1232.0,-359.0,-2356.0,2137.0,Cash Flow
Accrued Expenses,,,,2763.0,-586.0,3385.0,7158.0,Cash Flow
Changes in Working Capital,,,,-11345.0,-8386.0,-19138.0,-14515.0,Cash Flow
Total Cash from Operations,,,,-59527.0,-29665.0,-61203.0,-80814.0,Cash Flow
Capital Expenditures,,,,-1837.0,-1561.0,-3372.0,-6651.0,Cash Flow
Sale/Maturity of Investment,,,,190764.0,44415.0,97640.0,160602.0,Cash Flow
Purchase of Investments,,,,-372361.0,-54571.0,-70492.0,-114947.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,-181597.0,-10156.0,27148.0,45655.0,Cash Flow
Total Cash from Investing,,,,-183434.0,-11717.0,23776.0,39004.0,Cash Flow
Financing Cash Flow Items,,,,326277.0,-8.0,-8.0,-8.0,Cash Flow
"Common Stock, Net",,,,1058.0,265.0,983.0,1096.0,Cash Flow
"Preferred Stock, Net",,,,29990.0,0.0,0.0,0.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,31048.0,265.0,983.0,1096.0,Cash Flow
Total Cash From Financing,,,,357325.0,257.0,975.0,1088.0,Cash Flow
Net Change in Cash,,,,114364.0,-41125.0,-36452.0,-40722.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,30660.0,145024.0,145024.0,145024.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,145024.0,103899.0,108572.0,104302.0,Cash Flow
"Depreciation, Supplemental",,,,897.0,309.0,621.0,1038.0,Cash Flow
Free Cash Flow,,,,-61364.0,-31226.0,-64575.0,-87465.0,
FCF Growth,,,,,-0.4911348673489342,1.067988214949081,0.3544715447154472,
