,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
"Inter Expse,Net Non-Operat",,,,,-8.0,-9.0,-16.0,-18.0,Income Statement
"Inter Income, Non-Operating",,,,,19.0,15.0,24.0,36.0,Income Statement
"Invest Income, Non-Operat",,,,,3.0,-37.0,-32.0,-14.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,22.0,-22.0,-8.0,22.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,294.0,42.0,53.0,-15.0,Income Statement
"Other, Net",,,,,294.0,42.0,53.0,-15.0,Income Statement
Income Before Tax,,,,,245.0,698.0,1327.0,-396.0,Income Statement
Income Tax - Total,,,,,90.0,121.0,325.0,-74.0,Income Statement
Income After Tax,,,,,155.0,577.0,1002.0,-322.0,Income Statement
Minority Interest,,,,,-2.0,-3.0,-3.0,-3.0,Income Statement
Net Inc Before Extra Items,,,,,153.0,574.0,999.0,-325.0,Income Statement
Total Extraordinary Items,,,,,6.0,-10.0,-30.0,-6.0,Income Statement
Total Net Income,,,,,159.0,564.0,969.0,-331.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,153.0,574.0,999.0,-325.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,159.0,564.0,969.0,-331.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,729.0,727.0,723.0,719.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,0.21,0.79,1.38,-0.45,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,0.22,0.78,1.34,-0.46,Income Statement
Diluted Weighted Average Shares,,,,,734.0,731.0,727.0,719.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,0.21,0.79,1.37,-0.45,Income Statement
Diluted EPS Incl. Extra. Items,,,,,0.22,0.77,1.33,-0.46,Income Statement
Div/Share-ComStockPrimIssue,,,,,0.14,0.14,0.14,0.15,Income Statement
Gross Divid - Common Stock,,,,,102.0,102.0,101.0,108.0,Income Statement
Pro Forma Net Income,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,8.0,9.0,16.0,18.0,Income Statement
"Depreciat/Amort, Suppl",,,,,138.0,128.0,123.0,132.0,Income Statement
Total Special Items,,,,,9.0,8.0,139.0,136.0,Income Statement
Normalzd Income Before Tax,,,,,254.0,706.0,1466.0,-260.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,-4.0,-6.0,-28.0,-37.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,86.0,115.0,297.0,-111.0,Income Statement
Normalized Income After Tax,,,,,168.0,591.0,1169.0,-149.0,Income Statement
Normalzd Inc Avail to Common,,,,,166.0,588.0,1166.0,-152.0,Income Statement
Basic Normalized EPS,,,,,0.23,0.81,1.61,-0.21,Income Statement
Diluted Normalized EPS,,,,,0.23,0.8,1.6,-0.21,Income Statement
Date,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,1769.0,567.0,1539.0,1211.0,Cash Flow
Depreciation/Depletion,,,,,1243.0,307.0,609.0,919.0,Cash Flow
Deferred Taxes,,,,,174.0,-37.0,-79.0,-149.0,Cash Flow
Unusual Items,,,,,268.0,8.0,147.0,283.0,Cash Flow
Other Non-Cash Items,,,,,-1383.0,-22.0,-152.0,-121.0,Cash Flow
Non-Cash Items,,,,,-1115.0,-14.0,-5.0,162.0,Cash Flow
Accounts Receivable,,,,,-113.0,-2372.0,-2331.0,-1814.0,Cash Flow
Inventories,,,,,-422.0,234.0,905.0,-466.0,Cash Flow
Accounts Payable,,,,,524.0,-406.0,-488.0,202.0,Cash Flow
Changes in Working Capital,,,,,656.0,-3553.0,-3685.0,-4289.0,Cash Flow
Total Cash from Operations,,,,,2727.0,-2730.0,-1621.0,-2146.0,Cash Flow
Capital Expenditures,,,,,-573.0,-179.0,-318.0,-460.0,Cash Flow
Acquisition of Business,,,,,-4.0,-6.0,-6.0,-9.0,Cash Flow
Sale of Business,,,,,0.0,,,,Cash Flow
Sale of Fixed Assets,,,,,75.0,5.0,12.0,46.0,Cash Flow
Sale/Maturity of Investment,,,,,345.0,10.0,93.0,274.0,Cash Flow
Purchase of Investments,,,,,-204.0,-234.0,-236.0,-314.0,Cash Flow
Other Investing Cash Flow,,,,,-1.0,0.0,20.0,24.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,211.0,-225.0,-117.0,21.0,Cash Flow
Total Cash from Investing,,,,,-362.0,-404.0,-435.0,-439.0,Cash Flow
Financing Cash Flow Items,,,,,-30.0,-44.0,-46.0,-49.0,Cash Flow
Total Cash Dividends Paid,,,,,-397.0,-102.0,-203.0,-311.0,Cash Flow
"Common Stock, Net",,,,,-950.0,-235.0,-600.0,-800.0,Cash Flow
Options Exercised,,,,,100.0,40.0,62.0,66.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,-850.0,-195.0,-538.0,-734.0,Cash Flow
"Short Term Debt, Net",,,,,13.0,744.0,325.0,777.0,Cash Flow
Long Term Debt Issued,,,,,419.0,311.0,772.0,1335.0,Cash Flow
Long Term Debt Reduction,,,,,-421.0,,-204.0,-355.0,Cash Flow
"Long Term Debt, Net",,,,,-2.0,311.0,568.0,980.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,11.0,1055.0,893.0,1757.0,Cash Flow
Total Cash From Financing,,,,,-1266.0,714.0,106.0,663.0,Cash Flow
Foreign Exchange Effects,,,,,-136.0,-31.0,-116.0,-295.0,Cash Flow
Net Change in Cash,,,,,963.0,-2451.0,-2066.0,-2217.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,3873.0,4836.0,4836.0,4836.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,4836.0,2385.0,2770.0,2619.0,Cash Flow
"Depreciation, Supplemental",,,,,1243.0,307.0,609.0,919.0,Cash Flow
Free Cash Flow,,,,,2154.0,-2909.0,-1939.0,-2606.0,
FCF Growth,,,,,,-2.350510677808728,-0.3334479202475077,0.34399174832387835,
