,2018,2019,2020,2021,2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Report
Total Assets,,,,,,1562.0,1559.0,1643.0,1571.0,Balance Sheet
Accounts Payable,,,,,,18.0,22.0,28.0,38.0,Balance Sheet
Accrued Expenses,,,,,,102.0,99.0,119.0,92.0,Balance Sheet
Notes Payable/ST Debt,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Customer Advances,,,,,,354.0,362.0,432.0,407.0,Balance Sheet
Income Taxes Payable,,,,,,2.0,4.0,4.0,8.0,Balance Sheet
Other Current Liabilities,,,,,,5.0,5.0,10.0,14.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,361.0,371.0,446.0,430.0,Balance Sheet
Total Current Liabilities,,,,,,480.0,491.0,593.0,560.0,Balance Sheet
Total Long Term Debt,,,,,,566.0,566.0,567.0,567.0,Balance Sheet
Total Debt,,,,,,566.0,566.0,567.0,567.0,Balance Sheet
"Other Liabilities, Total",,,,,,65.0,69.0,68.0,50.0,Balance Sheet
Total Liabilities,,,,,,1112.0,1127.0,1227.0,1177.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Additional Paid-In Capital,,,,,,1153.0,1198.0,1250.0,1300.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,-695.0,-752.0,-817.0,-887.0,Balance Sheet
Treasury Stock - Common,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Equity, Total",,,,,,-9.0,-14.0,-18.0,-21.0,Balance Sheet
Total Equity,,,,,,450.0,432.0,415.0,394.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,1562.0,1559.0,1643.0,1571.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,93.0,93.0,94.0,95.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,2021-10-31 00:00:00,2022-01-31 00:00:00,2022-04-30 00:00:00,2022-07-31 00:00:00,Income Statement
Total Revenue,,,,,,205980.0,223944.0,239355.0,250081.0,Income Statement
"Cost of Revenue, Total",,,,,,53884.0,61284.0,67364.0,72979.0,Income Statement
Selling/Gen/Admin Expense,,,,,,95360.0,103134.0,112427.0,116594.0,Income Statement
Labor & Related Expense,,,,,,12968.0,17574.0,21538.0,23788.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,108328.0,120708.0,133965.0,140382.0,Income Statement
Research & Development,,,,,,62781.0,69036.0,76458.0,76169.0,Income Statement
Depreciation/Amortization,,,,,,1428.0,1231.0,1192.0,1231.0,Income Statement
Unusual Expense (Income),,,,,,2042.0,2731.0,2633.0,2517.0,Income Statement
"Other Operat Expse, Total",,,,,,14692.0,14803.0,17365.0,17444.0,Income Statement
Total Operating Expense,,,,,,243155.0,269793.0,298977.0,310722.0,Income Statement
Total Operating Income,,,,,,-37175.0,-45849.0,-59622.0,-60641.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,-6332.0,-6175.0,-6389.0,-6401.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,,-666.0,-861.0,-2884.0,339.0,Income Statement
"Other, Net",,,,,,-666.0,-861.0,-2884.0,339.0,Income Statement
Income Before Tax,,,,,,-44173.0,-52885.0,-68895.0,-66703.0,Income Statement
Income Tax - Total,,,,,,2850.0,3841.0,-3285.0,2848.0,Income Statement
Income After Tax,,,,,,-47023.0,-56726.0,-65610.0,-69551.0,Income Statement
Net Inc Before Extra Items,,,,,,-47023.0,-56726.0,-65610.0,-69551.0,Income Statement
Total Net Income,,,,,,-47023.0,-56726.0,-65610.0,-69551.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,-47023.0,-56726.0,-65610.0,-69551.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,-47023.0,-56726.0,-65610.0,-69551.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,92206.0,93015.0,93766.0,94621.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,-0.51,-0.61,-0.7,-0.74,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,-0.51,-0.61,-0.7,-0.74,Income Statement
Diluted Weighted Average Shares,,,,,,92206.0,93015.0,93766.0,94621.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,-0.51,-0.61,-0.7,-0.74,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,-0.51,-0.61,-0.7,-0.74,Income Statement
Div/Share-ComStockPrimIssue,,,,,,0.0,0.0,,0.0,Income Statement
Gross Divid - Common Stock,,,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,6332.0,6175.0,6389.0,6401.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,1000.0,1000.0,1031.0,1019.0,Income Statement
Total Special Items,,,,,,2042.0,2731.0,2633.0,2517.0,Income Statement
Normalzd Income Before Tax,,,,,,-42131.0,-50154.0,-66262.0,-64186.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,715.0,956.0,922.0,881.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,3565.0,4797.0,-2363.0,3729.0,Income Statement
Normalized Income After Tax,,,,,,-45696.0,-54951.0,-63899.0,-67915.0,Income Statement
Normalzd Inc Avail to Common,,,,,,-45696.0,-54951.0,-63899.0,-67915.0,Income Statement
Basic Normalized EPS,,,,,,-0.5,-0.59,-0.68,-0.72,Income Statement
Diluted Normalized EPS,,,,,,-0.5,-0.59,-0.68,-0.72,Income Statement
Date,,,,,,2021-10-31 00:00:00,2022-01-31 00:00:00,2022-04-30 00:00:00,2022-07-31 00:00:00,Cash Flow
Net Income,,,,,,-82.0,-138.0,-204.0,-70.0,Cash Flow
Depreciation/Depletion,,,,,,9.0,15.0,20.0,5.0,Cash Flow
Deferred Taxes,,,,,,0.0,0.0,-2.0,1.0,Cash Flow
Unusual Items,,,,,,,,0.0,,Cash Flow
Other Non-Cash Items,,,,,,92.0,149.0,213.0,69.0,Cash Flow
Non-Cash Items,,,,,,92.0,149.0,213.0,69.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,,2.0,3.0,4.0,3.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,,,13.0,13.0,12.0,Cash Flow
Accounts Receivable,,,,,,1.0,10.0,-62.0,46.0,Cash Flow
Prepaid Expenses,,,,,,2.0,-3.0,-3.0,5.0,Cash Flow
Other Assets,,,,,,-43.0,-62.0,-96.0,-18.0,Cash Flow
Accounts Payable,,,,,,10.0,14.0,21.0,10.0,Cash Flow
Accrued Expenses,,,,,,17.0,16.0,36.0,-31.0,Cash Flow
Changes in Working Capital,,,,,,-16.0,-16.0,-21.0,-15.0,Cash Flow
Total Cash from Operations,,,,,,4.0,9.0,6.0,-10.0,Cash Flow
Purchase of Fixed Assets,,,,,,-1.0,-1.0,-2.0,0.0,Cash Flow
Software Development Costs,,,,,,-3.0,-4.0,-5.0,0.0,Cash Flow
Capital Expenditures,,,,,,-3.0,-5.0,-7.0,0.0,Cash Flow
Acquisition of Business,,,,,,-108.0,-120.0,-120.0,,Cash Flow
Other Investing Cash Flow,,,,,,0.0,0.0,0.0,,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,-108.0,-120.0,-120.0,,Cash Flow
Total Cash from Investing,,,,,,-112.0,-125.0,-127.0,0.0,Cash Flow
Financing Cash Flow Items,,,,,,-9.0,-9.0,-9.0,0.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,21.0,28.0,36.0,3.0,Cash Flow
"Long Term Debt, Net",,,,,,575.0,575.0,575.0,0.0,Cash Flow
Total Debt Reduction,,,,,,,,0.0,0.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,575.0,575.0,575.0,0.0,Cash Flow
Total Cash From Financing,,,,,,587.0,593.0,602.0,3.0,Cash Flow
Foreign Exchange Effects,,,,,,-3.0,-12.0,-21.0,-6.0,Cash Flow
Net Change in Cash,,,,,,475.0,465.0,460.0,-12.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,404.0,404.0,404.0,864.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,879.0,868.0,864.0,851.0,Cash Flow
"Depreciation, Supplemental",,,,,,9.0,15.0,20.0,5.0,Cash Flow
Free Cash Flow,,,,,,1.0,4.0,-1.0,-10.0,
FCF Growth,,,,,,,3.0,-1.25,9.0,
