,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Diluted EPS Excl. Extra. Items,,,,-0.4,-0.41,-0.38,-0.4,Income Statement
Diluted EPS Incl. Extra. Items,,,,-0.4,-0.41,-0.38,-0.4,Income Statement
Div/Share-ComStockPrimIssue,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Depreciat/Amort, Suppl",,,,77.0,84.0,82.0,74.0,Income Statement
Normalzd Income Before Tax,,,,-18359.0,-18431.0,-17312.0,-18238.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,0.0,2.0,-2.0,-9.0,Income Statement
Normalized Income After Tax,,,,-18359.0,-18433.0,-17310.0,-18229.0,Income Statement
Normalzd Inc Avail to Common,,,,-18359.0,-18433.0,-17310.0,-18229.0,Income Statement
Basic Normalized EPS,,,,-0.4,-0.41,-0.38,-0.4,Income Statement
Diluted Normalized EPS,,,,-0.4,-0.41,-0.38,-0.4,Income Statement
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,-57846.0,-18433.0,-35743.0,-53972.0,Cash Flow
Depreciation/Depletion,,,,307.0,84.0,166.0,240.0,Cash Flow
Non-Cash Items,,,,6845.0,2314.0,4913.0,7205.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,23.0,2.0,0.0,0.0,Cash Flow
Prepaid Expenses,,,,38.0,-924.0,-308.0,-2196.0,Cash Flow
Accounts Payable,,,,191.0,239.0,-1342.0,867.0,Cash Flow
Accrued Expenses,,,,3894.0,-1278.0,637.0,-580.0,Cash Flow
Changes in Working Capital,,,,4123.0,-1963.0,-1013.0,-1909.0,Cash Flow
Total Cash from Operations,,,,-46571.0,-17998.0,-31677.0,-48436.0,Cash Flow
Capital Expenditures,,,,-1349.0,-796.0,-4296.0,-6346.0,Cash Flow
Sale/Maturity of Investment,,,,114610.0,55676.0,99415.0,176267.0,Cash Flow
Purchase of Investments,,,,-256845.0,-93705.0,-149223.0,-194512.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,-142235.0,-38029.0,-49808.0,-18245.0,Cash Flow
Total Cash from Investing,,,,-143584.0,-38825.0,-54104.0,-24591.0,Cash Flow
"Common Stock, Net",,,,0.0,,,,Cash Flow
"Preferred Stock, Net",,,,0.0,,,,Cash Flow
Options Exercised,,,,2022.0,128.0,404.0,410.0,Cash Flow
Total Cash From Financing,,,,2022.0,128.0,404.0,410.0,Cash Flow
Net Change in Cash,,,,-188133.0,-56695.0,-85377.0,-72617.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,361422.0,173289.0,173289.0,173289.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,173289.0,116594.0,87912.0,100672.0,Cash Flow
"Depreciation, Supplemental",,,,307.0,84.0,166.0,240.0,Cash Flow
Free Cash Flow,,,,-47920.0,-18794.0,-35973.0,-54782.0,
FCF Growth,,,,,-0.607804674457429,0.9140683196764925,0.5228643705000973,
