,2020,2021,2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Report
"Pref. Stock-Non Rdmbl, Net",,,,,0.0,0.0,0.0,Balance Sheet
Common Stock,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,619.0,1277.0,1290.0,1306.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,-203.0,-210.0,-239.0,-266.0,Balance Sheet
"Other Equity, Total",,,,0.0,0.0,1.0,1.0,Balance Sheet
Total Equity,,,,416.0,1068.0,1052.0,1041.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,587.0,1301.0,1297.0,1296.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,97.0,110.0,110.0,111.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,2021-10-31 00:00:00,2022-01-31 00:00:00,2022-04-30 00:00:00,2022-07-31 00:00:00,Income Statement
Total Revenue,,,,70036.0,74955.0,94211.0,99627.0,Income Statement
"Cost of Revenue, Total",,,,27254.0,31285.0,40302.0,41221.0,Income Statement
Selling/Gen/Admin Expense,,,,29571.0,41819.0,38975.0,40507.0,Income Statement
Labor & Related Expense,,,,3106.0,4769.0,8221.0,7791.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,32677.0,46588.0,47196.0,48298.0,Income Statement
Research & Development,,,,19489.0,22844.0,28566.0,29166.0,Income Statement
Depreciation,,,,901.0,1021.0,875.0,1040.0,Income Statement
Amortiz of Intangibles,,,,418.0,1050.0,2771.0,2772.0,Income Statement
Depreciation/Amortization,,,,1319.0,2071.0,3646.0,3812.0,Income Statement
Unusual Expense (Income),,,,2021.0,2158.0,1732.0,2136.0,Income Statement
Total Operating Expense,,,,82760.0,104946.0,121442.0,124633.0,Income Statement
Total Operating Income,,,,-12724.0,-29991.0,-27231.0,-25006.0,Income Statement
"Inter Expse,Net Non-Operat",,,,-379.0,-537.0,-638.0,-631.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,57.0,21.0,2.0,26.0,Income Statement
OtherNon-OperatInc (Expnse),,,,-255.0,-952.0,-1573.0,-1014.0,Income Statement
"Other, Net",,,,-255.0,-952.0,-1573.0,-1014.0,Income Statement
Income Before Tax,,,,-13301.0,-31459.0,-29440.0,-26625.0,Income Statement
Income Tax - Total,,,,356.0,-24863.0,563.0,799.0,Income Statement
Income After Tax,,,,-13657.0,-6596.0,-30003.0,-27424.0,Income Statement
Minority Interest,,,,21.0,-523.0,-685.0,179.0,Income Statement
Net Inc Before Extra Items,,,,-13636.0,-7119.0,-30688.0,-27245.0,Income Statement
Total Net Income,,,,-13636.0,-7119.0,-30688.0,-27245.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,-13636.0,-7119.0,-30688.0,-27245.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,-13636.0,-7119.0,-30688.0,-27245.0,Income Statement
Basic/Primary Weighted Average Shares,,,,96431.0,100359.0,109999.0,110392.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,-0.14,-0.07,-0.28,-0.25,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,-0.14,-0.07,-0.28,-0.25,Income Statement
Diluted Weighted Average Shares,,,,96431.0,100359.0,109999.0,110392.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,-0.14,-0.07,-0.28,-0.25,Income Statement
Diluted EPS Incl. Extra. Items,,,,-0.14,-0.07,-0.28,-0.25,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,379.0,537.0,638.0,631.0,Income Statement
"Depreciat/Amort, Suppl",,,,1227.0,1390.0,1427.0,1394.0,Income Statement
Total Special Items,,,,2923.0,11262.0,3229.0,2523.0,Income Statement
Normalzd Income Before Tax,,,,-10378.0,-20197.0,-26211.0,-24102.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,1023.0,3942.0,1130.0,883.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,1379.0,-20921.0,1693.0,1682.0,Income Statement
Normalized Income After Tax,,,,-11757.0,724.0,-27904.0,-25784.0,Income Statement
Normalzd Inc Avail to Common,,,,-11736.0,201.0,-28589.0,-25605.0,Income Statement
Basic Normalized EPS,,,,-0.12,0.0,-0.26,-0.23,Income Statement
Diluted Normalized EPS,,,,-0.12,0.0,-0.26,-0.23,Income Statement
Date,,,,2021-10-31 00:00:00,2022-01-31 00:00:00,2022-04-30 00:00:00,2022-07-31 00:00:00,Cash Flow
Net Income,,,,-42327.0,-49446.0,-30688.0,-57933.0,Cash Flow
Depreciation/Depletion,,,,6139.0,10006.0,8460.0,16882.0,Cash Flow
Deferred Taxes,,,,192.0,-24280.0,210.0,480.0,Cash Flow
Non-Cash Items,,,,25832.0,38065.0,18793.0,35383.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,335.0,1003.0,1.0,484.0,Cash Flow
"Cash Interest Pd, Suppl",,,,977.0,1514.0,621.0,1237.0,Cash Flow
Accounts Receivable,,,,15766.0,-24552.0,-1632.0,844.0,Cash Flow
Prepaid Expenses,,,,-1430.0,-2503.0,-2004.0,-1651.0,Cash Flow
Accounts Payable,,,,873.0,4433.0,-2317.0,-1890.0,Cash Flow
Accrued Expenses,,,,-1917.0,4731.0,-12018.0,-11723.0,Cash Flow
Payable/Accrued,,,,1887.0,,,,Cash Flow
Changes in Working Capital,,,,11987.0,6426.0,4473.0,15907.0,Cash Flow
Total Cash from Operations,,,,1823.0,-19229.0,1248.0,10719.0,Cash Flow
Capital Expenditures,,,,-3640.0,-5463.0,-4694.0,-9303.0,Cash Flow
Acquisition of Business,,,,,-268994.0,,,Cash Flow
Purchase of Investments,,,,,-4031.0,,,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,-273025.0,,,Cash Flow
Total Cash from Investing,,,,-3640.0,-278488.0,-4694.0,-9303.0,Cash Flow
Financing Cash Flow Items,,,,,-210.0,-364.0,-367.0,Cash Flow
"Common Stock, Net",,,,,2543.0,,2424.0,Cash Flow
Options Exercised,,,,12620.0,13907.0,772.0,1856.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,12620.0,16450.0,772.0,4280.0,Cash Flow
Long Term Debt Issued,,,,,,20000.0,20000.0,Cash Flow
Long Term Debt Reduction,,,,-181.0,-318.0,-20150.0,-20303.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,-181.0,-318.0,-150.0,-303.0,Cash Flow
Total Cash From Financing,,,,12439.0,15922.0,258.0,3610.0,Cash Flow
Foreign Exchange Effects,,,,-632.0,-1231.0,-1142.0,-1895.0,Cash Flow
Net Change in Cash,,,,9990.0,-283026.0,-4330.0,3131.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,371425.0,371425.0,88399.0,88399.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,381415.0,88399.0,84069.0,91530.0,Cash Flow
"Depreciation, Supplemental",,,,6139.0,10006.0,8460.0,16882.0,Cash Flow
Free Cash Flow,,,,-1817.0,-24692.0,-3446.0,1416.0,
FCF Growth,,,,,12.589433131535499,-0.8604406285436579,-1.4109112013929193,
