,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Unusual Items,,,,,,-46644.0,0.0,0.0,0.0,Cash Flow
Other Non-Cash Items,,,,,,4359.0,1422.0,2554.0,4260.0,Cash Flow
Non-Cash Items,,,,,,-42285.0,1422.0,2554.0,4260.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,,25280.0,8501.0,20853.0,27471.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,,5243.0,721.0,1756.0,2859.0,Cash Flow
Accounts Receivable,,,,,,-25944.0,3969.0,5773.0,12887.0,Cash Flow
Prepaid Expenses,,,,,,-606.0,,,,Cash Flow
Other Assets,,,,,,-514.0,3066.0,1477.0,1331.0,Cash Flow
Accounts Payable,,,,,,-2157.0,-1090.0,-885.0,-1101.0,Cash Flow
Accrued Expenses,,,,,,329.0,1407.0,1854.0,4486.0,Cash Flow
Changes in Working Capital,,,,,,-29818.0,6498.0,5137.0,17108.0,Cash Flow
Total Cash from Operations,,,,,,95156.0,31932.0,53587.0,84997.0,Cash Flow
Total Cash from Investing,,,,,,-1987.0,-186.0,-364.0,-637.0,Cash Flow
Financing Cash Flow Items,,,,,,-38617.0,-39.0,-63.0,-1057.0,Cash Flow
Total Cash Dividends Paid,,,,,,0.0,,,,Cash Flow
Sale/Issuance of Common,,,,,,0.0,,,,Cash Flow
Repurch/Retirement Common,,,,,,-20000.0,,0.0,0.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,-20000.0,,0.0,0.0,Cash Flow
Long Term Debt Issued,,,,,,175000.0,0.0,0.0,150000.0,Cash Flow
Long Term Debt Reduction,,,,,,-194191.0,-781.0,-1562.0,-147656.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,-19191.0,-781.0,-1562.0,2344.0,Cash Flow
Total Cash From Financing,,,,,,-77808.0,-820.0,-1625.0,1287.0,Cash Flow
Net Change in Cash,,,,,,15361.0,30926.0,51598.0,85647.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,104148.0,119509.0,119509.0,119509.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,119509.0,150435.0,171107.0,205156.0,Cash Flow
"Depreciation, Supplemental",,,,,,1122.0,304.0,614.0,680.0,Cash Flow
Free Cash Flow,,,,,,,,,,
FCF Growth,,,,,,,,,,
