,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Other LT Liabilities,,,,327.0,285.0,218.0,121.0,Balance Sheet
"Other Liabilities, Total",,,,601.0,511.0,393.0,252.0,Balance Sheet
Total Liabilities,,,,5039.0,5011.0,5455.0,5186.0,Balance Sheet
Redeemable Preferred Stock,,,,,,,260.0,Balance Sheet
Common Stock,,,,7.0,7.0,7.0,7.0,Balance Sheet
Additional Paid-In Capital,,,,5992.0,5992.0,5992.0,5989.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,-5713.0,-5690.0,-5694.0,-5683.0,Balance Sheet
Treasury Stock - Common,,,,,,-3.0,-35.0,Balance Sheet
Cum. Trans. Adjustment,,,,,-27.0,-26.0,-46.0,Balance Sheet
Other Comprehensive Income,,,,,133.0,57.0,56.0,Balance Sheet
"Other Equity, Total",,,,,106.0,31.0,10.0,Balance Sheet
Total Equity,,,,286.0,415.0,333.0,548.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,5325.0,5426.0,5788.0,5734.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,603.0,603.0,603.0,603.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,1087.0,1137.0,1303.0,1173.0,Income Statement
"Cost of Revenue, Total",,,,932.0,986.0,1123.0,1047.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,43.0,56.0,53.0,38.0,Income Statement
Depreciation/Amortization,,,,36.0,36.0,35.0,34.0,Income Statement
Unusual Expense (Income),,,,31.0,-33.0,-54.0,-45.0,Income Statement
Total Operating Expense,,,,1042.0,1045.0,1157.0,1074.0,Income Statement
Total Operating Income,,,,45.0,92.0,146.0,99.0,Income Statement
"Inter Expse,Net Non-Operat",,,,-24.0,-23.0,-25.0,-33.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,-4.0,-1.0,-3.0,7.0,Income Statement
OtherNon-OperatInc (Expnse),,,,-3.0,-4.0,-6.0,-4.0,Income Statement
"Other, Net",,,,-3.0,-4.0,-6.0,-4.0,Income Statement
Income Before Tax,,,,14.0,64.0,112.0,69.0,Income Statement
Income Tax - Total,,,,-2.0,7.0,12.0,1.0,Income Statement
Income After Tax,,,,16.0,57.0,100.0,68.0,Income Statement
Net Inc Before Extra Items,,,,16.0,57.0,100.0,68.0,Income Statement
Total Net Income,,,,16.0,57.0,100.0,68.0,Income Statement
Total Adjust to Net Income,,,,,,,-6.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,16.0,57.0,100.0,62.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,16.0,57.0,100.0,62.0,Income Statement
Basic/Primary Weighted Average Shares,,,,603.0,603.0,603.0,600.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,0.03,0.09,0.17,0.1,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,0.03,0.09,0.17,0.1,Income Statement
Diluted Weighted Average Shares,,,,603.0,603.0,603.0,600.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,0.03,0.09,0.17,0.1,Income Statement
Diluted EPS Incl. Extra. Items,,,,0.03,0.09,0.17,0.1,Income Statement
Div/Share-ComStockPrimIssue,,,,,0.0,0.2,0.1,Income Statement
Gross Divid - Common Stock,,,,0.0,0.0,121.0,59.0,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,24.0,23.0,25.0,33.0,Income Statement
"Depreciat/Amort, Suppl",,,,53.0,50.0,54.0,52.0,Income Statement
Total Special Items,,,,31.0,-33.0,-54.0,-45.0,Income Statement
Normalzd Income Before Tax,,,,45.0,31.0,58.0,24.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,11.0,-2.0,-4.0,-6.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,9.0,5.0,8.0,-5.0,Income Statement
Normalized Income After Tax,,,,36.0,26.0,50.0,29.0,Income Statement
Normalzd Inc Avail to Common,,,,36.0,26.0,50.0,23.0,Income Statement
Basic Normalized EPS,,,,0.06,0.04,0.08,0.04,Income Statement
Diluted Normalized EPS,,,,0.06,0.04,0.08,0.04,Income Statement
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,-210.0,57.0,157.0,225.0,Cash Flow
Depreciation/Depletion,,,,343.0,86.0,175.0,261.0,Cash Flow
Unusual Items,,,,205.0,4.0,4.0,-17.0,Cash Flow
Other Non-Cash Items,,,,257.0,-16.0,-44.0,-18.0,Cash Flow
Non-Cash Items,,,,462.0,-12.0,-40.0,-35.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,7.0,15.0,29.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,,,55.0,Cash Flow
Changes in Working Capital,,,,-137.0,-325.0,-431.0,-529.0,Cash Flow
Total Cash from Operations,,,,458.0,-194.0,-139.0,-78.0,Cash Flow
Capital Expenditures,,,,-686.0,-117.0,-286.0,-413.0,Cash Flow
Acquisition of Business,,,,-5.0,,,,Cash Flow
Other Investing Cash Flow,,,,,,0.0,,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,-5.0,,0.0,,Cash Flow
Total Cash from Investing,,,,-691.0,-117.0,-286.0,-413.0,Cash Flow
Financing Cash Flow Items,,,,-455.0,-2.0,-7.0,-11.0,Cash Flow
Total Cash Dividends Paid,,,,,,-121.0,-121.0,Cash Flow
Sale/Issuance of Common,,,,925.0,,,258.0,Cash Flow
Repurch/Retirement Common,,,,,,-3.0,-35.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,925.0,,-3.0,223.0,Cash Flow
Long Term Debt Issued,,,,2775.0,100.0,700.0,701.0,Cash Flow
Long Term Debt Reduction,,,,-2791.0,-17.0,-135.0,-149.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,-16.0,83.0,565.0,552.0,Cash Flow
Total Cash From Financing,,,,454.0,81.0,434.0,643.0,Cash Flow
Foreign Exchange Effects,,,,-15.0,-8.0,-36.0,-32.0,Cash Flow
Net Change in Cash,,,,206.0,-238.0,-27.0,120.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,257.0,463.0,463.0,463.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,463.0,225.0,436.0,583.0,Cash Flow
"Depreciation, Supplemental",,,,343.0,86.0,175.0,261.0,Cash Flow
Free Cash Flow,,,,-228.0,-311.0,-425.0,-491.0,
FCF Growth,,,,,0.36403508771929816,0.3665594855305465,0.1552941176470588,
