,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Selling/Gen/Admin Expense,,,51444.0,55710.0,57379.0,55081.0,Income Statement
Labor & Related Expense,,,5271.0,5661.0,5925.0,6523.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,56715.0,61371.0,63304.0,61604.0,Income Statement
Research & Development,,,14423.0,17637.0,17423.0,18508.0,Income Statement
Depreciation/Amortization,,,27520.0,27391.0,27520.0,27613.0,Income Statement
Unusual Expense (Income),,,0.0,,,0.0,Income Statement
Total Operating Expense,,,141400.0,157144.0,163350.0,165380.0,Income Statement
Total Operating Income,,,-5751.0,-13568.0,-6104.0,-7254.0,Income Statement
"Inter Expse,Net Non-Operat",,,-4849.0,-5478.0,-6702.0,-8890.0,Income Statement
Income Before Tax,,,-10600.0,-19046.0,-12806.0,-16144.0,Income Statement
Income Tax - Total,,,-5869.0,-5737.0,75.0,-291.0,Income Statement
Income After Tax,,,-4731.0,-13309.0,-12881.0,-15853.0,Income Statement
Net Inc Before Extra Items,,,-4731.0,-13309.0,-12881.0,-15853.0,Income Statement
Total Net Income,,,-4731.0,-13309.0,-12881.0,-15853.0,Income Statement
Total Adjust to Net Income,,,0.0,0.0,0.0,0.0,Income Statement
Income Available to Common Excl. Extra. Items,,,-4731.0,-13309.0,-12881.0,-15853.0,Income Statement
Income Available to Common Incl. Extra. Items,,,-4731.0,-13309.0,-12881.0,-15853.0,Income Statement
Basic/Primary Weighted Average Shares,,,196215.0,195432.0,195650.0,194543.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,-0.02,-0.07,-0.07,-0.08,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,-0.02,-0.07,-0.07,-0.08,Income Statement
Diluted Weighted Average Shares,,,196215.0,195432.0,195650.0,194543.0,Income Statement
Diluted EPS Excl. Extra. Items,,,-0.02,-0.07,-0.07,-0.08,Income Statement
Diluted EPS Incl. Extra. Items,,,-0.02,-0.07,-0.07,-0.08,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,,4849.0,5478.0,6702.0,8890.0,Income Statement
"Depreciat/Amort, Suppl",,,1300.0,1000.0,1120.0,1013.0,Income Statement
Total Special Items,,,1404.0,2062.0,1797.0,1570.0,Income Statement
Normalzd Income Before Tax,,,-9196.0,-16984.0,-11009.0,-14574.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,491.0,722.0,629.0,550.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,-5378.0,-5015.0,704.0,259.0,Income Statement
Normalized Income After Tax,,,-3818.0,-11969.0,-11713.0,-14833.0,Income Statement
Normalzd Inc Avail to Common,,,-3818.0,-11969.0,-11713.0,-14833.0,Income Statement
Basic Normalized EPS,,,-0.02,-0.06,-0.06,-0.08,Income Statement
Diluted Normalized EPS,,,-0.02,-0.06,-0.06,-0.08,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,-81966.0,-13309.0,-26190.0,-42043.0,Cash Flow
Depreciation/Depletion,,,101437.0,27391.0,54911.0,82524.0,Cash Flow
Deferred Taxes,,,-12026.0,-5990.0,-6209.0,-6855.0,Cash Flow
Unusual Items,,,28714.0,,,0.0,Cash Flow
Other Non-Cash Items,,,29682.0,7134.0,15238.0,25343.0,Cash Flow
Non-Cash Items,,,58396.0,7134.0,15238.0,25343.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,1495.0,235.0,1388.0,1950.0,Cash Flow
Accounts Receivable,,,-13342.0,-2261.0,-9547.0,-11722.0,Cash Flow
Prepaid Expenses,,,-8009.0,-5717.0,-8346.0,-7151.0,Cash Flow
Other Assets,,,-10514.0,-691.0,-1233.0,-1313.0,Cash Flow
Accounts Payable,,,-3961.0,-2122.0,-2485.0,-1450.0,Cash Flow
Accrued Expenses,,,-4077.0,3498.0,5228.0,-1308.0,Cash Flow
Changes in Working Capital,,,-28359.0,-2372.0,-13748.0,-21357.0,Cash Flow
Total Cash from Operations,,,37482.0,12854.0,24002.0,37612.0,Cash Flow
Purchase of Fixed Assets,,,-3103.0,-889.0,-1565.0,-2155.0,Cash Flow
Software Development Costs,,,-11692.0,-3503.0,-7492.0,-11440.0,Cash Flow
Capital Expenditures,,,-14795.0,-4392.0,-9057.0,-13595.0,Cash Flow
Acquisition of Business,,,-364873.0,0.0,0.0,0.0,Cash Flow
Other Investing Cash Flow,,,0.0,,,,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-364873.0,0.0,0.0,0.0,Cash Flow
Total Cash from Investing,,,-379668.0,-4392.0,-9057.0,-13595.0,Cash Flow
Financing Cash Flow Items,,,-8135.0,,,0.0,Cash Flow
Sale/Issuance of Common,,,415708.0,,1804.0,1754.0,Cash Flow
Repurch/Retirement Common,,,0.0,,-2665.0,-21863.0,Cash Flow
"Common Stock, Net",,,415708.0,,-861.0,-20109.0,Cash Flow
"Preferred Stock, Net",,,109782.0,,0.0,0.0,Cash Flow
Options Exercised,,,1319.0,723.0,1104.0,1675.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,526809.0,723.0,243.0,-18434.0,Cash Flow
Long Term Debt Issued,,,850966.0,0.0,0.0,0.0,Cash Flow
Long Term Debt Reduction,,,-1028457.0,-1375.0,-2750.0,-6125.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,-177491.0,-1375.0,-2750.0,-6125.0,Cash Flow
Total Cash From Financing,,,341183.0,-652.0,-2507.0,-24559.0,Cash Flow
Foreign Exchange Effects,,,224.0,-370.0,-850.0,-1796.0,Cash Flow
Net Change in Cash,,,-779.0,7440.0,11588.0,-2338.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,98338.0,97559.0,97559.0,97559.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,97559.0,104999.0,109147.0,95221.0,Cash Flow
"Depreciation, Supplemental",,,101437.0,27391.0,54911.0,82524.0,Cash Flow
Free Cash Flow,,,22687.0,8462.0,14945.0,24017.0,
FCF Growth,,,,-0.6270110636047075,0.7661309383124557,0.6070257611241219,
