,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Non-Cash Items,,,17099.0,3858.0,8261.0,9636.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,1019.0,902.0,1529.0,2718.0,Cash Flow
"Cash Interest Pd, Suppl",,,65530.0,8772.0,16945.0,27890.0,Cash Flow
Accounts Receivable,,,-35745.0,-29852.0,-34969.0,-24521.0,Cash Flow
Prepaid Expenses,,,240.0,4115.0,1924.0,1516.0,Cash Flow
Other Assets,,,-13375.0,-9959.0,-19207.0,-27092.0,Cash Flow
Accounts Payable,,,-10994.0,-7095.0,-10154.0,-5212.0,Cash Flow
Accrued Expenses,,,24643.0,7612.0,18418.0,5004.0,Cash Flow
Changes in Working Capital,,,-28164.0,-35703.0,-44758.0,-51110.0,Cash Flow
Total Cash from Operations,,,47474.0,-2015.0,35866.0,70927.0,Cash Flow
Purchase of Fixed Assets,,,-6228.0,-1867.0,-2763.0,-3973.0,Cash Flow
Purchase/Acq of Intangibles,,,-7809.0,-2662.0,-5417.0,-9149.0,Cash Flow
Capital Expenditures,,,-14037.0,-4529.0,-8180.0,-13122.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,0.0,,,,Cash Flow
Total Cash from Investing,,,-14037.0,-4529.0,-8180.0,-13122.0,Cash Flow
Financing Cash Flow Items,,,-5707.0,-18445.0,-18445.0,-18445.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,399044.0,,,,Cash Flow
Short Term Debt Issued,,,30000.0,,0.0,0.0,Cash Flow
Short Term Debt Reduction,,,-40000.0,,0.0,0.0,Cash Flow
"Short Term Debt, Net",,,-10000.0,,0.0,0.0,Cash Flow
"Long Term Debt, Net",,,-323350.0,-2088.0,-4517.0,-6605.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,-333350.0,-2088.0,-4517.0,-6605.0,Cash Flow
Total Cash From Financing,,,59987.0,-20533.0,-22962.0,-25050.0,Cash Flow
Foreign Exchange Effects,,,-1269.0,-420.0,-1397.0,-1155.0,Cash Flow
Net Change in Cash,,,92155.0,-27497.0,3327.0,31600.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,24059.0,116214.0,116214.0,116214.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,116214.0,88717.0,119541.0,147814.0,Cash Flow
"Depreciation, Supplemental",,,78357.0,18061.0,36110.0,54056.0,Cash Flow
Free Cash Flow,,,33437.0,-6544.0,27686.0,57805.0,
FCF Growth,,,,-1.1957113377396298,-5.2307457212713935,1.0878783500686269,
