,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Accrued Expenses,,,,1.0,3.0,4.0,6.0,Balance Sheet
Notes Payable/ST Debt,,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Curr. Lblts, Total",,,,0.0,1.0,1.0,3.0,Balance Sheet
Total Current Liabilities,,,,4.0,7.0,10.0,16.0,Balance Sheet
Total Long Term Debt,,,,5.0,5.0,5.0,6.0,Balance Sheet
Total Debt,,,,5.0,5.0,5.0,6.0,Balance Sheet
"Other Liabilities, Total",,,,198.0,185.0,133.0,118.0,Balance Sheet
Total Liabilities,,,,207.0,197.0,148.0,140.0,Balance Sheet
Common Stock,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,362.0,363.0,365.0,366.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,-57.0,-49.0,-3.0,6.0,Balance Sheet
"Other Equity, Total",,,,-1.0,-5.0,-11.0,-20.0,Balance Sheet
Total Equity,,,,304.0,308.0,351.0,352.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,510.0,506.0,499.0,492.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,141.0,141.0,142.0,143.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,0.0,0.0,0.0,0.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,4055.0,5071.0,5864.0,5834.0,Income Statement
Research & Development,,,,3519.0,2337.0,2649.0,3732.0,Income Statement
Depreciation/Amortization,,,,181.0,148.0,160.0,180.0,Income Statement
Total Operating Expense,,,,7755.0,7556.0,8673.0,9746.0,Income Statement
Total Operating Income,,,,-7755.0,-7556.0,-8673.0,-9746.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,0.0,0.0,0.0,Income Statement
"Inter Income, Non-Operating",,,,1413.0,1833.0,1936.0,2309.0,Income Statement
"Invest Income, Non-Operat",,,,100.0,-834.0,1430.0,1129.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,1513.0,999.0,3366.0,3438.0,Income Statement
"Inter Inc(Exp),Net Non-Oper",,,,1.0,,,,Income Statement
"Other, Net",,,,11478.0,13903.0,52238.0,14607.0,Income Statement
Income Before Tax,,,,5237.0,7346.0,46931.0,8299.0,Income Statement
Income After Tax,,,,5237.0,7346.0,46931.0,8299.0,Income Statement
Net Inc Before Extra Items,,,,5237.0,7346.0,46931.0,8299.0,Income Statement
Total Net Income,,,,5237.0,7346.0,46931.0,8299.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,5237.0,7346.0,46931.0,8299.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,5237.0,7346.0,46931.0,8299.0,Income Statement
Basic/Primary Weighted Average Shares,,,,141302.0,136825.0,137142.0,138062.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,0.04,0.05,0.34,0.06,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,0.04,0.05,0.34,0.06,Income Statement
Dilution Adjustment,,,,0.0,0.0,,,Income Statement
Diluted Weighted Average Shares,,,,141302.0,141732.0,142196.0,142197.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,0.04,0.05,0.33,0.06,Income Statement
Diluted EPS Incl. Extra. Items,,,,0.04,0.05,0.33,0.06,Income Statement
Div/Share-ComStockPrimIssue,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,0.0,0.0,0.0,Income Statement
"Depreciat/Amort, Suppl",,,,182.0,148.0,160.0,180.0,Income Statement
Normalzd Income Before Tax,,,,5237.0,7346.0,46931.0,8299.0,Income Statement
Normalized Income After Tax,,,,5237.0,7346.0,46931.0,8299.0,Income Statement
Normalzd Inc Avail to Common,,,,5237.0,7346.0,46931.0,8299.0,Income Statement
Basic Normalized EPS,,,,0.04,0.05,0.34,0.06,Income Statement
Diluted Normalized EPS,,,,0.04,0.05,0.33,0.06,Income Statement
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,42090.0,7346.0,54277.0,62576.0,Cash Flow
Depreciation/Depletion,,,,544.0,148.0,308.0,488.0,Cash Flow
Unusual Items,,,,5851.0,2608.0,-17625.0,-17335.0,Cash Flow
Other Non-Cash Items,,,,-67216.0,-14233.0,-45710.0,-59454.0,Cash Flow
Non-Cash Items,,,,-61365.0,-11625.0,-63335.0,-76789.0,Cash Flow
Accounts Receivable,,,,-2563.0,-179.0,-377.0,-926.0,Cash Flow
Prepaid Expenses,,,,-3652.0,1215.0,1038.0,-1464.0,Cash Flow
Other Assets,,,,,-32.0,0.0,-5019.0,Cash Flow
Accounts Payable,,,,-192.0,694.0,2285.0,5416.0,Cash Flow
Accrued Expenses,,,,2715.0,1433.0,2283.0,4042.0,Cash Flow
Changes in Working Capital,,,,-3312.0,2841.0,5718.0,4263.0,Cash Flow
Total Cash from Operations,,,,-22043.0,-1290.0,-3032.0,-9462.0,Cash Flow
Capital Expenditures,,,,-12469.0,-10400.0,-25092.0,-57958.0,Cash Flow
Sale/Maturity of Investment,,,,2049147.0,1278520.0,1718955.0,2711968.0,Cash Flow
Purchase of Investments,,,,-2448316.0,-1255027.0,-1655200.0,-2584027.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,-399169.0,23493.0,63755.0,127941.0,Cash Flow
Total Cash from Investing,,,,-411638.0,13093.0,38663.0,69983.0,Cash Flow
Financing Cash Flow Items,,,,467530.0,,,,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,74.0,34.0,268.0,371.0,Cash Flow
"Short Term Debt, Net",,,,-906.0,,,,Cash Flow
"Long Term Debt, Net",,,,12250.0,0.0,0.0,0.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,11344.0,0.0,0.0,0.0,Cash Flow
Total Cash From Financing,,,,478948.0,34.0,268.0,371.0,Cash Flow
Foreign Exchange Effects,,,,-14.0,-533.0,-3480.0,-4549.0,Cash Flow
Net Change in Cash,,,,45253.0,11304.0,32419.0,56343.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,1874.0,47127.0,47127.0,47127.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,47127.0,58431.0,79546.0,103470.0,Cash Flow
"Depreciation, Supplemental",,,,544.0,148.0,308.0,488.0,Cash Flow
Free Cash Flow,,,,-34512.0,-11690.0,-28124.0,-67420.0,
FCF Growth,,,,,-0.6612772369031061,1.4058169375534644,1.3972407907836724,
