,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Income After Tax,,,-21938.0,-27747.0,-36530.0,-37795.0,Income Statement
Minority Interest,,,0.0,0.0,0.0,0.0,Income Statement
Net Inc Before Extra Items,,,-21938.0,-27747.0,-36530.0,-37795.0,Income Statement
Total Net Income,,,-21938.0,-27747.0,-36530.0,-37795.0,Income Statement
Income Available to Common Excl. Extra. Items,,,-21938.0,-27747.0,-36530.0,-37795.0,Income Statement
Income Available to Common Incl. Extra. Items,,,-21938.0,-27747.0,-36530.0,-37795.0,Income Statement
Basic/Primary Weighted Average Shares,,,61952.0,58382.0,60761.0,71009.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,-0.35,-0.48,-0.6,-0.53,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,-0.35,-0.48,-0.6,-0.53,Income Statement
Diluted Weighted Average Shares,,,61952.0,58382.0,60761.0,71009.0,Income Statement
Diluted EPS Excl. Extra. Items,,,-0.35,-0.48,-0.6,-0.53,Income Statement
Diluted EPS Incl. Extra. Items,,,-0.35,-0.48,-0.6,-0.53,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Depreciat/Amort, Suppl",,,5.0,6.0,6.0,36.0,Income Statement
Normalzd Income Before Tax,,,-21938.0,-27747.0,-36530.0,-37795.0,Income Statement
Normalized Income After Tax,,,-21938.0,-27747.0,-36530.0,-37795.0,Income Statement
Normalzd Inc Avail to Common,,,-21938.0,-27747.0,-36530.0,-37795.0,Income Statement
Basic Normalized EPS,,,-0.35,-0.48,-0.6,-0.53,Income Statement
Diluted Normalized EPS,,,-0.35,-0.48,-0.6,-0.53,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,-72754.0,-27747.0,-64277.0,-102072.0,Cash Flow
Depreciation/Depletion,,,20.0,6.0,12.0,48.0,Cash Flow
Non-Cash Items,,,21500.0,6249.0,12007.0,19681.0,Cash Flow
Prepaid Expenses,,,-3717.0,422.0,-2580.0,-1113.0,Cash Flow
Other Assets,,,-62.0,4.0,-315.0,-280.0,Cash Flow
Accounts Payable,,,1542.0,-1043.0,-1305.0,2229.0,Cash Flow
Accrued Expenses,,,4932.0,546.0,5108.0,6943.0,Cash Flow
Changes in Working Capital,,,2695.0,-71.0,908.0,7779.0,Cash Flow
Total Cash from Operations,,,-48539.0,-21563.0,-51350.0,-74564.0,Cash Flow
Capital Expenditures,,,0.0,-15.0,-22.0,-26.0,Cash Flow
Sale/Maturity of Investment,,,,,,20000.0,Cash Flow
Purchase of Investments,,,,,-5990.0,-272838.0,Cash Flow
Other Investing Cash Flow,,,-8000.0,0.0,0.0,0.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-8000.0,0.0,-5990.0,-252838.0,Cash Flow
Total Cash from Investing,,,-8000.0,-15.0,-6012.0,-252864.0,Cash Flow
Financing Cash Flow Items,,,0.0,0.0,0.0,,Cash Flow
"Common Stock, Net",,,167363.0,,161930.0,161930.0,Cash Flow
"Preferred Stock, Net",,,129757.0,0.0,0.0,0.0,Cash Flow
Options Exercised,,,,,,2053.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,297120.0,0.0,161930.0,163983.0,Cash Flow
Total Cash From Financing,,,297120.0,0.0,161930.0,163983.0,Cash Flow
Net Change in Cash,,,240581.0,-21578.0,104568.0,-163445.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,43728.0,284309.0,284309.0,284309.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,284309.0,262731.0,388877.0,120864.0,Cash Flow
"Depreciation, Supplemental",,,20.0,6.0,12.0,48.0,Cash Flow
Free Cash Flow,,,-48539.0,-21578.0,-51372.0,-74590.0,
FCF Growth,,,,-0.5554502564947774,1.3807581796273984,0.4519582652028342,
