,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
"Other Curr. Lblts, Total",,,27.0,24.0,13.0,9.0,Balance Sheet
Total Current Liabilities,,,98.0,106.0,99.0,80.0,Balance Sheet
Total Long Term Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Liabilities, Total",,,301.0,298.0,309.0,306.0,Balance Sheet
Total Liabilities,,,400.0,405.0,408.0,386.0,Balance Sheet
Common Stock,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,400.0,575.0,585.0,598.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,-39.0,-125.0,-203.0,-271.0,Balance Sheet
Other Equity,,,0.0,,,,Balance Sheet
Other Comprehensive Income,,,-1.0,-3.0,-3.0,-4.0,Balance Sheet
"Other Equity, Total",,,-1.0,-3.0,-3.0,-4.0,Balance Sheet
Total Equity,,,360.0,447.0,379.0,323.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,760.0,852.0,787.0,709.0,Balance Sheet
Ttl Comm. Shares Outs.,,,24.0,38.0,38.0,38.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,16034.0,8429.0,13482.0,13408.0,Income Statement
"Cost of Revenue, Total",,,406.0,511.0,364.0,377.0,Income Statement
Selling/Gen/Admin Expense,,,17475.0,18340.0,12320.0,12717.0,Income Statement
Labor & Related Expense,,,7006.0,5521.0,4958.0,6893.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,24481.0,23861.0,17278.0,19610.0,Income Statement
Research & Development,,,59543.0,69245.0,68439.0,61739.0,Income Statement
Unusual Expense (Income),,,0.0,5352.0,4290.0,0.0,Income Statement
"Other Operat Expse, Total",,,-25.0,48.0,83.0,50.0,Income Statement
Total Operating Expense,,,84405.0,99017.0,90454.0,81776.0,Income Statement
Total Operating Income,,,-68371.0,-90588.0,-76972.0,-68368.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,88.0,115.0,213.0,1113.0,Income Statement
OtherNon-OperatInc (Expnse),,,7307.0,4762.0,-644.0,-624.0,Income Statement
"Other, Net",,,7307.0,4762.0,-644.0,-624.0,Income Statement
Income Before Tax,,,-60976.0,-85711.0,-77403.0,-67879.0,Income Statement
Income Tax - Total,,,0.0,0.0,17.0,0.0,Income Statement
Income After Tax,,,-60976.0,-85711.0,-77420.0,-67879.0,Income Statement
Net Inc Before Extra Items,,,-60976.0,-85711.0,-77420.0,-67879.0,Income Statement
Total Net Income,,,-60976.0,-85711.0,-77420.0,-67879.0,Income Statement
Income Available to Common Excl. Extra. Items,,,-60976.0,-85711.0,-77420.0,-67879.0,Income Statement
Income Available to Common Incl. Extra. Items,,,-60976.0,-85711.0,-77420.0,-67879.0,Income Statement
Basic/Primary Weighted Average Shares,,,23889.0,26751.0,38381.0,38573.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,-2.55,-3.2,-2.02,-1.76,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,-2.55,-3.2,-2.02,-1.76,Income Statement
Diluted Weighted Average Shares,,,23889.0,26751.0,38381.0,38573.0,Income Statement
Diluted EPS Excl. Extra. Items,,,-2.55,-3.2,-2.02,-1.76,Income Statement
Diluted EPS Incl. Extra. Items,,,-2.55,-3.2,-2.02,-1.76,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,0.0,0.0,0.0,,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Depreciat/Amort, Suppl",,,3535.0,3530.0,3301.0,2377.0,Income Statement
Total Special Items,,,0.0,5352.0,4290.0,0.0,Income Statement
Normalzd Income Before Tax,,,-60976.0,-80359.0,-73113.0,-67879.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,0.0,0.0,1502.0,0.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,0.0,0.0,1519.0,0.0,Income Statement
Normalized Income After Tax,,,-60976.0,-80359.0,-74632.0,-67879.0,Income Statement
Normalzd Inc Avail to Common,,,-60976.0,-80359.0,-74632.0,-67879.0,Income Statement
Basic Normalized EPS,,,-2.55,-3.0,-1.94,-1.76,Income Statement
Diluted Normalized EPS,,,-2.55,-3.0,-1.94,-1.76,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,-292213.0,-85711.0,-163131.0,-231010.0,Cash Flow
Depreciation/Depletion,,,16350.0,3530.0,6831.0,9208.0,Cash Flow
Non-Cash Items,,,55498.0,11014.0,20866.0,32890.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,0.0,,,,Cash Flow
"Cash Interest Pd, Suppl",,,0.0,,,,Cash Flow
Prepaid Expenses,,,1578.0,-7768.0,-364.0,-354.0,Cash Flow
Other Assets,,,15541.0,4710.0,10594.0,22076.0,Cash Flow
Accounts Payable,,,-6.0,6228.0,1113.0,422.0,Cash Flow
Accrued Expenses,,,-466.0,-2580.0,3888.0,-10525.0,Cash Flow
Changes in Working Capital,,,13331.0,-2897.0,14709.0,7258.0,Cash Flow
Total Cash from Operations,,,-207034.0,-74064.0,-120725.0,-181654.0,Cash Flow
Purchase of Fixed Assets,,,-11575.0,-3585.0,-6258.0,-19676.0,Cash Flow
Purchase/Acq of Intangibles,,,-8000.0,,0.0,0.0,Cash Flow
Capital Expenditures,,,-19575.0,-3585.0,-6258.0,-19676.0,Cash Flow
Sale/Maturity of Investment,,,34986.0,70784.0,123227.0,147597.0,Cash Flow
Purchase of Investments,,,,-22450.0,-22450.0,-115692.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,34986.0,48334.0,100777.0,31905.0,Cash Flow
Total Cash from Investing,,,15411.0,44749.0,94519.0,12229.0,Cash Flow
Financing Cash Flow Items,,,,0.0,,,Cash Flow
"Common Stock, Net",,,,170000.0,165554.0,165531.0,Cash Flow
Sale/Issue of Common/Prefrd,,,354889.0,0.0,0.0,0.0,Cash Flow
Options Exercised,,,,99.0,268.0,466.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,354889.0,170099.0,165822.0,165997.0,Cash Flow
Total Cash From Financing,,,354889.0,170099.0,165822.0,165997.0,Cash Flow
Net Change in Cash,,,163266.0,140784.0,139616.0,-3428.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,0.0,163266.0,163266.0,163266.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,163266.0,304050.0,302882.0,159838.0,Cash Flow
"Depreciation, Supplemental",,,16350.0,3530.0,6831.0,9208.0,Cash Flow
Free Cash Flow,,,-226609.0,-77649.0,-126983.0,-201330.0,
FCF Growth,,,,-0.6573437065606397,0.6353462375561822,0.5854878212044132,
