,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Changes in Working Capital,,,,-261.0,-61.0,-71.0,-23.0,Cash Flow
Total Cash from Operations,,,,-263.0,-50.0,-61.0,44.0,Cash Flow
Capital Expenditures,,,,-3.0,-2.0,-4.0,-7.0,Cash Flow
Acquisition of Business,,,,,-374.0,-374.0,-374.0,Cash Flow
Purchase of Investments,,,,-12.0,0.0,0.0,,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,-12.0,-374.0,-374.0,-374.0,Cash Flow
Total Cash from Investing,,,,-15.0,-376.0,-378.0,-381.0,Cash Flow
Financing Cash Flow Items,,,,-80.0,-2.0,-3.0,-3.0,Cash Flow
Total Cash Dividends Paid,,,,-8.0,,,-19.0,Cash Flow
"Common Stock, Net",,,,121.0,16.0,16.0,16.0,Cash Flow
"Preferred Stock, Net",,,,225.0,33.0,33.0,33.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,346.0,49.0,49.0,49.0,Cash Flow
Long Term Debt Issued,,,,413.0,6.0,31.0,39.0,Cash Flow
Long Term Debt Reduction,,,,-259.0,-4.0,-55.0,-149.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,280.0,54.0,76.0,6.0,Cash Flow
Total Cash From Financing,,,,538.0,101.0,123.0,33.0,Cash Flow
Foreign Exchange Effects,,,,,7.0,-1.0,-2.0,Cash Flow
Net Change in Cash,,,,259.0,-318.0,-317.0,-305.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,108.0,368.0,368.0,368.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,368.0,49.0,51.0,63.0,Cash Flow
"Depreciation, Supplemental",,,,26.0,23.0,48.0,71.0,Cash Flow
Free Cash Flow,,,,-266.0,-52.0,-65.0,37.0,
FCF Growth,,,,,-0.8045112781954887,0.25,-1.5692307692307692,
